id,year,country,totaldebt,gdp,exchangeratencperusd,debt_gdp,domestogdp,exttogdp,officialdebt,totalnonofficialdebt,foreignbanks,dombanks,totalbank,ext_marketinstrument,dom_market,total_mkt,ext_oth,int_oth,tot_oth,offdom,bankdom,mardom,othdom,credtype_int_sumshares,offext,bankext,marext,othext,credtype_ext_sumshares,credtype_total,officialexternaldebt,nonofficialexternaldebt,external,totaldomestic,legandcred_total,legandcred_ext_tot,legandcred_int_tot,for_ext,for_int,dom_ext,dom_int,currandleg_total,totaldebt_short_term_ext,totaldebt_short_term_int,totaldebt_short_term,totaldebt_med_term_ext,totaldebt_med_term_int,totaldebt_med_term,totaldebt_long_term_ext,totaldebt_long_term_int,totaldebt_long_term,avgmat_ext,avgmat_int,matandleg_total,short_extcurr,short_intcurr,matandcurr_short_tot,med_extcurr,med_intcurr,matandcurr_med_tot,long_extcurr,long_intcurr,matandcurr_long_tot,matandcurr_tot,for_n-i_fr,for_n-i_flr,for_i_fr,for_i_flr,tot_debt_for,dom_n-i_fr,dom_n-i_flr,dom_i_fr,dom_i_flr,tot_debt_dom,debt_index,debt_nonindex,currandrate_tot,heldby_cb,heldby_others,heldby_tot,crossholding,net_debt_1,reserves,net_debt_2,PPFassets,net_debt_3,pay_ppcal_ext,pay_ppal_int,pay_ppal_tot,pay_int_ext,pay_int_int,pay_int_tot,pay_tot_kind,pay_ppal_CB,pay_int_CB,pay_CB_tot,pay_ppal_oth,pay_int_oth,pay_oth_tot,pay_tot_holders,bycurr_debt_for,bycurr_debt_dom,bycurr_debt_index,due_1y_ppal_ext,due_1y_ppal_int,due_1y_ppal_tot,due_1y_int_ext,due_1y_int_int,due_1y_int_tot,due_1y_tot_kind,due_2y_ppal_ext,due_2y_ppal_int,due_2y_ppal_tot,due_2y_int_ext,due_2y_int_int,due_2y_int_tot,due_2y_tot_kind,due_3y_ppal_ext,due_3y_ppal_int,due_3y_ppal_tot,due_3y_int_ext,due_3y_int_int,due_3y_int_tot_kind,due_3y_tot,due_4y_ppal_ext,due_4y_ppal_int,due_4y_ppal_tot,due_4y_int_ext,due_4y_int_int,due_4y_int_tot,due_4y_tot_kind,due_5y_ppal_ext,due_5y_ppal_int,due_5y_ppal_tot,due_5y_int_ext,due_5y_int_int,due_5y_int_tot,due_5y_tot_kind,due_6y_10y_ppal_ext,due_6y_10y_ppal_int,due_6y_10y_ppal_tot,due_6y_10y_int_ext,due_6y_10y_int_int,due_6y_10y_int_tot,due_6y_10y_tot_kind,due_11y_ppal_ext,due_11y_ppal_int,due_11y_ppal_tot,due_11y_int_ext,due_11y_int_int,due_11y_int_tot,due_11y_tot_kind,due_1y_ppal_CB,due_1y_int_CB,due_1y_tot_CB,due_1y_ppal_oth,due_1y_int_oth,due_1y_tot_oth,due_2y_ppal_CB,due_2y_int_CB,due_2y_tot_CB,due_2y_ppal_oth,due_2y_int_oth,due_2y_tot_oth,due_3y_ppal_CB,due_3y_int_CB,due_3y_tot_CB,due_3y_ppal_oth,due_3y_int_oth,due_3y_tot_oth,due_4y_ppal_CB,due_4y_int_CB,due_4y_tot_CB,due_4y_ppal_oth,due_4y_int_oth,due_4y_tot_oth,due_5y_ppal_CB,due_5y_int_CB,due_5y_tot_CB,due_5y_ppal_oth,due_5y_int_oth,due_5y_tot_oth,due_6y_10y_ppal_CB,due_6y_10y_int_CB,due_6y_10y_tot_CB,due_6y_10y_ppal_oth,due_6y_10y_int_oth,due_6y_10y_tot_oth,due_11y_ppal_CB,due_11y_int_CB,due_11y_tot_CB,due_11y_ppal_oth,due_int_oth,due_11y_tot_oth
2012Argentina,2012,Argentina,208945.64,562337.41,4.92,0.37,0.26,0.12,24561.55,184384.09,737.40,75766.94,76504.34,28154.91,68242.84,96397.75,11482.00,0.00,11482.00,0.00,0.53,0.47,0.00,1.00,0.38,0.01,0.43,0.18,1.00,208945.64,24561.55,40374.30,64935.85,144009.78,208945.64,0.31,0.69,64935.59,62951.37,0.27,81058.42,208945.64,1956.35,33808.37,35764.73,7912.76,49513.60,57426.36,55227.64,60526.95,115754.59,8.84,5.30,208945.68,6228.67,29536.06,35764.73,31048.18,26378.18,57426.36,90708.82,25045.77,115754.59,208945.68,85634.25,42252.70,0.00,0.00,127886.95,27260.35,18674.28,35124.05,0.00,81058.68,0.17,0.83,208945.64,62820.30,146125.34,208945.64,62820.30,146125.34,43290.00,102835.34,0.00,102835.34,1392.64,18120.39,19513.03,937.35,2904.89,3842.24,23355.28,10136.57,0.00,10136.57,9376.46,3842.24,13218.71,23355.28,0.61,0.22,0.17,1956.35,33808.37,35764.73,1697.81,5064.45,6762.26,42526.99,1822.82,16226.82,18049.64,1967.76,4047.59,6015.35,24064.99,1800.62,9159.44,10960.06,1904.93,3519.51,5424.44,16384.51,1766.51,14699.60,16466.12,1845.00,2596.72,4441.71,20907.83,2522.80,9427.74,11950.54,1744.41,2150.70,3895.11,15845.65,5385.29,30666.66,36051.94,8482.04,7646.18,16128.23,52180.17,31927.46,29860.29,61787.75,14049.63,14926.01,28975.64,90763.39,,,18267.14,,,24259.85,,,6193.22,,,17871.77,,,32.17,,,16352.33,,,9554.73,,,11353.10,,,19.61,,,15826.04,,,21937.21,,,30242.95,,,155.93,,,90607.46
2013-IArgentina,2013-I,Argentina,207846.93,567742.16,5.39,0.37,0.25,0.11,24336.87,183510.05,730.51,77503.35,78233.86,28048.97,65522.95,93571.93,11704.27,0.00,11704.27,0.00,0.54,0.46,0.00,1.00,0.38,0.01,0.43,0.18,1.00,207846.93,24336.87,40483.75,64820.62,143026.30,207846.93,0.31,0.69,64820.37,62763.22,0.26,80263.08,207846.93,1870.31,40485.98,42356.30,7929.76,39236.70,47166.45,55088.78,63235.39,118324.17,8.83,5.39,207846.91,5898.63,36457.66,42356.30,31128.10,16038.35,47166.45,90562.89,27761.28,118324.17,207846.91,85361.85,42221.74,0.00,0.00,127583.58,27717.20,19320.83,33225.30,0.00,80263.34,0.16,0.84,207846.93,65220.62,142626.30,207846.93,65220.62,142626.30,36985.00,105641.30,0.00,105641.30,1039.73,12635.02,13674.75,843.28,2594.39,3437.66,17112.42,5620.86,0.00,5620.86,8053.89,3437.66,11491.56,17112.42,0.61,0.23,0.16,932.77,19053.26,19986.03,1026.71,2954.16,3980.87,23966.89,1848.96,26171.56,28020.52,1997.00,4875.90,6872.90,34893.42,1840.11,10078.71,11918.82,1932.49,4213.24,6145.73,18064.55,1812.89,14386.38,16199.26,1871.03,3270.66,5141.69,21340.95,2574.43,9307.20,11881.63,1768.72,2840.06,4608.78,16490.41,5712.92,34751.51,40464.43,8573.90,8177.01,16750.91,57215.34,32390.79,29209.47,61600.26,14094.21,14625.90,28720.11,90320.37,,,10816.63,,,13150.26,,,13281.15,,,21612.27,,,1.64,,,18062.91,,,9531.75,,,11809.21,,,1.64,,,16488.77,,,23960.21,,,33255.12,,,142.33,,,90178.04
2013Argentina,2013,Argentina,214288.16,522353.18,6.52,0.41,0.28,0.13,25417.49,188870.67,689.77,76004.50,76694.27,29082.65,71435.16,100517.81,11658.59,0.00,11658.59,0.00,0.52,0.48,0.00,1.00,0.38,0.01,0.44,0.17,1.00,214288.16,25417.49,41431.01,66848.50,147439.66,214288.16,0.31,0.69,66848.28,70283.04,0.22,77156.62,214288.16,1913.18,36431.83,38345.00,8091.77,44472.26,52564.04,56909.14,66470.00,123379.13,8.84,5.51,214288.17,3295.44,35049.56,38345.00,35427.37,17136.67,52564.04,98413.63,24965.51,123379.13,214288.17,84875.02,52256.30,0.00,0.00,137131.31,29501.21,19230.36,28425.27,0.00,77156.85,0.13,0.87,214288.16,65005.88,149282.28,214288.16,65005.88,149282.28,30586.00,118696.28,0.00,118696.28,916.84,18746.88,19663.72,877.67,3074.80,3952.47,23616.19,10372.53,0.00,10372.53,9291.20,3952.47,13243.66,23616.19,0.64,0.23,0.13,1913.18,36431.83,38345.00,2077.49,5828.39,7905.88,46250.88,1898.32,14049.06,15947.38,2013.57,5005.36,7018.93,22966.30,1880.95,13936.61,15817.57,1951.07,3984.23,5935.30,21752.87,2668.67,9391.54,12060.20,1847.32,3540.04,5387.36,17447.56,1643.84,7095.05,8738.89,1752.58,3089.12,4841.70,13580.59,5387.35,39991.71,45379.06,8956.67,7345.33,16302.00,61681.06,33715.00,26478.28,60193.28,12923.47,12072.80,24996.27,85189.56,21179.09,0.00,21179.09,17165.92,7905.88,25071.80,2424.29,0.00,2424.29,13523.08,7018.93,20542.01,9531.46,0.00,9531.46,6286.11,5935.30,12221.41,1.35,0.00,1.35,12058.85,5387.36,17446.21,1.35,0.00,1.35,8737.54,4841.70,13579.24,21875.15,0.00,21875.15,23503.92,16302.00,39805.92,116.25,0.00,116.25,60077.03,24996.27,85073.31
2014-IArgentina,2014-I,Argentina,210616.23,475163.88,8.13,0.44,0.29,0.15,29632.84,180983.39,50.32,71445.93,71496.25,29027.61,68706.28,97733.89,11753.25,0.00,11753.25,0.00,0.51,0.49,0.00,1.00,0.42,0.00,0.41,0.17,1.00,210616.23,29632.84,40831.18,70464.02,140152.21,210616.23,0.33,0.67,70463.81,76167.42,0.21,63984.79,210616.23,3103.55,25402.59,28506.15,16635.22,49547.82,66183.03,50790.09,65136.95,115927.04,7.84,5.71,210616.22,4503.82,24002.32,28506.15,46411.30,19771.74,66183.03,95720.49,20206.55,115927.04,210616.22,95316.50,51314.74,0.00,0.00,146631.23,26278.90,16754.21,20951.89,0.00,63985.00,0.10,0.90,210616.23,57728.82,152887.41,210616.23,57728.82,152887.41,29278.00,123609.41,0.00,123609.41,905.61,15845.18,16750.80,1036.68,3375.58,4412.25,21163.05,9330.29,0.00,9330.29,7420.51,4412.25,11832.76,21163.05,0.70,0.20,0.10,2455.75,23637.53,26093.29,2324.33,6580.15,8904.47,34997.76,4184.14,13153.94,17338.09,2218.46,5458.85,7677.31,25015.40,4981.81,9709.88,14691.70,2045.84,4710.88,6756.72,21448.41,3962.35,6195.62,10157.97,1882.29,4182.85,6065.13,16223.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014Argentina,2014,Argentina,233193.55,517504.01,8.55,0.45,0.32,0.13,29040.43,204153.12,45.75,46618.87,46664.62,27026.27,119016.66,146042.93,11445.57,0.00,11445.57,0.00,0.28,0.72,0.00,1.00,0.43,0.00,0.40,0.17,1.00,233193.55,29040.43,38517.59,67558.02,165635.53,233193.55,0.29,0.71,67557.81,87755.58,0.21,77879.95,233193.55,2437.60,40666.36,43103.96,15819.68,46482.30,62301.98,49365.51,78422.07,127787.58,7.93,5.68,233193.51,9575.18,33528.78,43103.96,40044.31,22257.67,62301.98,105589.11,22089.37,127678.48,233084.41,91563.73,63749.66,0.00,0.00,155313.39,34982.78,21470.91,21426.47,0.00,77880.16,0.09,0.91,233193.55,80304.73,152888.82,233193.55,80304.73,152888.82,29278.00,123610.82,0.00,123610.82,1550.01,20100.78,21650.80,322.46,3016.94,3339.40,24990.20,10221.10,0.00,10221.10,11429.69,3339.40,14769.09,24990.20,0.67,0.24,0.09,2437.60,40666.36,43103.96,2226.37,7894.03,10120.39,53224.35,4003.25,21820.36,25823.61,2127.08,6222.98,8350.06,34173.67,4813.56,9676.84,14490.41,1960.61,5047.34,7007.94,21498.35,3814.24,7090.67,10904.91,1803.14,4533.92,6337.06,17241.97,3188.63,7894.42,11083.05,1771.17,2861.53,4632.69,15715.75,6817.32,52448.72,59266.04,8462.09,8286.41,16748.49,76014.53,30993.52,25973.35,56966.87,12186.22,11015.68,23201.90,80168.77,22288.21,0.00,22288.21,20815.74,10120.39,30936.14,12951.39,0.00,12951.39,12872.22,8350.06,21222.28,1.03,0.00,1.03,14489.38,7007.94,21497.32,1.03,0.00,1.03,10903.88,6337.06,17240.94,1.03,0.00,1.03,11082.02,4632.69,15714.72,21873.54,0.00,21873.54,37392.50,16748.49,54140.99,87.61,0.00,87.61,56879.26,23201.90,80081.16
2006Bahamas,2006,Bahamas,2386.30,7965.60,1.00,0.30,0.26,0.04,64.19,2322.08,0.00,74.70,74.70,225.00,2022.38,2247.38,0.00,0.00,0.00,0.00,0.04,0.96,0.00,1.00,0.22,0.00,0.78,0.00,1.00,2386.26,64.19,225.00,289.19,2097.08,2386.26,0.12,0.88,289.19,5.00,0.00,2092.11,2386.29,,,,,,,,,,,,,,,,,,,,,,,228.16,65.99,0.00,0.00,294.15,414.50,1677.61,0.00,0.00,2092.11,0.00,1.00,2386.26,0.00,2386.30,2386.30,0.00,2386.30,499.80,1886.50,1002.00,884.50,4.40,100.00,104.40,18.20,98.50,116.70,221.10,,,0.00,,,221.00,221.00,0.12,0.88,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007Bahamas,2007,Bahamas,2635.50,8319.00,1.00,0.32,0.28,0.03,72.97,2563.06,0.00,100.89,100.89,200.00,2262.16,2462.16,0.00,0.00,0.00,0.00,0.04,0.96,0.00,1.00,0.27,0.00,0.73,0.00,1.00,2636.03,72.97,200.00,272.97,2363.06,2636.03,0.10,0.90,272.97,23.16,0.00,2339.90,2636.03,,,,,,,,,,,,,,,,,,,,,,,205.06,91.08,0.00,0.00,296.13,437.49,1902.40,0.00,0.00,2339.89,0.00,1.00,2636.03,0.00,2635.50,2635.50,0.00,2635.50,453.90,2181.60,1112.00,1069.60,29.90,63.80,93.70,17.70,119.30,137.00,230.70,,,0.00,,,230.70,230.70,0.11,0.89,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008Bahamas,2008,Bahamas,2766.60,8246.70,1.00,0.34,0.29,0.05,83.59,2683.01,0.00,80.85,80.85,300.00,2302.16,2602.16,0.00,0.00,0.00,0.00,0.03,0.97,0.00,1.00,0.22,0.00,0.78,0.00,1.00,2766.60,83.59,300.00,383.59,2383.01,2766.60,0.14,0.86,383.59,3.61,0.00,2379.40,2766.60,0.00,302.46,302.46,40.39,331.41,371.80,343.21,1749.14,2092.35,9.21,7.81,2766.60,8.80,293.70,302.50,24.03,347.79,371.83,354.39,1738.00,2092.39,2766.71,304.18,83.02,0.00,0.00,387.21,407.70,1971.69,0.00,0.00,2379.40,0.00,1.00,2766.60,0.00,2766.60,2766.60,0.00,2766.60,562.90,2203.70,1114.90,1088.80,5.60,82.30,87.90,20.50,129.20,149.70,237.60,,,0.00,,,237.60,237.60,0.14,0.86,0.00,8.80,79.00,87.80,27.80,125.90,153.70,241.50,9.60,89.00,98.60,25.10,122.20,147.30,245.90,6.08,76.00,82.08,24.50,118.90,143.40,225.48,8.35,100.10,108.45,23.40,112.70,136.10,244.55,,,,,,,,28.48,476.00,,112.50,487.00,599.50,1103.98,314.81,1268.20,1583.01,335.92,564.10,900.02,2483.03,,,0.00,,,241.50,,,0.00,,,245.90,,,0.00,,,225.48,,,0.00,,,244.55,,,0.00,,,1103.98,,,,,,,,,0.00,,,2483.03
2009-IBahamas,2009-I,Bahamas,3084.77,7259.00,,0.42,0.37,0.06,96.60,2988.17,25.00,264.94,289.94,300.00,2398.23,2698.23,0.00,0.00,0.00,0.00,0.10,0.90,0.00,1.00,0.23,0.06,0.71,0.00,1.00,3084.77,96.60,325.00,421.60,2663.17,3084.77,0.14,0.86,421.60,162.71,0.00,2500.46,3084.77,25.00,539.01,564.01,46.10,353.80,399.90,350.51,1770.37,2120.87,16.67,7.64,3084.77,8.80,555.20,564.00,35.30,364.60,399.90,540.20,1580.70,2120.90,3084.80,332.19,252.12,0.00,0.00,584.31,446.54,2053.92,0.00,0.00,2500.46,0.00,1.00,3084.77,0.00,3084.77,3084.77,0.00,3084.77,770.40,2314.37,,N/A,3.50,75.90,79.40,12.20,66.40,78.60,154.40,,,0.00,,,154.40,154.40,0.19,0.81,0.00,8.80,83.90,92.70,26.40,126.90,153.30,246.00,9.60,73.10,82.70,28.20,122.40,150.60,233.30,11.80,85.10,96.90,29.40,119.20,148.60,245.50,13.90,83.90,97.80,28.90,112.80,141.70,239.50,,,,,,,,67.90,487.00,554.90,134.60,487.00,621.60,1176.50,238.30,1278.70,1517.00,359.90,,359.90,1876.90,,,0.00,,,246.00,,,0.00,,,233.30,,,0.00,,,245.50,,,0.00,,,239.50,,,0.00,,,1176.50,,,,,,,,,0.00,,,1876.90
2009Bahamas,2009,Bahamas,3320.40,7717.10,1.00,0.43,0.34,0.09,103.07,3217.27,0.00,104.04,104.04,600.00,2513.23,3113.23,0.00,0.00,0.00,0.00,0.04,0.96,0.00,1.00,0.15,0.00,0.85,0.00,1.00,3320.33,103.07,600.00,703.07,2617.27,3320.33,0.21,0.79,703.07,1.81,0.00,2615.46,3320.33,0.00,401.30,401.30,3.96,295.61,299.57,699.18,1920.37,2619.54,9.53,7.75,3320.40,,401.30,401.30,3.96,295.61,299.57,700.93,1918.62,2619.54,3320.40,694.97,9.90,0.00,0.00,704.87,416.54,2198.92,0.00,0.00,2615.46,0.00,1.00,3320.33,0.00,3320.40,3320.40,0.00,3320.40,815.97,2504.43,,N/A,28.60,210.90,239.50,12.90,70.90,83.80,481.40,,,0.00,,,481.40,481.40,0.21,0.79,0.00,9.60,71.00,80.60,49.00,130.80,179.80,260.40,11.90,58.00,69.90,50.90,127.50,178.40,248.30,14.00,81.80,95.80,50.80,121.30,172.10,267.90,13.79,82.00,95.79,50.07,116.68,166.75,262.54,,,,,,,,67.89,493.00,560.89,239.41,501.50,740.92,1301.81,587.59,1744.47,2332.05,588.95,591.14,1180.09,3512.14,,,0.00,,,260.40,,,0.00,,,248.30,,,0.00,,,267.90,,,0.00,,,262.54,,,0.00,,,1301.81,,,,,,,,,0.00,,,3512.14
2010-IBahamas,2010-I,Bahamas,3400.91,7752.94,,0.44,0.35,0.09,107.53,3293.39,0.00,103.14,103.14,600.00,2590.25,3190.25,0.00,0.00,0.00,0.00,0.04,0.96,0.00,1.00,0.15,0.00,0.85,0.00,1.00,3400.92,107.53,600.00,707.53,2693.39,3400.92,0.21,0.79,707.53,0.90,0.00,2692.49,3400.91,0.00,419.75,419.75,50.01,383.80,433.81,657.51,1889.84,2547.36,9.47,7.53,3400.91,,,,,,,,,,,699.80,8.62,0.00,0.00,708.42,463.84,2228.64,0.00,0.00,2692.49,0.00,1.00,3400.91,0.00,3400.91,3400.91,0.00,3400.91,862.10,2538.81,,N/A,3.70,40.90,44.60,23.20,71.70,94.90,139.50,,,0.00,,,139.50,139.50,0.21,0.79,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,0.00,,,
2010Bahamas,2010,Bahamas,3720.40,7888.09,1.00,0.47,0.38,0.09,127.88,3592.48,0.00,187.23,187.23,600.00,2805.25,3405.25,0.00,0.00,0.00,0.00,0.06,0.94,0.00,1.00,0.18,0.00,0.82,0.00,1.00,3720.36,127.88,600.00,727.88,2992.48,3720.36,0.20,0.80,727.88,70.00,0.00,2922.48,3720.36,0.00,553.60,553.60,3.01,446.80,449.81,724.87,1992.08,2716.96,9.97,7.22,3720.36,70.00,483.60,553.60,3.01,446.80,449.81,724.87,1992.08,2716.96,3720.36,724.87,73.01,0.00,0.00,797.88,478.84,2443.63,0.00,0.00,2922.47,0.00,1.00,3720.35,0.00,3720.40,3720.40,0.00,3720.40,860.44,2859.96,,N/A,8.06,95.41,103.47,46.38,144.89,191.28,294.74,,,0.00,,,294.74,294.74,0.21,0.79,0.00,9.20,141.00,150.20,48.10,141.40,189.50,339.70,12.10,58.00,70.10,51.10,138.10,189.20,259.30,14.30,81.80,96.10,50.80,131.90,182.70,278.80,14.30,82.00,96.30,50.07,127.30,177.37,273.67,14.00,125.00,139.00,49.34,122.40,171.74,310.74,66.50,539.00,605.50,235.50,425.50,661.00,1266.50,582.00,1965.68,2547.68,500.60,604.30,1104.90,3652.58,,,0.00,,,339.70,,,0.00,,,259.30,,,0.00,,,278.80,,,0.00,,,273.67,,,0.00,,,310.74,,,,,,1266.50,,,0.00,,,3652.58
2011-IBahamas,2011-I,Bahamas,3552.94,7743.92,,0.46,0.36,0.10,156.50,3396.48,0.00,74.23,74.23,600.00,2722.25,3322.25,0.00,0.00,0.00,0.00,0.03,0.97,0.00,1.00,0.21,0.00,0.79,0.00,1.00,3552.98,156.50,600.00,756.50,2796.48,3552.98,0.21,0.79,756.46,0.00,0.00,2796.48,3552.94,0.00,362.60,362.60,49.30,446.80,496.10,707.16,1987.00,2694.16,9.35,7.66,3552.86,0.00,362.60,362.60,49.30,446.80,496.10,707.16,1987.08,2694.24,3552.94,753.93,2.53,0.00,0.00,756.46,382.84,2413.64,0.00,0.00,2796.48,0.00,1.00,3552.94,0.00,3552.94,3552.94,0.00,3552.94,1076.11,2476.83,,N/A,4.40,206.00,210.40,24.17,90.16,114.33,324.73,,,0.00,,,324.73,324.73,0.21,0.79,0.00,4.80,57.00,61.80,23.70,73.20,96.90,158.70,11.80,80.80,92.60,49.00,142.20,191.20,283.80,13.90,81.80,95.70,49.20,136.10,185.30,281.00,13.90,81.00,94.90,48.70,131.50,180.20,275.10,15.60,125.00,140.60,48.10,126.70,174.80,315.40,84.40,540.00,624.40,230.60,534.40,765.00,1389.40,600.70,1830.90,2431.60,491.20,621.20,1112.40,3544.00,,,0.00,,,158.70,,,0.00,,,283.80,,,0.00,,,281.00,,,0.00,,,275.10,,,0.00,,,315.40,,,0.00,,,1389.40,,,0.00,,,3544.00
2011Bahamas,2011,Bahamas,3805.60,7872.58,1.00,0.48,0.38,0.10,199.50,3606.08,0.00,110.83,110.83,600.00,2895.25,3495.25,0.00,0.00,0.00,0.00,0.04,0.96,0.00,1.00,0.25,0.00,0.75,0.00,1.00,3805.58,199.50,600.00,799.50,3006.08,3805.58,0.21,0.79,799.50,0.00,0.00,3006.08,3805.58,0.00,412.20,412.20,1.84,460.80,462.64,797.46,2133.08,2930.54,9.98,7.71,3805.39,0.00,412.20,412.20,1.80,460.80,462.60,797.50,2133.08,2930.58,3805.38,628.37,171.14,0.00,0.00,799.52,467.44,2538.64,0.00,0.00,3006.08,0.00,1.00,3805.59,0.00,3804.62,3804.62,0.00,3805.60,884.85,2920.75,,N/A,8.86,271.00,279.86,47.96,160.30,208.26,488.12,,,0.00,,,488.12,488.12,0.21,0.79,0.00,12.30,62.00,74.30,49.90,150.97,200.87,275.17,14.40,80.80,95.20,50.90,144.87,195.77,290.97,14.40,81.00,95.40,50.50,140.77,191.27,286.67,16.40,125.00,141.40,49.90,136.37,186.27,327.67,20.00,118.00,138.00,49.20,130.27,179.47,317.47,79.30,602.68,681.98,234.20,561.35,795.55,1477.53,643.30,1936.60,2579.90,457.70,634.61,1092.31,3672.21,,,0.00,,,275.17,,,0.00,,,290.97,,,0.00,,,286.67,,,0.00,,,327.67,,,0.00,,,317.47,,,0.00,,,1477.53,,,0.00,,,3672.21
2012-IBahamas,2012-I,Bahamas,3905.69,8000.83,,0.49,0.38,0.10,229.27,3676.43,0.00,137.93,137.93,600.00,2938.50,3538.50,0.00,0.00,0.00,0.00,0.04,0.96,0.00,1.00,0.28,0.00,0.72,0.00,1.00,3905.70,229.27,600.00,829.27,3076.43,3905.70,0.21,0.79,829.27,0.00,0.00,3076.40,3905.67,0.00,528.91,528.91,1.58,521.80,523.38,827.69,2025.72,2853.41,9.99,7.18,3905.69,0.00,528.91,528.91,1.58,521.80,523.38,827.70,2025.72,2853.42,3905.70,806.73,22.54,0.00,0.00,829.27,537.15,2539.27,0.00,0.00,3076.42,0.00,1.00,3905.69,0.00,3905.69,3905.69,0.00,3905.69,933.49,2972.20,,N/A,4.63,10.00,14.63,22.81,69.20,92.01,106.64,,,0.00,,,106.64,106.64,0.21,0.79,0.00,11.40,528.90,540.30,49.50,66.80,116.30,656.60,14.30,80.80,95.10,50.80,136.80,187.60,282.70,14.30,81.00,95.30,50.50,132.60,183.10,278.40,16.10,125.00,141.10,49.80,128.20,178.00,319.10,19.90,118.00,137.90,49.20,122.10,171.30,309.20,100.00,613.30,713.30,234.30,513.30,747.60,1460.90,647.80,1529.40,2177.20,457.70,694.80,1152.50,3329.70,,,0.00,,,656.60,,,0.00,,,282.70,,,0.00,,,278.40,,,0.00,,,319.10,,,0.00,,,309.20,,,0.00,,,747.60,,,0.00,,,3329.70
2012Bahamas,2012,Bahamas,4399.92,8218.82,1.00,0.54,0.41,0.13,262.60,4137.32,180.00,135.90,315.90,600.00,3221.42,3821.42,0.00,0.00,0.00,0.00,0.04,0.96,0.00,1.00,0.25,0.17,0.58,0.00,1.00,4399.92,262.60,780.00,1042.60,3357.32,4399.92,0.24,0.76,1042.60,0.00,0.00,3357.32,4399.92,0.00,565.60,565.60,1.32,616.00,617.32,1041.29,2175.72,3217.01,9.99,7.11,4399.93,0.00,565.60,565.60,1.32,616.00,617.32,1041.29,2175.72,3217.01,4399.93,646.66,395.94,0.00,0.00,1042.60,540.04,2817.27,0.00,0.00,3357.32,0.00,1.00,4399.92,0.00,4399.92,4399.92,0.00,4399.92,810.16,3589.76,,N/A,6.72,152.00,158.72,26.90,67.60,94.50,253.22,,,0.00,158.72,94.50,253.22,253.22,0.24,0.76,0.00,14.10,565.60,579.70,50.50,144.00,194.50,774.20,14.10,81.00,95.10,51.80,139.80,191.60,286.70,19.10,125.00,144.10,51.40,135.40,186.80,330.90,23.00,133.00,156.00,50.70,129.30,180.00,336.00,25.60,137.00,162.60,49.90,122.50,172.40,335.00,303.70,731.30,1035.00,237.30,507.40,744.70,1779.70,637.66,1584.42,2222.08,415.80,507.30,923.10,3145.18,,,0.00,,,774.20,,,0.00,,,286.70,,,0.00,,,330.90,,,0.00,,,336.00,,,0.00,,,335.00,,,0.00,,,744.70,,,0.00,,,3145.18
2013-IBahamas,2013-I,Bahamas,4689.27,8325.28,1.00,0.56,0.44,0.13,277.81,4411.46,180.00,175.90,355.90,600.00,3455.56,4055.56,0.00,0.00,0.00,0.00,0.05,0.95,0.00,1.00,0.26,0.17,0.57,0.00,1.00,4689.27,277.81,780.00,1057.81,3631.46,4689.27,0.23,0.77,1057.81,0.00,0.00,3631.46,4689.27,0.00,789.74,789.74,1.05,476.00,477.05,1056.76,2365.72,3422.47,9.99,7.06,4689.27,0.00,789.74,789.74,1.05,476.00,477.05,1056.76,2365.72,3422.47,4689.27,655.88,401.96,0.00,0.00,1057.84,929.19,2702.27,0.00,0.00,3631.46,0.00,1.00,4689.30,0.00,4689.27,4689.27,0.00,4689.27,797.08,3892.19,,N/A,6.82,85.00,91.82,28.87,74.05,102.91,194.73,,,0.00,91.82,102.91,194.73,194.73,0.23,0.77,0.00,12.50,739.74,752.24,54.80,71.30,126.10,878.34,14.10,81.00,95.10,59.00,144.40,203.40,298.50,19.20,125.00,144.20,59.00,140.00,199.00,343.20,23.00,133.00,156.00,58.40,133.90,192.30,348.30,25.60,137.00,162.60,57.50,127.10,184.60,347.20,304.20,731.32,1035.52,275.90,528.80,804.70,1840.22,651.92,1634.40,2286.32,415.80,553.30,969.10,3255.42,,,0.00,,,878.34,,,0.00,,,298.50,,,0.00,,,343.20,,,0.00,,,348.30,,,0.00,,,347.20,,,0.00,,,1840.22,,,0.00,,,3255.42
