EVENT_DATE,EventTag,LOCATION,Latitude,Longitude,Tags
25/01/2016,Battle-NoTerritoryChange,6th October City,29.94644,30.91687,Battle-NoTerritoryChange
25/01/2016,RiotsOrProtests,6th October City,29.94644,30.91687,RiotsOrProtests
3/2/2016,ViolenceAgainstCivilians,6th October City,29.94644,30.91687,ViolenceAgainstCivilians
18/01/2016,ViolenceAgainstCivilians,Aba,5.10658,7.36667,ViolenceAgainstCivilians
31/12/2015,RiotsOrProtests,Aba,5.10658,7.36667,RiotsOrProtests
1/1/2016,RiotsOrProtests,Aba,5.10658,7.36667,RiotsOrProtests
2/1/2016,RiotsOrProtests,Aba,5.10658,7.36667,RiotsOrProtests
3/1/2016,RiotsOrProtests,Aba,5.10658,7.36667,RiotsOrProtests
4/1/2016,RiotsOrProtests,Aba,5.10658,7.36667,RiotsOrProtests
9/2/2016,ViolenceAgainstCivilians,Aba,5.10658,7.36667,ViolenceAgainstCivilians
6/1/2016,Battle-NoTerritoryChange,Abadam,13.62649,13.25159,Battle-NoTerritoryChange
11/3/2016,Battle-NoTerritoryChange,Abaji,8.46667,6.95,Battle-NoTerritoryChange
11/3/2016,ViolenceAgainstCivilians,Abaji,8.46667,6.95,ViolenceAgainstCivilians
8/2/2016,RiotsOrProtests,Abakaliki,6.31625,8.11691,RiotsOrProtests
19/03/2016,ViolenceAgainstCivilians,Abalama,4.76492,6.84138,ViolenceAgainstCivilians
1/3/2016,Battle-NoTerritoryChange,Abaq Beeday,4.1209,44.03645,Battle-NoTerritoryChange
20/01/2016,Battle-NoTerritoryChange,Abba,8.57286,36.12075,Battle-NoTerritoryChange
29/02/2016,Battle-NoTerritoryChange,Abdale Birole,-0.49056,42.19694,Battle-NoTerritoryChange
1/3/2016,Battle-NoTerritoryChange,Abdale Birole,-0.49056,42.19694,Battle-NoTerritoryChange
26/01/2016,ViolenceAgainstCivilians,Abdel Shakur,14.43805,24.53052,ViolenceAgainstCivilians
28/01/2016,RiotsOrProtests,Abdul-Aziz,2.04045,45.36,RiotsOrProtests
24/02/2016,RiotsOrProtests,Abeche,13.8167,20.8167,RiotsOrProtests
8/2/2016,RiotsOrProtests,Abeokuta,7.15,3.35,RiotsOrProtests
14/03/2016,RiotsOrProtests,Abeokuta,7.15,3.35,RiotsOrProtests
11/2/2016,ViolenceAgainstCivilians,Abi,6.8362,7.2349,ViolenceAgainstCivilians
19/02/2016,StrategicDevelopment,Abidjan,5.34111,-4.02809,StrategicDevelopment
15/02/2016,RiotsOrProtests,Abidjan,5.34111,-4.02809,RiotsOrProtests
20/02/2016,RiotsOrProtests,Abidjan,5.34111,-4.02809,RiotsOrProtests
18/03/2016,RemoteViolence,Abiikarow,1.72452,44.65065,RemoteViolence
28/01/2016,Battle-NoTerritoryChange,Abiikarow,1.72452,44.65065,Battle-NoTerritoryChange
4/1/2016,RiotsOrProtests,Abole,9.8667,38.45,RiotsOrProtests
6/1/2016,RiotsOrProtests,Abole,9.8667,38.45,RiotsOrProtests
15/02/2016,Battle-NoTerritoryChange,Abri,11.67952,30.4519,Battle-NoTerritoryChange
8/2/2016,RemoteViolence,Abri,11.67952,30.4519,RemoteViolence
9/3/2016,Battle-NoTerritoryChange,Abu Grein,31.45162,15.24744,Battle-NoTerritoryChange
26/01/2016,ViolenceAgainstCivilians,Abu Hammad,30.53766,31.67875,ViolenceAgainstCivilians
29/01/2016,ViolenceAgainstCivilians,Abu Hammad,30.53766,31.67875,ViolenceAgainstCivilians
22/01/2016,Battle-NoTerritoryChange,Abu Kabir,30.72508,31.67148,Battle-NoTerritoryChange
31/03/2016,RemoteViolence,Abu Kershola,12.148154,30.794822,RemoteViolence
18/01/2016,Battle-NoTerritoryChange,Abu Kershola,12.14815,30.79482,Battle-NoTerritoryChange
13/01/2016,Battle-NoTerritoryChange,Abu Kershola,12.14815,30.79482,Battle-NoTerritoryChange
12/2/2016,Battle-NoTerritoryChange,Abu Shakka,7.71667,27.85,Battle-NoTerritoryChange
22/02/2016,RiotsOrProtests,Abu Sunbul,22.3457,31.61624,RiotsOrProtests
19/03/2016,ViolenceAgainstCivilians,Abua,4.85678,6.64417,ViolenceAgainstCivilians
24/02/2016,ViolenceAgainstCivilians,Abugbe,7.0613,9.02815,ViolenceAgainstCivilians
6/1/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
7/1/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
26/01/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
8/2/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
17/02/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
18/02/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
22/02/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
23/02/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
23/02/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
29/02/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
29/02/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
2/3/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
4/3/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
9/3/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
10/3/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
14/03/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
15/03/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
15/03/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
16/03/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
27/03/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
30/03/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
18/01/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
24/02/2016,RiotsOrProtests,Abuja,9.08333,7.53333,RiotsOrProtests
11/3/2016,RemoteViolence,Abuja,9.08333,7.53333,RemoteViolence
17/01/2016,ViolenceAgainstCivilians,Abuja,9.08333,7.53333,ViolenceAgainstCivilians
29/02/2016,ViolenceAgainstCivilians,Abuja,9.08333,7.53333,ViolenceAgainstCivilians
27/01/2016,StrategicDevelopment,Abyei,9.59525,28.43493,StrategicDevelopment
21/01/2016,RiotsOrProtests,Abyei,9.59525,28.43493,RiotsOrProtests
20/01/2016,RiotsOrProtests,Accra,5.55602,-0.1969,RiotsOrProtests
29/02/2016,RiotsOrProtests,Accra,5.55602,-0.1969,RiotsOrProtests
9/2/2016,ViolenceAgainstCivilians,Accra,5.55602,-0.1969,ViolenceAgainstCivilians
8/1/2016,RiotsOrProtests,Ad Dafniyah,32.41423,14.79335,RiotsOrProtests
31/03/2016,ViolenceAgainstCivilians,Ad Douiem,14.00063,32.31757,ViolenceAgainstCivilians
16/03/2016,ViolenceAgainstCivilians,Adaba,7,39.4,ViolenceAgainstCivilians
24/02/2016,ViolenceAgainstCivilians,Adagbo,7.8731,8.046,ViolenceAgainstCivilians
19/03/2016,Battle-NoTerritoryChange,Adamaoua,6.5,13.5,Battle-NoTerritoryChange
20/01/2016,Battle-NoTerritoryChange,Adan Yabaal,3.5484,46.54585,Battle-NoTerritoryChange
21/02/2016,StrategicDevelopment,Addis Ababa,9.03333,38.7,StrategicDevelopment
23/12/2015,StrategicDevelopment,Addis Ababa,9.03333,38.7,StrategicDevelopment
20/01/2016,RiotsOrProtests,Addis Ababa,9.03333,38.7,RiotsOrProtests
21/01/2016,RiotsOrProtests,Addis Ababa,9.03333,38.7,RiotsOrProtests
22/01/2016,RiotsOrProtests,Addis Ababa,9.03333,38.7,RiotsOrProtests
12/2/2016,RiotsOrProtests,Addis Ababa,9.03333,38.7,RiotsOrProtests
19/02/2016,RiotsOrProtests,Addis Ababa,9.03333,38.7,RiotsOrProtests
29/02/2016,RiotsOrProtests,Addis Ababa,9.03333,38.7,RiotsOrProtests
1/3/2016,RiotsOrProtests,Addis Ababa,9.03333,38.7,RiotsOrProtests
10/3/2016,RiotsOrProtests,Addis Ababa,9.03333,38.7,RiotsOrProtests
11/3/2016,RiotsOrProtests,Addis Ababa,9.03333,38.7,RiotsOrProtests
23/03/2016,RiotsOrProtests,Addis Ababa,9.03333,38.7,RiotsOrProtests
27/03/2016,StrategicDevelopment,Addis Ababa,9.03333,38.7,StrategicDevelopment
8/3/2016,ViolenceAgainstCivilians,Addis Ababa,9.03333,38.7,ViolenceAgainstCivilians
4/3/2016,ViolenceAgainstCivilians,Ado-Ekiti,7.621,5.2215,ViolenceAgainstCivilians
29/03/2016,StrategicDevelopment,Ado-Ekiti,7.621,5.2215,StrategicDevelopment
20/01/2016,RiotsOrProtests,Ado-Ekiti,7.621,5.2215,RiotsOrProtests
8/2/2016,RiotsOrProtests,Ado-Ekiti,7.621,5.2215,RiotsOrProtests
16/03/2016,RiotsOrProtests,Ado-Ekiti,7.621,5.2215,RiotsOrProtests
7/2/2016,RiotsOrProtests,Ado-Ekiti,7.621,5.2215,RiotsOrProtests
24/10/2015,ViolenceAgainstCivilians,Adok,8.19,30.32,ViolenceAgainstCivilians
23/03/2016,NonViolentTerritoryTransfer,Af Barwaaqo,6.49698,48.78326,NonViolentTerritoryTransfer
24/03/2016,Battle-NoTerritoryChange,Af Barwaaqo,6.49698,48.78326,Battle-NoTerritoryChange
25/03/2016,Battle-NoTerritoryChange,Af Barwaaqo,6.49698,48.78326,Battle-NoTerritoryChange
3/3/2016,RemoteViolence,Afgooye,2.15,45.116,RemoteViolence
10/1/2016,Battle-NoTerritoryChange,Afgooye,2.15,45.116,Battle-NoTerritoryChange
10/2/2016,Battle-NoTerritoryChange,Afgooye,2.15,45.116,Battle-NoTerritoryChange
16/02/2016,Battle-NoTerritoryChange,Afgooye,2.15,45.116,Battle-NoTerritoryChange
2/3/2016,Battle-NoTerritoryChange,Afgooye,2.15,45.116,Battle-NoTerritoryChange
1/3/2016,RemoteViolence,Afgooye,2.15,45.116,RemoteViolence
14/02/2016,ViolenceAgainstCivilians,Afgooye,2.15,45.116,ViolenceAgainstCivilians
10/1/2016,Battle-NoTerritoryChange,Afgooye,2.15,45.116,Battle-NoTerritoryChange
17/03/2016,RemoteViolence,Afgooye,2.15,45.116,RemoteViolence
11/1/2016,RemoteViolence,Afgooye,2.15,45.116,RemoteViolence
23/02/2016,RemoteViolence,Afgooye,2.15,45.116,RemoteViolence
12/3/2016,RemoteViolence,Afgooye,2.15,45.116,RemoteViolence
11/1/2016,ViolenceAgainstCivilians,Afgooye,2.15,45.116,ViolenceAgainstCivilians
23/02/2016,ViolenceAgainstCivilians,Afgooye,2.15,45.116,ViolenceAgainstCivilians
20/01/2016,RiotsOrProtests,Aflao,6.11982,1.19012,RiotsOrProtests
15/03/2016,Battle-NoTerritoryChange,Afmadow,0.5172,42.071,Battle-NoTerritoryChange
16/03/2016,Battle-NoTerritoryChange,Afmadow,0.5172,42.071,Battle-NoTerritoryChange
20/03/2016,RemoteViolence,Afmadow,0.5172,42.071,RemoteViolence
28/03/2016,Battle-GovernmentRegainsTerritory,Agab,11.1467,30.1492,Battle-GovernmentRegainsTerritory
29/03/2016,Battle-NoTerritoryChange,Agab,11.1467,30.1492,Battle-NoTerritoryChange
29/03/2016,Battle-NonStateActorTakesTerritory,Agab,11.1467,30.1492,Battle-NonStateActorTakesTerritory
11/2/2016,RiotsOrProtests,Agadir,30.42013,-9.59802,RiotsOrProtests
13/01/2016,ViolenceAgainstCivilians,Agarfa,7.28333,39.81667,ViolenceAgainstCivilians
8/3/2016,RiotsOrProtests,Agbara,6.50525,3.10306,RiotsOrProtests
10/1/2016,ViolenceAgainstCivilians,Agege,6.61426,3.32437,ViolenceAgainstCivilians
23/02/2016,Battle-NoTerritoryChange,Agenebode,7.106,6.6966,Battle-NoTerritoryChange
11/1/2016,ViolenceAgainstCivilians,Agogo,6.8,-1.082,ViolenceAgainstCivilians
2/2/2016,ViolenceAgainstCivilians,Agogo,6.8,-1.082,ViolenceAgainstCivilians
26/03/2016,RiotsOrProtests,Agona,4.867,-2.205,RiotsOrProtests
20/01/2016,ViolenceAgainstCivilians,Ahoada,5.07395,6.65353,ViolenceAgainstCivilians
28/03/2016,RiotsOrProtests,Ain Benian,36.80277,2.92185,RiotsOrProtests
29/01/2016,Battle-NoTerritoryChange,Ain Defla,36.26405,1.9679,Battle-NoTerritoryChange
17/02/2016,RiotsOrProtests,Ain Temouchent,35.30343,-1.14517,RiotsOrProtests
12/1/2016,StrategicDevelopment,Ajdabiya,30.75545,20.22626,StrategicDevelopment
4/1/2016,RemoteViolence,Ajdabiya,30.75545,20.22626,RemoteViolence
12/1/2016,Battle-GovernmentRegainsTerritory,Ajdabiya,30.75545,20.22626,Battle-GovernmentRegainsTerritory
14/01/2016,Battle-GovernmentRegainsTerritory,Ajdabiya,30.75545,20.22626,Battle-GovernmentRegainsTerritory
21/02/2016,Battle-GovernmentRegainsTerritory,Ajdabiya,30.75545,20.22626,Battle-GovernmentRegainsTerritory
14/01/2016,Battle-NoTerritoryChange,Ajdabiya,30.75545,20.22626,Battle-NoTerritoryChange
21/01/2016,Battle-NoTerritoryChange,Ajdabiya,30.75545,20.22626,Battle-NoTerritoryChange
20/02/2016,Battle-NoTerritoryChange,Ajdabiya,30.75545,20.22626,Battle-NoTerritoryChange
10/1/2016,RemoteViolence,Ajdabiya,30.75545,20.22626,RemoteViolence
21/01/2016,RemoteViolence,Ajdabiya,30.75545,20.22626,RemoteViolence
2/1/2016,ViolenceAgainstCivilians,Ajdabiya,30.75545,20.22626,ViolenceAgainstCivilians
12/2/2016,ViolenceAgainstCivilians,Aje,7.28333,38.35,ViolenceAgainstCivilians
15/02/2016,ViolenceAgainstCivilians,Aje,7.28333,38.35,ViolenceAgainstCivilians
14/02/2016,RiotsOrProtests,Aje,7.28333,38.35,RiotsOrProtests
14/02/2016,Battle-NoTerritoryChange,Aje,7.28333,38.35,Battle-NoTerritoryChange
23/01/2016,Battle-NoTerritoryChange,Ajigin,11.1695,12.28404,Battle-NoTerritoryChange
1/3/2016,RiotsOrProtests,Akankpa,5.31278,8.35536,RiotsOrProtests
20/01/2016,ViolenceAgainstCivilians,Akinima,5.0858,6.47089,ViolenceAgainstCivilians
8/2/2016,Battle-NoTerritoryChange,Akobo,7.779,33.00233,Battle-NoTerritoryChange
17/03/2016,ViolenceAgainstCivilians,Akobo,7.779,33.00233,ViolenceAgainstCivilians
23/01/2016,ViolenceAgainstCivilians,Akoc,9.152,28.02517,ViolenceAgainstCivilians
2/1/2016,RiotsOrProtests,Akwete,4.88688,7.35686,RiotsOrProtests
24/02/2016,ViolenceAgainstCivilians,Akwu,7.8669,8.0611,ViolenceAgainstCivilians
1/1/2016,ViolenceAgainstCivilians,Al Abbasiya,12.1704,31.30858,ViolenceAgainstCivilians
2/1/2016,ViolenceAgainstCivilians,Al Abbasiya,12.1704,31.30858,ViolenceAgainstCivilians
3/1/2016,ViolenceAgainstCivilians,Al Abbasiya,12.1704,31.30858,ViolenceAgainstCivilians
9/1/2016,StrategicDevelopment,Al Agouza,30.05061,31.21091,StrategicDevelopment
15/09/2015,ViolenceAgainstCivilians,Al Amiriyah,31.01252,29.80858,ViolenceAgainstCivilians
3/1/2016,Battle-NoTerritoryChange,Al Arish,31.13159,33.79844,Battle-NoTerritoryChange
4/1/2016,Battle-NoTerritoryChange,Al Arish,31.13159,33.79844,Battle-NoTerritoryChange
6/1/2016,Battle-NoTerritoryChange,Al Arish,31.13159,33.79844,Battle-NoTerritoryChange
7/1/2016,Battle-NoTerritoryChange,Al Arish,31.13159,33.79844,Battle-NoTerritoryChange
2/2/2016,Battle-NoTerritoryChange,Al Arish,31.13159,33.79844,Battle-NoTerritoryChange
5/2/2016,Battle-NoTerritoryChange,Al Arish,31.13159,33.79844,Battle-NoTerritoryChange
4/1/2016,RemoteViolence,Al Arish,31.13159,33.79844,RemoteViolence
14/01/2016,RemoteViolence,Al Arish,31.13159,33.79844,RemoteViolence
19/01/2016,RemoteViolence,Al Arish,31.13159,33.79844,RemoteViolence
27/01/2016,RemoteViolence,Al Arish,31.13159,33.79844,RemoteViolence
27/01/2016,RemoteViolence,Al Arish,31.13159,33.79844,RemoteViolence
1/2/2016,RemoteViolence,Al Arish,31.13159,33.79844,RemoteViolence
12/2/2016,RemoteViolence,Al Arish,31.13159,33.79844,RemoteViolence
15/02/2016,RemoteViolence,Al Arish,31.13159,33.79844,RemoteViolence
8/3/2016,RemoteViolence,Al Arish,31.13159,33.79844,RemoteViolence
14/01/2016,StrategicDevelopment,Al Arish,31.13159,33.79844,StrategicDevelopment
26/01/2016,StrategicDevelopment,Al Arish,31.13159,33.79844,StrategicDevelopment
20/02/2016,StrategicDevelopment,Al Arish,31.13159,33.79844,StrategicDevelopment
27/02/2016,StrategicDevelopment,Al Arish,31.13159,33.79844,StrategicDevelopment
26/03/2016,StrategicDevelopment,Al Arish,31.13159,33.79844,StrategicDevelopment
20/01/2016,Battle-NoTerritoryChange,Al Arish,31.13159,33.79844,Battle-NoTerritoryChange
13/02/2016,Battle-NoTerritoryChange,Al Arish,31.13159,33.79844,Battle-NoTerritoryChange
14/03/2016,Battle-NoTerritoryChange,Al Arish,31.13159,33.79844,Battle-NoTerritoryChange
19/03/2016,Battle-NoTerritoryChange,Al Arish,31.13159,33.79844,Battle-NoTerritoryChange
28/01/2016,RemoteViolence,Al Arish,31.13159,33.79844,RemoteViolence
29/01/2016,RemoteViolence,Al Arish,31.13159,33.79844,RemoteViolence
14/02/2016,RemoteViolence,Al Arish,31.13159,33.79844,RemoteViolence
21/02/2016,RemoteViolence,Al Arish,31.13159,33.79844,RemoteViolence
7/3/2016,RemoteViolence,Al Arish,31.13159,33.79844,RemoteViolence
26/03/2016,RemoteViolence,Al Arish,31.13159,33.79844,RemoteViolence
1/4/2016,RemoteViolence,Al Arish,31.13159,33.79844,RemoteViolence
13/03/2016,StrategicDevelopment,Al Arish,31.13159,33.79844,StrategicDevelopment
7/1/2016,RemoteViolence,Al Arish,31.13159,33.79844,RemoteViolence
11/2/2016,RemoteViolence,Al Arish,31.13159,33.79844,RemoteViolence
10/1/2016,StrategicDevelopment,Al Arish,31.13159,33.79844,StrategicDevelopment
18/02/2016,ViolenceAgainstCivilians,Al Arish,31.13159,33.79844,ViolenceAgainstCivilians
27/02/2016,ViolenceAgainstCivilians,Al Arish,31.13159,33.79844,ViolenceAgainstCivilians
31/01/2016,StrategicDevelopment,Al Arish,31.13159,33.79844,StrategicDevelopment
29/02/2016,ViolenceAgainstCivilians,Al Arish,31.13159,33.79844,ViolenceAgainstCivilians
12/1/2016,RemoteViolence,Al Ayyat,29.61972,31.2575,RemoteViolence
25/03/2016,RemoteViolence,Al Azraq,11.333333,30.55,RemoteViolence
19/01/2016,RiotsOrProtests,Al Baydah,32.76272,21.75506,RiotsOrProtests
19/01/2016,StrategicDevelopment,Al Baydah,32.76272,21.75506,StrategicDevelopment
1/2/2016,NonViolentTerritoryTransfer,Al Buayrat,31.4004,15.72738,NonViolentTerritoryTransfer
9/1/2016,ViolenceAgainstCivilians,Al Fayyum,29.30995,30.8418,ViolenceAgainstCivilians
11/1/2016,RiotsOrProtests,Al Fayyum,29.30995,30.8418,RiotsOrProtests
25/01/2016,RiotsOrProtests,Al Fayyum,29.30995,30.8418,RiotsOrProtests
7/1/2016,Battle-NoTerritoryChange,Al Haram,29.99313,31.1309,Battle-NoTerritoryChange
21/01/2016,RemoteViolence,Al Haram,29.99313,31.1309,RemoteViolence
26/02/2016,StrategicDevelopment,Al Haram,29.99313,31.1309,StrategicDevelopment
9/3/2016,ViolenceAgainstCivilians,Al Haram,29.99313,31.1309,ViolenceAgainstCivilians
25/01/2016,RiotsOrProtests,Al Haram,29.99313,31.1309,RiotsOrProtests
14/03/2016,Battle-NoTerritoryChange,Al Hasna,30.46687,33.78428,Battle-NoTerritoryChange
21/02/2016,Battle-GovernmentRegainsTerritory,Al Hawary,32.06478,20.14933,Battle-GovernmentRegainsTerritory
1/1/2016,Battle-NoTerritoryChange,Al Hawary,32.06478,20.14933,Battle-NoTerritoryChange
20/02/2016,Battle-NoTerritoryChange,Al Hawary,32.06478,20.14933,Battle-NoTerritoryChange
14/03/2016,Battle-NoTerritoryChange,Al Hawary,32.06478,20.14933,Battle-NoTerritoryChange
26/02/2016,RemoteViolence,Al Hawary,32.06478,20.14933,RemoteViolence
22/02/2016,Battle-NoTerritoryChange,Al Hawary,32.06478,20.14933,Battle-NoTerritoryChange
7/3/2016,ViolenceAgainstCivilians,Al Hawary,32.06478,20.14933,ViolenceAgainstCivilians
9/1/2016,Battle-NoTerritoryChange,Al Jizah,30.00808,31.21093,Battle-NoTerritoryChange
9/1/2016,Battle-NoTerritoryChange,Al Jizah,30.00808,31.21093,Battle-NoTerritoryChange
28/12/2014,StrategicDevelopment,Al Jizah,30.00808,31.21093,StrategicDevelopment
26/07/2015,RiotsOrProtests,Al Jizah,30.00808,31.21093,RiotsOrProtests
1/2/2016,Battle-NoTerritoryChange,Al Jizah,30.00808,31.21093,Battle-NoTerritoryChange
17/01/2016,RemoteViolence,Al Jizah,30.00808,31.21093,RemoteViolence
14/03/2016,RiotsOrProtests,Al Khums,32.64861,14.26191,RiotsOrProtests
7/1/2016,StrategicDevelopment,Al Khums,32.64861,14.26191,StrategicDevelopment
20/02/2016,ViolenceAgainstCivilians,Al Khusus,30.15293,31.31501,ViolenceAgainstCivilians
7/2/2016,Battle-NoTerritoryChange,Al Kuraymat,29.29444,31.21833,Battle-NoTerritoryChange
28/03/2016,Battle-GovernmentRegainsTerritory,Al Labo Didy,10.893283,30.03215,Battle-GovernmentRegainsTerritory
25/03/2016,RemoteViolence,Al Labo Didy,10.89328,30.03215,RemoteViolence
20/02/2016,Battle-NoTerritoryChange,Al Layti,32.09709,20.12919,Battle-NoTerritoryChange
12/1/2016,RemoteViolence,Al Layti,32.09709,20.12919,RemoteViolence
16/01/2016,RemoteViolence,Al Layti,32.09709,20.12919,RemoteViolence
23/02/2016,Battle-GovernmentRegainsTerritory,Al Layti,32.09709,20.12919,Battle-GovernmentRegainsTerritory
18/01/2016,Battle-NoTerritoryChange,Al Layti,32.09709,20.12919,Battle-NoTerritoryChange
3/2/2016,Battle-NoTerritoryChange,Al Maadi,29.96667,31.25,Battle-NoTerritoryChange
8/3/2016,RemoteViolence,Al Mahdiyah,31.17296,34.22191,RemoteViolence
16/03/2016,RemoteViolence,Al Mahdiyah,31.17296,34.22191,RemoteViolence
14/02/2016,Battle-NoTerritoryChange,Al Malwi,10.89507,24.90259,Battle-NoTerritoryChange
28/03/2016,Battle-GovernmentRegainsTerritory,Al Maradis,11.64535,30.177367,Battle-GovernmentRegainsTerritory
25/01/2016,RiotsOrProtests,Al Matariyah,30.1235,31.3115,RiotsOrProtests
28/01/2016,ViolenceAgainstCivilians,Al Matariyah,30.1235,31.3115,ViolenceAgainstCivilians
20/02/2016,RiotsOrProtests,Al Matariyah,30.1235,31.3115,RiotsOrProtests
29/02/2016,RiotsOrProtests,Al Miknasi,34.60433,9.60815,RiotsOrProtests
17/03/2016,RiotsOrProtests,Al Miknasi,34.60433,9.60815,RiotsOrProtests
26/03/2016,RiotsOrProtests,Al Miknasi,34.60433,9.60815,RiotsOrProtests
19/01/2016,RiotsOrProtests,Al Miknasi,34.60433,9.60815,RiotsOrProtests
20/01/2016,RiotsOrProtests,Al Miknasi,34.60433,9.60815,RiotsOrProtests
21/01/2016,RiotsOrProtests,Al Miknasi,34.60433,9.60815,RiotsOrProtests
18/03/2016,RiotsOrProtests,Al Miknasi,34.60433,9.60815,RiotsOrProtests
21/03/2016,RiotsOrProtests,Al Miknasi,34.60433,9.60815,RiotsOrProtests
21/02/2016,RiotsOrProtests,Al Qasr al Ayni,30.03389,31.23215,RiotsOrProtests
15/01/2016,RemoteViolence,Al Qawarishah,32.03333,20.06667,RemoteViolence
10/3/2016,RemoteViolence,Al Qawarishah,32.03333,20.06667,RemoteViolence
30/03/2016,RemoteViolence,Al Saraf,10.360389,30.689639,RemoteViolence
30/03/2016,Battle-NoTerritoryChange,Al Warraq,30.10089,31.2167,Battle-NoTerritoryChange
16/02/2016,Battle-GovernmentRegainsTerritory,Alagarno,10.8583,12.2005,Battle-GovernmentRegainsTerritory
28/03/2016,Battle-GovernmentRegainsTerritory,Alagarno,10.8583,12.2005,Battle-GovernmentRegainsTerritory
29/01/2016,RiotsOrProtests,Alausa,8.01667,4.13333,RiotsOrProtests
8/2/2016,RiotsOrProtests,Alausa,6.60962,3.35658,RiotsOrProtests
9/3/2016,RiotsOrProtests,Alausa,6.60962,3.35658,RiotsOrProtests
19/03/2016,RiotsOrProtests,Alberton,-26.26786,28.12225,RiotsOrProtests
18/02/2016,RiotsOrProtests,Al-Darb Al-Ahmar,30.04001,31.25953,RiotsOrProtests
3/3/2016,RiotsOrProtests,Al-Darb Al-Ahmar,30.04001,31.25953,RiotsOrProtests
18/02/2016,ViolenceAgainstCivilians,Al-Darb Al-Ahmar,30.04001,31.25953,ViolenceAgainstCivilians
20/02/2016,RiotsOrProtests,Al-Darb Al-Ahmar,30.04001,31.25953,RiotsOrProtests
31/03/2016,ViolenceAgainstCivilians,Aldeia Nhamatema,-18.48694,33.28667,ViolenceAgainstCivilians
26/03/2016,ViolenceAgainstCivilians,Alexandra,-26.11667,28.1,ViolenceAgainstCivilians
25/01/2016,RiotsOrProtests,Alexandria,31.1981,29.9192,RiotsOrProtests
25/01/2016,StrategicDevelopment,Alexandria,31.1981,29.9192,StrategicDevelopment
4/2/2016,ViolenceAgainstCivilians,Alexandria,31.1981,29.9192,ViolenceAgainstCivilians
5/2/2016,ViolenceAgainstCivilians,Alexandria,31.1981,29.9192,ViolenceAgainstCivilians
10/2/2016,ViolenceAgainstCivilians,Alexandria,31.1981,29.9192,ViolenceAgainstCivilians
9/3/2016,RiotsOrProtests,Alexandria,31.1981,29.9192,RiotsOrProtests
6/2/2016,Battle-NoTerritoryChange,Al-Fatayah,32.69036,22.67273,Battle-NoTerritoryChange
13/03/2016,Battle-NoTerritoryChange,Al-Fatayah,32.69036,22.67273,Battle-NoTerritoryChange
22/03/2016,ViolenceAgainstCivilians,Alge,7.83333,36.53333,ViolenceAgainstCivilians
23/03/2016,RiotsOrProtests,Alge,7.83333,36.53333,RiotsOrProtests
3/3/2016,StrategicDevelopment,Algiers,36.7525,3.04197,StrategicDevelopment
5/3/2016,StrategicDevelopment,Algiers,36.7525,3.04197,StrategicDevelopment
5/1/2016,RiotsOrProtests,Algiers,36.7525,3.04197,RiotsOrProtests
17/02/2016,RiotsOrProtests,Algiers,36.7525,3.04197,RiotsOrProtests
21/03/2016,RiotsOrProtests,Algiers,36.7525,3.04197,RiotsOrProtests
17/02/2016,RiotsOrProtests,Ali,7.25,39.93333,RiotsOrProtests
18/02/2016,ViolenceAgainstCivilians,Alibo,9.88333,37.05,ViolenceAgainstCivilians
10/1/2016,RiotsOrProtests,Alice,-32.78749,26.8344,RiotsOrProtests
10/1/2016,ViolenceAgainstCivilians,Alice,-32.78749,26.8344,ViolenceAgainstCivilians
27/01/2016,StrategicDevelopment,Alimba,-2.66732,27.99068,StrategicDevelopment
5/2/2016,ViolenceAgainstCivilians,Aliyow Dooyow,2.89342,43.80437,ViolenceAgainstCivilians
2/3/2016,RemoteViolence,Al-Khurayzah,30.23356,34.24931,RemoteViolence
20/03/2016,RemoteViolence,Allagarno,11.6138,11.0481,RemoteViolence
