Latitude,Longitude,Type,ObjectID
34.51563606,69.12645936,Graphic,3
34.51577308,69.12646472,Graphic,3
34.51572446,69.12654519,Graphic,3
34.51552114,69.12657738,Graphic,3
34.51565816,69.12662566,Graphic,3
34.51574214,69.12665248,Graphic,3
34.51575098,69.12670612,Graphic,3
34.51596315,69.12670612,Graphic,3
34.51143683,69.12743568,Graphic,3
34.47541645,69.12768245,Graphic,3
34.47629648,69.12772536,Graphic,3
34.47662814,69.12793994,Graphic,3
34.51456638,69.13039148,Graphic,3
34.51164901,69.13052559,Graphic,3
34.48271729,69.13237095,Graphic,3
34.51559186,69.13256407,Graphic,3
34.51558302,69.13270891,Graphic,3
34.51559186,69.13283229,Graphic,3
34.51187003,69.13289666,Graphic,3
34.5156007,69.13289666,Graphic,3
34.48356628,69.13340092,Graphic,3
34.51157828,69.13421631,Graphic,3
34.494178,69.13640499,Graphic,3
34.48682068,69.13644791,Graphic,3
34.49071165,69.13825035,Graphic,3
34.49057016,69.13829327,Graphic,3
34.57639065,69.1384542,Graphic,3
34.49108305,69.13865805,Graphic,3
34.50599078,69.1386795,Graphic,3
34.50538957,69.1386795,Graphic,3
34.49148982,69.13897991,Graphic,3
34.4664432,69.13928032,Graphic,3
34.493223,69.14031029,Graphic,3
34.49283392,69.14039612,Graphic,3
34.50850167,69.14116859,Graphic,3
34.50577859,69.141469,Graphic,3
34.4953452,69.14172649,Graphic,3
34.55131653,69.14211273,Graphic,3
34.50140645,69.1421932,Graphic,3
34.50140645,69.1421932,Graphic,3
34.49580501,69.14228439,Graphic,3
34.50302006,69.14245605,Graphic,3
34.49743198,69.1431427,Graphic,3
34.55075099,69.1431427,Graphic,3
34.50570786,69.14365768,Graphic,3
34.55110445,69.14374352,Graphic,3
34.47083044,69.14393663,Graphic,3
34.49835157,69.14400101,Graphic,3
34.4990943,69.14464474,Graphic,3
34.47045453,69.14599657,Graphic,3
34.47032185,69.1460824,Graphic,3
34.50160539,69.14614677,Graphic,3
34.47261712,69.14638281,Graphic,3
34.47142306,69.146474,Graphic,3
34.47027321,69.14652765,Graphic,3
34.4719626,69.14686561,Graphic,3
34.46511637,69.14721966,Graphic,3
34.50358592,69.1484642,Graphic,3
34.47023783,69.14902747,Graphic,3
34.50768829,69.15099621,Graphic,3
34.50607035,69.15119469,Graphic,3
34.50599078,69.15121078,Graphic,3
34.50618529,69.15230513,Graphic,3
34.50457616,69.15232658,Graphic,3
34.50977476,69.15527701,Graphic,3
34.55138722,69.1615963,Graphic,3
34.54984083,69.16291595,Graphic,3
34.54984966,69.16291595,Graphic,3
34.54986733,69.16291595,Graphic,3
34.54984966,69.16292667,Graphic,3
34.54987617,69.16292667,Graphic,3
34.51227669,69.16339874,Graphic,3
34.54219679,69.16618824,Graphic,3
34.53152048,69.1663599,Graphic,3
34.53892688,69.16736841,Graphic,3
34.56600144,69.16764736,Graphic,3
34.56517096,69.16835546,Graphic,3
34.56543601,69.16869879,Graphic,3
34.56377502,69.16876316,Graphic,3
34.53867942,69.17037249,Graphic,3
34.56605445,69.17045832,Graphic,3
34.5389799,69.1708231,Graphic,3
34.51876545,69.17227149,Graphic,3
34.53342959,69.17277575,Graphic,3
34.53834358,69.17292595,Graphic,3
34.51732453,69.17341948,Graphic,3
34.51951684,69.17414904,Graphic,3
34.51936656,69.1742456,Graphic,3
34.5193312,69.17428851,Graphic,3
34.51927817,69.1743207,Graphic,3
34.51918093,69.1743958,Graphic,3
34.51854445,69.17486787,Graphic,3
34.51964944,69.17511463,Graphic,3
34.51956104,69.17521119,Graphic,3
34.51949032,69.17526484,Graphic,3
34.51928701,69.17539358,Graphic,3
34.51911905,69.17539358,Graphic,3
34.51989519,69.17539358,Graphic,3
34.51921629,69.17553306,Graphic,3
34.51983508,69.17555451,Graphic,3
34.51888037,69.17568326,Graphic,3
34.51907485,69.17574763,Graphic,3
34.51883617,69.17591929,Graphic,3
34.51976436,69.17595148,Graphic,3
34.51878313,69.17600513,Graphic,3
34.51861959,69.17601049,Graphic,3
34.51880081,69.17602658,Graphic,3
34.51868589,69.17604804,Graphic,3
34.51870357,69.17610168,Graphic,3
34.51978204,69.17627335,Graphic,3
34.51953585,69.17631626,Graphic,3
34.51875661,69.17638063,Graphic,3
34.51911463,69.17656839,Graphic,3
34.51915883,69.17657375,Graphic,3
34.51881849,69.17665958,Graphic,3
34.51953452,69.17667568,Graphic,3
34.51961408,69.17697072,Graphic,3
34.51841185,69.17703509,Graphic,3
34.51964944,69.17730331,Graphic,3
34.52068369,69.17811871,Graphic,3
34.5193754,69.17817235,Graphic,3
34.52054226,69.1783762,Graphic,3
34.52090469,69.17856932,Graphic,3
34.52048922,69.17869806,Graphic,3
34.52078093,69.17877316,Graphic,3
34.52073673,69.17896628,Graphic,3
34.5193312,69.17905211,Graphic,3
34.52078977,69.17907357,Graphic,3
34.5205953,69.1792345,Graphic,3
34.5210196,69.17925596,Graphic,3
34.52042734,69.17926669,Graphic,3
34.51956988,69.17953491,Graphic,3
34.51857981,69.18037176,Graphic,3
34.52013563,69.18073654,Graphic,3
34.51999419,69.18107986,Graphic,3
34.52024171,69.18112278,Graphic,3
34.51994115,69.181391,Graphic,3
34.51987485,69.1814661,Graphic,3
34.51985275,69.18210983,Graphic,3
34.51956988,69.18279648,Graphic,3
34.51971132,69.18382645,Graphic,3
34.5196406,69.18489933,Graphic,3
34.52013563,69.18571472,Graphic,3
34.52063065,69.1873455,Graphic,3
34.52098424,69.18897629,Graphic,3
34.5367,69.1927,Graphic,3
34.53954552,69.19743061,Graphic,3
34.55029149,69.19867516,Graphic,3
34.5534726,69.19970512,Graphic,3
34.5353254,69.20160949,Graphic,3
34.53584243,69.20200109,Graphic,3
34.53542704,69.20228541,Graphic,3
34.53586011,69.20248926,Graphic,3
34.53588221,69.20317054,Graphic,3
34.53511329,69.20325637,Graphic,3
34.53569219,69.20342803,Graphic,3
34.53464486,69.2034924,Graphic,3
34.53550658,69.20359969,Graphic,3
34.53513096,69.20372307,Graphic,3
34.53551542,69.20392156,Graphic,3
34.5354403,69.20405567,Graphic,3
34.54309821,69.20526266,Graphic,3
34.54265634,69.20543432,Graphic,3
34.53827288,69.20627117,Graphic,3
34.53601036,69.2069149,Graphic,3
34.53756585,69.20893192,Graphic,3
34.53841428,69.2113781,Graphic,3
34.50828948,69.22026157,Graphic,3
34.50500055,69.22094822,Graphic,3
34.5074761,69.22360897,Graphic,3
34.50942113,69.22498226,Graphic,3
34.50814803,69.23034668,Graphic,3
34.53003559,69.12031174,Message,4
34.53102552,69.11061287,Message,4
34.5325104,69.12074089,Message,4
34.53342959,69.12503242,Message,4
34.58707445,68.95879984,Message,4
34.5870347,68.95884275,Message,4
34.58703028,68.95886958,Message,4
34.56177825,69.01195049,Message,4
34.54742839,69.02207851,Message,4
34.55013243,69.03296828,Message,4
34.55333122,69.03466344,Message,4
34.55969308,69.03779626,Message,4
34.55721908,69.03834343,Message,4
34.5263586,69.0729332,Message,4
34.52536861,69.07310486,Message,4
34.5269243,69.07314777,Message,4
34.52607575,69.09653664,Message,4
34.52736625,69.09697652,Message,4
34.52152788,69.10034001,Message,4
34.52116104,69.100914,Message,4
34.53074269,69.10237312,Message,4
34.52720715,69.10524845,Message,4
34.52681823,69.10808086,Message,4
34.52946991,69.10938525,Message,4
34.52946991,69.11018372,Message,4
34.52388361,69.11151409,Message,4
34.52632324,69.11185741,Message,4
34.52876281,69.11190033,Message,4
34.52932849,69.11224365,Message,4
34.52703037,69.11245823,Message,4
34.52847996,69.1129303,Message,4
34.50966867,69.11327362,Message,4
34.53172819,69.11416411,Message,4
34.51009303,69.11417484,Message,4
34.53312025,69.11429286,Message,4
34.53279323,69.11433578,Message,4
34.50477068,69.11463082,Message,4
34.50476626,69.11472738,Message,4
34.51005767,69.11473274,Message,4
34.50477952,69.1148293,Message,4
34.50477952,69.1149205,Message,4
34.52685359,69.11499023,Message,4
34.50482372,69.11505461,Message,4
34.50476626,69.11510289,Message,4
34.50476183,69.11527455,Message,4
34.53431343,69.11544085,Message,4
34.51062348,69.11584854,Message,4
34.50439934,69.11610603,Message,4
34.53491443,69.11640644,Message,4
34.50478836,69.11644936,Message,4
34.50567244,69.11754377,Message,4
34.51347459,69.11772609,Message,4
34.51352763,69.11774755,Message,4
34.51357625,69.11775291,Message,4
34.51362046,69.117769,Message,4
34.51381053,69.117769,Message,4
34.51367792,69.11777437,Message,4
34.51372654,69.11777973,Message,4
34.51387683,69.11781192,Message,4
34.51405806,69.11781192,Message,4
34.51169321,69.11782265,Message,4
34.51423929,69.11782801,Message,4
34.51411552,69.11783338,Message,4
34.51422161,69.11783338,Message,4
34.51414204,69.11783874,Message,4
34.51417298,69.11783874,Message,4
34.51419951,69.11783874,Message,4
34.47221025,69.11850929,Message,4
34.50786511,69.11872387,Message,4
34.50630907,69.11876678,Message,4
34.50542494,69.1189599,Message,4
34.50666272,69.11904573,Message,4
34.50477068,69.11908865,Message,4
34.51023449,69.12074089,Message,4
34.57934108,69.12074089,Message,4
34.46754888,69.12115932,Message,4
34.5198,69.1215,Message,4
34.52876722,69.1215992,Message,4
34.46870761,69.12185669,Message,4
34.5194,69.1219,Message,4
34.46948599,69.12237167,Message,4
34.46962751,69.12258625,Message,4
34.5195,69.1226,Message,4
34.46998132,69.12288666,Message,4
34.5195,69.1236,Message,4
34.47113117,69.12374496,Message,4
34.47100734,69.12376642,Message,4
34.47139652,69.1238308,Message,4
34.47153804,69.12391663,Message,4
34.5196,69.1243,Message,4
34.47672101,69.12432432,Message,4
34.47344852,69.12537575,Message,4
34.5194638,69.12541866,Message,4
34.5726892,69.12548304,Message,4
34.47394383,69.12554741,Message,4
34.47611517,69.1255796,Message,4
34.50252493,69.1258049,Message,4
34.57573694,69.12585855,Message,4
34.47594712,69.12593365,Message,4
34.47651317,69.12605166,Message,4
34.51462826,69.12610531,Message,4
34.58004776,69.12627697,Message,4
34.57490655,69.12648082,Message,4
34.47608863,69.12691534,Message,4
34.51589243,69.1269207,Message,4
34.47613728,69.12700653,Message,4
34.47547837,69.12711382,Message,4
34.51191423,69.12715673,Message,4
34.4760223,69.12743032,Message,4
"34.5169886074523,",69.12752151,Message,4
34.47612401,69.12756979,Message,4
34.47632743,69.12769318,Message,4
34.47638492,69.12775218,Message,4
34.53360636,69.12782192,Message,4
34.51187887,69.12814379,Message,4
34.50047364,69.12923813,Message,4
34.51179046,69.12923813,Message,4
34.57469454,69.12953854,Message,4
34.51168437,69.13106203,Message,4
34.50231273,69.13146973,Message,4
34.50165402,69.13198471,Message,4
34.51301046,69.13228512,Message,4
34.51136611,69.13253188,Message,4
34.51394755,69.13260698,Message,4
34.51338176,69.13267136,Message,4
34.51370002,69.13267136,Message,4
34.51135727,69.13268209,Message,4
34.51572888,69.13270891,Message,4
34.5129751,69.13273573,Message,4
34.48328328,69.13275719,Message,4
34.51384147,69.13275719,Message,4
34.51391219,69.13275719,Message,4
34.51412436,69.13275719,Message,4
34.51256843,69.1328001,Message,4
34.51440725,69.13284302,Message,4
34.51216177,69.13285375,Message,4
34.51419509,69.13292885,Message,4
34.51455754,69.13330436,Message,4
34.51456638,69.13342237,Message,4
"34.5169178865219,",69.13365841,Message,4
34.49828083,69.1344738,Message,4
34.48565336,69.13481712,Message,4
34.49587574,69.13516045,Message,4
34.49184353,69.13524628,Message,4
34.48618396,69.13528919,Message,4
34.51150756,69.13537502,Message,4
34.50477952,69.1355145,Message,4
34.49888209,69.13625479,Message,4
34.49792714,69.13627625,Message,4
34.50188833,69.13644791,Message,4
34.50146392,69.13653374,Message,4
34.57464153,69.13657665,Message,4
34.48903148,69.13704872,Message,4
34.48910223,69.13709164,Message,4
34.48917297,69.13711309,Message,4
34.48975661,69.13756371,Message,4
34.49897051,69.13756371,Message,4
34.49248021,69.13767099,Message,4
34.49274549,69.13773537,Message,4
34.49553973,69.13788557,Message,4
34.50175128,69.13795531,Message,4
34.50175128,69.13795531,Message,4
34.50719319,69.13799286,Message,4
34.50121635,69.13803577,Message,4
34.48954438,69.13810015,Message,4
34.49628249,69.13840055,Message,4
34.49713135,69.13850784,Message,4
34.50155234,69.13872242,Message,4
34.50042059,69.1392374,Message,4
34.5012694,69.13930178,Message,4
34.49216187,69.13932323,Message,4
34.49605259,69.13936615,Message,4
34.49276318,69.14000988,Message,4
34.49871409,69.14019227,Message,4
34.49375355,69.14048195,Message,4
"34.5163167561901,",69.1409111,Message,4
34.49375355,69.14103985,Message,4
34.49849304,69.14116859,Message,4
34.50192369,69.14127588,Message,4
34.50077426,69.14174795,Message,4
34.50089805,69.14194107,Message,4
34.49874062,69.14198399,Message,4
34.51568026,69.14245605,Message,4
34.49649471,69.14252043,Message,4
34.55103376,69.14262772,Message,4
34.50659199,69.14267063,Message,4
34.49686608,69.14277792,Message,4
34.49746735,69.1431427,Message,4
34.55124584,69.1431427,Message,4
34.49721977,69.14335728,Message,4
34.50051343,69.14356649,Message,4
34.49021645,69.14365768,Message,4
34.55103376,69.14365768,Message,4
34.49771493,69.14378643,Message,4
34.55089238,69.14391518,Message,4
34.4989,69.1444,Message,4
34.51026985,69.14494514,Message,4
34.49785641,69.14571762,Message,4
34.54049999,69.14588928,Message,4
34.49955408,69.14726257,Message,4
34.50210053,69.14797068,Message,4
34.50641516,69.14812088,Message,4
34.5046469,69.14872169,Message,4
34.50436397,69.14889336,Message,4
34.5045408,69.1490221,Message,4
34.50471763,69.14915085,Message,4
34.50524811,69.14919376,Message,4
34.50616761,69.14992332,Message,4
34.50733022,69.14992869,Message,4
34.50616761,69.15048122,Message,4
34.50742748,69.15064216,Message,4
34.50661409,69.15121078,Message,4
34.56418143,69.15327072,Message,4
34.50436397,69.15412903,Message,4
34.55760786,69.15593147,Message,4
34.54803813,69.15632844,Message,4
34.55725442,69.15678978,Message,4
34.54740188,69.15741205,Message,4
34.54649168,69.15923595,Message,4
34.54576704,69.15957928,Message,4
34.54569634,69.16030884,Message,4
34.55158162,69.1623044,Message,4
34.5498585,69.16291595,Message,4
34.55154628,69.16327,Message,4
34.54354007,69.16380644,Message,4
34.51179046,69.16388154,Message,4
34.51183466,69.16394591,Message,4
34.5302654,69.16462183,Message,4
34.54295681,69.16504025,Message,4
34.54286844,69.16522264,Message,4
34.54276239,69.16536212,Message,4
34.53095481,69.16560888,Message,4
34.53102552,69.16571617,Message,4
34.5424619158792\,69.16588783,Message,4
34.53256343,69.16631699,Message,4
34.54183446,69.16670322,Message,4
34.56621348,69.16704655,Message,4
34.53063662,69.16751862,Message,4
34.56630183,69.16808724,Message,4
34.52911636,69.17005062,Message,4
34.52805569,69.17009354,Message,4
34.53229828,69.1711235,Message,4
34.53212151,69.17133808,Message,4
34.51884501,69.17232513,Message,4
34.51804941,69.17238951,Message,4
34.51803173,69.17259336,Message,4
34.51690021,69.17284012,Message,4
34.53155584,69.17284012,Message,4
34.51703281,69.17300105,Message,4
34.54058395,69.17351067,Message,4
34.53233363,69.17382717,Message,4
34.53906828,69.17393446,Message,4
34.51986159,69.17412758,Message,4
34.51989695,69.17414904,Message,4
34.51928701,69.17450309,Message,4
34.52011353,69.17475522,Message,4
34.52003839,69.17488933,Message,4
34.51735105,69.17496443,Message,4
34.51997651,69.17509317,Message,4
34.53222757,69.17532921,Message,4
34.51926049,69.17535603,Message,4
34.51984391,69.17553306,Message,4
34.51978204,69.17577982,Message,4
34.51859749,69.17584419,Message,4
34.51795217,69.17594075,Message,4
34.51975552,69.17602658,Message,4
34.51962734,69.17626262,Message,4
34.519729,69.17654157,Message,4
34.51958756,69.17664886,Message,4
34.51963176,69.17689562,Message,4
34.51845605,69.1769278,Message,4
34.51972016,69.17705655,Message,4
34.52112568,69.17797923,Message,4
34.51928701,69.17835474,Message,4
34.51850909,69.17850494,Message,4
34.53215686,69.17876244,Message,4
34.5194638,69.17942762,Message,4
34.51971132,69.17942762,Message,4
34.52055994,69.18056488,Message,4
34.51912789,69.18199182,Message,4
34.52114336,69.18210983,Message,4
34.52968204,69.19326782,Message,4
34.54129537,69.1960144,Message,4
34.51430117,69.19734478,Message,4
34.51430117,69.19734478,Message,4
34.54354007,69.19841766,Message,4
34.52968204,69.19901848,Message,4
34.54368147,69.19996262,Message,4
34.52296431,69.20009136,Message,4
34.53371242,69.20082092,Message,4
34.53443716,69.20165777,Message,4
34.5323,69.2021,Message,4
34.5323,69.2021,Message,4
34.5255454,69.20245171,Message,4
34.52946991,69.20253754,Message,4
34.54184329,69.20313835,Message,4
34.52699501,69.20339584,Message,4
34.54071209,69.20399666,Message,4
34.54467124,69.20485497,Message,4
34.54230284,69.20506954,Message,4
34.54493635,69.20534849,Message,4
34.54265634,69.20575619,Message,4
34.54373449,69.20584202,Message,4
34.5533,69.2063,Message,4
34.5554,69.208,Message,4
34.50860776,69.22240734,Message,4
34.50694563,69.22523975,Message,4
34.5870877,68.95879447,Mural,5
34.54835626,69.03380513,Mural,5
34.5532782,69.03462052,Mural,5
34.52825015,69.11702871,Mural,5
"34.4683891853569,",69.12147045,Mural,5
34.46881376,69.12181377,Mural,5
34.47047664,69.1230154,Mural,5
34.46999901,69.12303686,Mural,5
34.52593432,69.1232729,Mural,5
"34.4717503188006,",69.12391663,Mural,5
34.4728117,69.12408829,Mural,5
34.47182108,69.12451744,Mural,5
34.47833067,69.12889481,Mural,5
34.51178162,69.12904501,Mural,5
34.51176394,69.12920594,Mural,5
34.48101927,69.13189888,Mural,5
34.5145929,69.13353503,Mural,5
34.48597172,69.13468838,Mural,5
"34.517023967895,",69.13477421,Mural,5
"34.5171654095156,",69.13649082,Mural,5
34.49796251,69.13672686,Mural,5
34.49060554,69.13799286,Mural,5
34.49704293,69.13872242,Mural,5
34.49529215,69.14151192,Mural,5
34.50050901,69.1420269,Mural,5
34.50089805,69.14824963,Mural,5
34.50036754,69.14837837,Mural,5
34.50906749,69.15086746,Mural,5
34.50828948,69.15095329,Mural,5
34.50931504,69.15151119,Mural,5
34.50648589,69.15339947,Mural,5
34.50584932,69.15400028,Mural,5
34.50648589,69.15434361,Mural,5
34.5200859,69.17568862,Mural,5
34.51787261,69.17574763,Mural,5
34.5194196,69.17644501,Mural,5
34.52067485,69.17907894,Mural,5
34.52058646,69.17927742,Mural,5
34.52051132,69.17946517,Mural,5
34.51978646,69.17963684,Mural,5
34.52055552,69.17998552,Mural,5
34.52061297,69.18024838,Mural,5
34.52018867,69.18074191,Mural,5
34.52005607,69.18104768,Mural,5
34.52070137,69.18125153,Mural,5
34.53586895,69.18142319,Mural,5
34.52013563,69.18571472,Mural,5
34.52084281,69.18691635,Mural,5
34.53657599,69.19232368,Mural,5
34.53982833,69.2010355,Mural,5
34.53406595,69.20228004,Mural,5
34.54124234,69.20391083,Mural,5
34.53558613,69.20519829,Mural,5
34.50592005,", 69.1522407531738",Mural,5
34.52770213,69.12005424,Poster,6
34.53063662,69.10421848,Poster,6
34.53314677,69.10267353,Poster,6
34.5601702,69.0369916,Poster,6
34.56025855,69.03846145,Poster,6
34.52083397,69.08883333,Poster,6
34.5308134,69.10245895,Poster,6
34.52441397,69.10756588,Poster,6
34.53152048,69.11327362,Poster,6
34.53328818,69.11428213,Poster,6
34.53231595,69.11440551,Poster,6
34.52087817,69.11537647,Poster,6
34.51309887,69.11659956,Poster,6
34.5130193,69.11729693,Poster,6
34.51302814,69.11731839,Poster,6
34.51320495,69.1176939,Poster,6
34.51178162,69.117769,Poster,6
34.51305466,69.11789775,Poster,6
34.52653096,69.11884189,Poster,6
34.52264609,69.11902428,Poster,6
34.52558075,69.11953926,Poster,6
34.52197428,69.11962509,Poster,6
34.52844461,69.11988258,Poster,6
34.52943898,69.12016153,Poster,6
34.53116694,69.12228584,Poster,6
"34.4696275134267,",69.12250042,Poster,6
34.50744074,69.12348747,Poster,6
34.47267018,69.1246891,Poster,6
34.47680945,69.12563324,Poster,6
34.4764601,69.1261965,Poster,6
34.47634955,69.12637353,Poster,6
34.47634512,69.12644863,Poster,6
34.50549567,69.12657738,Poster,6
34.47564199,69.12700653,Poster,6
34.47542972,69.12702799,Poster,6
34.47580561,69.12717819,Poster,6
34.4757835,69.1273123,Poster,6
34.50952722,69.12752151,Poster,6
34.47658834,69.12785947,Poster,6
34.50500055,69.12816525,Poster,6
34.51421277,69.13258553,Poster,6
34.50477952,69.1355145,Poster,6
34.50477952,69.1355145,Poster,6
34.48733359,69.13554668,Poster,6
"34.5159277871935,",69.1362977,Poster,6
34.56361598,69.13674831,Poster,6
34.4898981,69.13771391,Poster,6
34.50008018,69.14140999,Poster,6
34.50008018,69.14140999,Poster,6
34.50088921,69.14200008,Poster,6
34.50088921,69.14200008,Poster,6
34.50179549,69.1421181,Poster,6
34.50179549,69.1421181,Poster,6
34.55124584,69.14228439,Poster,6
34.55103376,69.14417267,Poster,6
34.50429324,69.14443016,Poster,6
34.53738909,69.1459322,Poster,6
34.53648761,69.14696217,Poster,6
34.47057836,69.14756835,Poster,6
34.46978673,69.14789021,Poster,6
34.47004323,69.14876997,Poster,6
34.50686164,69.1502291,Poster,6
34.50763966,69.15154874,Poster,6
34.50694563,69.15182769,Poster,6
34.51057044,69.15274501,Poster,6
34.5068749,69.15297031,Poster,6
34.50599078,69.15438652,Poster,6
34.5562648,69.15996552,Poster,6
34.55668893,69.16035175,Poster,6
34.53480837,69.16172504,Poster,6
34.5498585,69.16291595,Poster,6
34.55368467,69.16369915,Poster,6
34.53237782,69.16472912,Poster,6
34.53266949,69.16504025,Poster,6
34.56608979,69.16554451,Poster,6
34.52777285,69.16987896,Poster,6
34.53060127,69.17215347,Poster,6
34.53305838,69.17296886,Poster,6
34.52298199,69.17321563,Poster,6
34.52287591,69.17344093,Poster,6
34.52142623,69.17352676,Poster,6
34.54049115,69.17370915,Poster,6
34.52269028,69.17458892,Poster,6
34.53123765,69.17876244,Poster,6
34.53480837,69.1789341,Poster,6
34.51906601,69.17909503,Poster,6
34.53512654,69.17932034,Poster,6
34.53618712,69.18515682,Poster,6
34.53629318,69.18541431,Poster,6
34.53632853,69.18588638,Poster,6
34.52551004,69.1890192,Poster,6
34.53668205,69.19210911,Poster,6
34.53657599,69.19223785,Poster,6
34.53646994,69.19249535,Poster,6
34.53669973,69.19273138,Poster,6
34.53646994,69.19309616,Poster,6
34.56273246,69.1945982,Poster,6
34.53565683,69.19579983,Poster,6
34.53548007,69.1962719,Poster,6
34.53388919,69.19837475,Poster,6
34.53848499,69.19923306,Poster,6
34.53289929,69.20060635,Poster,6
34.54785256,69.20116425,Poster,6
34.529081,69.20180798,Poster,6
34.53496746,69.20192063,Poster,6
34.53424714,69.20229077,Poster,6
34.55011476,69.20279503,Poster,6
34.55084819,69.20358896,Poster,6
34.53470231,69.20528412,Poster,6
34.55428553,69.20614243,Poster,6
34.55520448,69.20700073,Poster,6
34.55640618,69.20700073,Poster,6
34.50715782,69.21918869,Poster,6
34.50558408,69.22124863,Poster,6
34.50970404,69.22687054,Poster,6
"34.4731654923855, ",69.12451744,Roadside Board,7
34.47615497,69.1275537,Roadside Board,7
34.51884501,69.13286448,Roadside Board,7
34.5568303,69.15987968,Roadside Board,7
34.56613397,69.16870952,Roadside Board,7
