Latitude,Longitude,Type,Object ID
34.534711147560,69.201201796532,Apartment,22
34.534865816470,69.201421737671,Apartment,22
34.535325402392,69.201609492302,Apartment,22
34.534437161929,69.201657772064,Apartment,22
34.534967455883,69.201920628548,Apartment,22
34.535842433522,69.202001094818,Apartment,22
34.535427041244,69.202285408974,Apartment,22
34.534247139106,69.202290773392,Apartment,22
34.535860109744,69.202489256859,Apartment,22
34.535882205015,69.203170537949,Apartment,22
34.535113286128,69.203256368637,Apartment,22
34.535692185491,69.203428030014,Apartment,22
34.534644860796,69.203492403030,Apartment,22
34.535506584607,69.203599691391,Apartment,22
34.535130962504,69.203723073006,Apartment,22
34.535515422753,69.203921556473,Apartment,22
34.535440298476,69.204055666924,Apartment,22
34.533146765865,69.102673530579,Bridge,23
34.512966259152,69.117962121964,Bridge,23
34.476513166860,69.126051664352,Bridge,23
34.507688290034,69.151033759117,Bridge,23
34.536187120000,69.185156820000,Mosque,24
34.536293180000,69.185414310000,Mosque,24
34.536328530000,69.185886380000,Mosque,24
34.522964309204,69.200091362000,Mosque,24
34.508501667196,69.141168594360,NGO,25
34.561778249322,69.011950492859,Private Business,26
34.551625804228,69.032539129257,Private Business,26
34.523865931124,69.101150035858,Private Business,26
34.504399340000,69.116106030000,Private Business,26
34.506556621646,69.121685028076,Private Business,26
34.525934321003,69.123272895813,Private Business,26
34.476809453904,69.125633239746,Private Business,26
34.509527218391,69.127521514893,Private Business,26
34.481019269562,69.131898880005,Private Business,26
34.483283284258,69.132757186890,Private Business,26
34.483566281774,69.133400917053,Private Business,26
"34.517023967895,",69.134774208069,Private Business,26
34.487333594748,69.135546684265,Private Business,26
34.491299700000,69.136834140000,Private Business,26
34.489898100132,69.137713909149,Private Business,26
34.492745493031,69.137735366821,Private Business,26
34.501552340000,69.138722420000,Private Business,26
34.471131172811,69.139516353607,Private Business,26
34.530318430000,69.168205260000,Private Business,26
34.565170957339,69.168355464935,Private Business,26
34.566478526604,69.172389507294,Private Business,26
34.533058380000,69.172968860000,Private Business,26
34.519516841277,69.174149036410,Private Business,26
34.519366563789,69.174245595930,Private Business,26
34.519180926517,69.174395799640,Private Business,26
34.518456053211,69.176927804947,Private Business,26
34.518411853415,69.177035093307,Private Business,26
34.534808370000,69.178934100000,Private Business,26
34.535126540000,69.179320340000,Private Business,26
34.541295369748,69.196014404297,Private Business,26
34.508289482610,69.220261573792,Private Business,26
34.505584081848,69.221248626709,Private Business,26
34.530035591754,69.120311737061,Private Residence,27
34.531025523398,69.110612869263,Private Residence,27
34.532510398799,69.120740890503,Private Residence,27
34.526075750000,69.096536640000,Private Residence,27
34.527366253136,69.096976518631,Private Residence,27
34.521527881574,69.100340008736,Private Residence,27
34.523035025001,69.100656509399,Private Residence,27
34.521744452248,69.100763797760,Private Residence,27
34.521161036085,69.100914001465,Private Residence,27
34.521748872052,69.101064205170,Private Residence,27
34.521461584316,69.101064205170,Private Residence,27
34.521991960901,69.101085662842,Private Residence,27
34.523017346058,69.101235866547,Private Residence,27
34.526181817206,69.101471900940,Private Residence,27
34.526941979516,69.101643562317,Private Residence,27
34.527207150782,69.105248451233,Private Residence,27
34.529469911245,69.109385245255,Private Residence,27
34.529469911245,69.110183715820,Private Residence,27
34.526323243277,69.111857414246,Private Residence,27
34.528762805205,69.111900329590,Private Residence,27
34.529328490517,69.112243652344,Private Residence,27
34.527030370000,69.112458230000,Private Residence,27
34.528479961108,69.112930297852,Private Residence,27
34.509668672738,69.113273620606,Private Residence,27
34.510694209571,69.113488197327,Private Residence,27
34.526924301401,69.113788604736,Private Residence,27
34.510093034338,69.114174842835,Private Residence,27
34.510057670953,69.114732742310,Private Residence,27
34.526853588906,69.114990234375,Private Residence,27
34.520878166171,69.115376472473,Private Residence,27
34.504010311590,69.116792678833,Private Residence,27
34.472210252848,69.118509292603,Private Residence,27
34.507865110000,69.118723870000,Private Residence,27
34.506485891861,69.118766784668,Private Residence,27
34.505424940000,69.118959900000,Private Residence,27
34.506662720000,69.119045730000,Private Residence,27
34.504770680000,69.119088650000,Private Residence,27
34.506556621646,69.119882583618,Private Residence,27
34.579341084894,69.120740890503,Private Residence,27
34.508077297493,69.121298789978,Private Residence,27
34.519800000000,69.121500000000,Private Residence,27
34.528767224636,69.121599197388,Private Residence,27
34.519400000000,69.121900000000,Private Residence,27
34.519500000000,69.122600000000,Private Residence,27
34.476703321352,69.123251438141,Private Residence,27
34.507440738887,69.123487472534,Private Residence,27
34.519500000000,69.123600000000,Private Residence,27
34.511719733784,69.123659133911,Private Residence,27
34.506061511894,69.123702049255,Private Residence,27
34.510234487724,69.124045372009,Private Residence,27
34.519600000000,69.124300000000,Private Residence,27
34.476721010120,69.124324321747,Private Residence,27
34.502524928135,69.125804901123,Private Residence,27
34.575736942326,69.125858545303,Private Residence,27
34.580047761190,69.126276969910,Private Residence,27
34.574906553997,69.126480817795,Private Residence,27
34.505495668576,69.126577377319,Private Residence,27
34.476022300934,69.127430319786,Private Residence,27
34.511436831814,69.127435684204,Private Residence,27
34.533606360000,69.127821920000,Private Residence,27
34.476628144047,69.127939939499,Private Residence,27
34.505000552522,69.128165245056,Private Residence,27
34.500473640801,69.129238128662,Private Residence,27
34.511649008381,69.130525588989,Private Residence,27
34.502312728338,69.131469726563,Private Residence,27
34.501654021360,69.131984710693,Private Residence,27
34.511366110000,69.132531880000,Private Residence,27
34.511357270000,69.132682090000,Private Residence,27
"34.5169178865219,",69.133658409119,Private Residence,27
34.498280829558,69.134473800659,Private Residence,27
34.494602436021,69.134988784790,Private Residence,27
34.505672495026,69.135074615479,Private Residence,27
34.491843534373,69.135246276856,Private Residence,27
34.488889993629,69.135546684265,Private Residence,27
34.497927144923,69.136276245117,Private Residence,27
34.486820680000,69.136447910000,Private Residence,27
34.501888330000,69.136447910000,Private Residence,27
34.501463923747,69.136533737183,Private Residence,27
34.489031482996,69.137048721314,Private Residence,27
34.489102227590,69.137091636658,Private Residence,27
34.498970510279,69.137563705444,Private Residence,27
34.507193187005,69.137992858887,Private Residence,27
34.495309831997,69.138164520264,Private Residence,27
34.490570164364,69.138293266296,Private Residence,27
34.576390646451,69.138454198837,Private Residence,27
34.497131349010,69.138507843018,Private Residence,27
34.505990780000,69.138679500000,Private Residence,27
34.505389572526,69.138679504395,Private Residence,27
34.491489822432,69.138979911804,Private Residence,27
34.466443204127,69.139280319214,Private Residence,27
34.501269404811,69.139301776886,Private Residence,27
34.492833919826,69.140396118164,Private Residence,27
34.493753550000,69.140481950000,Private Residence,27
34.501923693973,69.141275882721,Private Residence,27
34.500080176901,69.141409993172,Private Residence,27
34.500080176901,69.141409993172,Private Residence,27
34.505778590715,69.141469001770,Private Residence,27
34.501795489069,69.142118096352,Private Residence,27
34.501795489069,69.142118096352,Private Residence,27
34.503020060000,69.142456050000,Private Residence,27
34.506591986515,69.142670631409,Private Residence,27
34.497219771153,69.143357276917,Private Residence,27
34.505707860000,69.143657680000,Private Residence,27
34.497856410000,69.145717620000,Private Residence,27
34.501605391779,69.146146774292,Private Residence,27
34.472617115469,69.146382808685,Private Residence,27
34.471423056493,69.146474003792,Private Residence,27
34.471962596368,69.146865606308,Private Residence,27
34.470578360010,69.147568345070,Private Residence,27
34.506415160000,69.148120880000,Private Residence,27
34.507330224745,69.149928689003,Private Residence,27
34.506070353165,69.151194691658,Private Residence,27
34.505990780000,69.151210780000,Private Residence,27
34.506614089551,69.151210784912,Private Residence,27
34.506945634387,69.151827692986,Private Residence,27
34.506185289608,69.152305126190,Private Residence,27
34.504576160000,69.152326580000,Private Residence,27
34.564181430000,69.153270720000,Private Residence,27
34.504363970000,69.154129030000,Private Residence,27
34.548541830000,69.155631070000,Private Residence,27
34.548038130000,69.156328440000,Private Residence,27
34.557254420000,69.156789780000,Private Residence,27
34.547401880000,69.157412050000,Private Residence,27
34.546491676719,69.159235954285,Private Residence,27
34.545696344640,69.160308837891,Private Residence,27
34.551387220000,69.161596300000,Private Residence,27
34.534808368051,69.161725044251,Private Residence,27
34.551581620000,69.162304400000,Private Residence,27
34.512276694232,69.163398742676,Private Residence,27
34.543540070000,69.163806440000,Private Residence,27
34.511834662435,69.163945913315,Private Residence,27
34.530265400000,69.164621830000,Private Residence,27
34.542956810000,69.165040250000,Private Residence,27
34.542868440000,69.165222640000,Private Residence,27
34.542762390000,69.165362120000,Private Residence,27
34.566089791943,69.165544509888,Private Residence,27
34.530954810000,69.165608880000,Private Residence,27
34.531025523398,69.165716171265,Private Residence,27
34.5424619158792\,69.165887830000,Private Residence,27
34.531520484807,69.166359901428,Private Residence,27
34.541834460000,69.166703220000,Private Residence,27
34.530636623085,69.167518615723,Private Residence,27
34.564941247102,69.167561531067,Private Residence,27
34.566001442903,69.167647361755,Private Residence,27
34.563775016111,69.168763160706,Private Residence,27
34.527772846662,69.169878959656,Private Residence,27
34.529116358975,69.170050621033,Private Residence,27
34.528055693160,69.170093536377,Private Residence,27
34.538979903996,69.170823097229,Private Residence,27
34.566363673370,69.171026945114,Private Residence,27
34.532298275363,69.171123504639,Private Residence,27
34.532121505420,69.171338081360,Private Residence,27
34.518845010403,69.172325134277,Private Residence,27
34.518049414204,69.172389507294,Private Residence,27
34.518031734202,69.172593355179,Private Residence,27
34.516900206280,69.172840118408,Private Residence,27
34.538343581515,69.172925949097,Private Residence,27
34.517032808003,69.173001050949,Private Residence,27
34.517324531052,69.173419475555,Private Residence,27
34.540583945331,69.173510670662,Private Residence,27
34.540491150394,69.173709154129,Private Residence,27
34.532333629307,69.173827171326,Private Residence,27
34.539068281734,69.173934459686,Private Residence,27
34.519861594490,69.174127578735,Private Residence,27
34.520038390456,69.174889326096,Private Residence,27
34.532227567431,69.175329208374,Private Residence,27
34.519728997269,69.176541566849,Private Residence,27
34.521125677398,69.177979230881,Private Residence,27
34.519287005009,69.178354740143,Private Residence,27
34.520904685267,69.178569316864,Private Residence,27
34.520736730854,69.178966283798,Private Residence,27
34.519711317624,69.179427623749,Private Residence,27
34.518579812514,69.180371761322,Private Residence,27
34.520241705353,69.181122779846,Private Residence,27
34.519941152721,69.181391000748,Private Residence,27
34.519127887221,69.181991815567,Private Residence,27
34.521143356744,69.182109832764,Private Residence,27
34.519711317624,69.183826446533,Private Residence,27
34.519640599005,69.184899330139,Private Residence,27
34.520630654209,69.187345504761,Private Residence,27
34.550291491744,69.198675155640,Private Residence,27
34.539828330000,69.201035500000,Private Residence,27
34.534065950000,69.202280040000,Private Residence,27
34.541242340000,69.203910830000,Private Residence,27
34.544671238748,69.204854965210,Private Residence,27
34.542302842369,69.205069541931,Private Residence,27
34.535586130000,69.205198290000,Private Residence,27
34.543098206878,69.205262660980,Private Residence,27
34.544936353551,69.205348491669,Private Residence,27
34.542656338645,69.205434322357,Private Residence,27
34.542656338645,69.205756187439,Private Residence,27
34.543734493013,69.205842018127,Private Residence,27
34.538414280000,69.211378100000,Private Residence,27
34.508607759285,69.222407341003,Private Residence,27
34.507476103382,69.223608970642,Private Residence,27
34.527702134887,69.120054244995,Public Building,28
34.529045648341,69.102458953857,Public Building,28
34.533429594111,69.125032424927,Public Building,28
34.547428391421,69.022078514099,Public Building,28
34.548356258796,69.033805131912,Public Building,28
34.553278201290,69.034620523453,Public Building,28
34.553331218834,69.034663438797,Public Building,28
34.559463353488,69.035457372665,Public Building,28
34.560170198743,69.036991596222,Public Building,28
34.530813396180,69.102458953857,Public Building,28
34.504169460000,69.103639130000,Public Building,28
34.527666778977,69.106321334839,Public Building,28
34.523530033902,69.106793403626,Public Building,28
34.524413971051,69.107565879822,Public Building,28
34.527171794662,69.110827445984,Public Building,28
34.531728190951,69.114164113998,Public Building,28
34.532793229207,69.114335775375,Public Building,28
34.504770680000,69.114630820000,Public Building,28
34.504766260000,69.114727380000,Public Building,28
34.504779520000,69.114829300000,Public Building,28
34.504779520000,69.114920500000,Public Building,28
34.504766260000,69.115102890000,Public Building,28
34.504761830000,69.115274550000,Public Building,28
34.534313426187,69.115440845490,Public Building,28
34.504788360000,69.116449360000,Public Building,28
34.521620697646,69.116921424866,Public Building,28
34.505672440000,69.117543770000,Public Building,28
34.513204953372,69.117693901062,Public Building,28
34.513474588613,69.117726087570,Public Building,28
34.512259013005,69.117747545242,Public Building,28
34.513527631508,69.117747545242,Public Building,28
34.513576254133,69.117752909660,Public Building,28
34.511162769614,69.117758274078,Public Building,28
34.513810526380,69.117769002914,Public Building,28
34.513620456494,69.117769002914,Public Building,28
34.511781618462,69.117769002914,Public Building,28
34.513677919528,69.117774367333,Public Building,28
34.513726542065,69.117779731751,Public Building,28
34.513876829727,69.117811918259,Public Building,28
34.514058058605,69.117811918259,Public Building,28
34.511693211765,69.117822647095,Public Building,28
34.514239287090,69.117828011513,Public Building,28
34.514115521338,69.117833375931,Public Building,28
34.514221606279,69.117833375931,Public Building,28
34.514142042586,69.117838740349,Public Building,28
34.514199505261,69.117838740349,Public Building,28
34.514172984031,69.117838740349,Public Building,28
34.513054664498,69.117897748947,Public Building,28
34.506309070000,69.118766780000,Public Building,28
34.528546252779,69.119308590889,Public Building,28
34.467548880846,69.121159315109,Public Building,28
"34.4683891853569,",69.121470451355,Public Building,28
34.468601471474,69.121856689453,Public Building,28
34.468707614330,69.121856689453,Public Building,28
"34.4693090879636,",69.122242927551,Public Building,28
34.531166941244,69.122285842896,Public Building,28
34.469485991149,69.122371673584,Public Building,28
"34.4696275134267,",69.122500419617,Public Building,28
34.528267827404,69.122532606125,Public Building,28
34.469627513427,69.122586250305,Public Building,28
34.469804415937,69.122714996338,Public Building,28
34.471131172811,69.123744964600,Public Building,28
34.471396521655,69.123830795288,Public Building,28
34.471538040693,69.123916625977,Public Building,28
34.472811701239,69.124088287354,Public Building,28
34.472670184361,69.124689102173,Public Building,28
34.473448524223,69.125375747681,Public Building,28
34.519463802194,69.125418663025,Public Building,28
34.473943827628,69.125547409058,Public Building,28
34.475947123015,69.125933647156,Public Building,28
34.476460100413,69.126196503639,Public Building,28
34.476349545206,69.126373529434,Public Building,28
34.476088634336,69.126915335655,Public Building,28
34.476137278797,69.127006530762,Public Building,28
34.475478365049,69.127113819122,Public Building,28
34.511914230000,69.127156730000,Public Building,28
34.476039989847,69.127156734467,Public Building,28
34.475805611454,69.127178192139,Public Building,28
34.475783500251,69.127312302589,Public Building,28
34.479391970000,69.127435680000,Public Building,28
"34.5169886074523,",69.127521514893,Public Building,28
34.476124012129,69.127569794655,Public Building,28
34.476296478654,69.127725362778,Public Building,28
34.476384922888,69.127752184868,Public Building,28
34.511878870000,69.128143790000,Public Building,28
34.478330672308,69.128894805908,Public Building,28
34.511781620000,69.129045010000,Public Building,28
34.511763940000,69.129205940000,Public Building,28
34.511790460000,69.129238130000,Public Building,28
34.511684370000,69.131062030000,Public Building,28
34.513010461837,69.132285118103,Public Building,28
34.482717286344,69.132370948792,Public Building,28
34.515591857962,69.132564067841,Public Building,28
34.515583017701,69.132708907127,Public Building,28
34.515728881891,69.132708907127,Public Building,28
34.514124361755,69.132757186890,Public Building,28
34.513841467949,69.132757186890,Public Building,28
34.513912191490,69.132757186890,Public Building,28
34.515591857962,69.132832288742,Public Building,28
34.514407254601,69.132843017578,Public Building,28
34.515600698223,69.132896661758,Public Building,28
34.514195085057,69.132928848267,Public Building,28
34.511578282919,69.134216308594,Public Building,28
34.502719440000,69.134280680000,Public Building,28
34.494885400000,69.134645460000,Public Building,28
34.485971721902,69.134688377380,Public Building,28
34.511507560000,69.135375020000,Public Building,28
34.504779517620,69.135514497757,Public Building,28
34.498882089993,69.136254787445,Public Building,28
"34.5159277871935,",69.136297702789,Public Building,28
34.497962513454,69.136726856232,Public Building,28
"34.5167410839334, ",69.137821197510,Public Building,28
34.495539734396,69.137885570526,Public Building,28
34.501751280436,69.137955307961,Public Building,28
34.501751280436,69.137955307961,Public Building,28
34.490605536016,69.137992858887,Public Building,28
34.501216354114,69.138035774231,Public Building,28
34.496282491664,69.138400554657,Public Building,28
34.491083051845,69.138658046722,Public Building,28
34.497042926773,69.138722419739,Public Building,28
34.500420589597,69.139237403870,Public Building,28
34.498714091190,69.140192270279,Public Building,28
34.501813172516,69.140363931656,Public Building,28
"34.5163167561901,",69.140911102295,Public Building,28
34.493753552928,69.141039848328,Public Building,28
34.495292150000,69.141511920000,Public Building,28
34.500774263653,69.141747951508,Public Building,28
34.498740617339,69.141983985901,Public Building,28
34.500509008252,69.142026901245,Public Building,28
34.501406452291,69.142193198204,Public Building,28
34.501406452291,69.142193198204,Public Building,28
34.496494710000,69.142520430000,Public Building,28
34.496866080000,69.142777920000,Public Building,28
34.497467352656,69.143142700195,Public Building,28
34.470830443101,69.143936634064,Public Building,28
34.498351566305,69.144001007080,Public Building,28
34.502171260000,69.144001010000,Public Building,28
34.499094298523,69.144644737244,Public Building,28
34.470454529441,69.145996570587,Public Building,28
