FID,the_geom,NAME,LATITUDE,LAT_DD,LONGITUDE,LONG_DD,STATUS,STRUCTURES,YR_CONFIRM,APROX_STR1,APROX_STR2,YR_RANGE1,YR_RANGE2,SEC_TOWN
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3530,POINT (24.994444444444444 11.108055555555556),,110629,11.108056,0245940,24.994444,DESTROYED,~25 of ~25,2005,25,25,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3531,POINT (25.20277777777778 11.1075),,110627,11.1075,0251210,25.202778,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3532,POINT (25.22111111111111 11.098888888888888),,110556,11.098889,0251316,25.221111,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3533,POINT (25.3825 11.165277777777778),,110955,11.165278,0252257,25.3825,DESTROYED,,2004/2005,0,0,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3534,POINT (25.372777777777777 11.164444444444445),,110952,11.164444,0252222,25.372778,DESTROYED,~50 of ~50,2004/2005,50,50,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3535,POINT (25.351666666666667 11.165),,110954,11.165,0252106,25.351667,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3536,POINT (25.3575 11.166944444444445),,111001,11.166944,0252127,25.3575,DESTROYED,~25 of ~25,2004/2005,25,25,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3537,POINT (25.320555555555554 11.14611111111111),,110846,11.146111,0251914,25.320556,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3538,POINT (25.316666666666666 11.144166666666667),,110839,11.144167,0251900,25.316667,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3539,POINT (25.34027777777778 11.162777777777778),,110946,11.162778,0252025,25.340278,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3540,POINT (25.35361111111111 11.115),,110654,11.115,0252113,25.353611,DESTROYED,~25 of ~25,2004/2005,25,25,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3541,POINT (25.34638888888889 11.1775),UMM SHEREINA,111039,11.1775,0252047,25.346389,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3542,POINT (25.336388888888887 11.195555555555556),ABU GULAGH,111144,11.195556,0252011,25.336389,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3543,POINT (25.36888888888889 11.209444444444445),,111234,11.209444,0252208,25.368889,DESTROYED,,2005/2006,0,0,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3544,POINT (25.357777777777777 11.2025),,111209,11.2025,0252128,25.357778,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3545,POINT (25.374444444444446 11.185),TUWARA,111106,11.185,0252228,25.374444,DESTROYED,~75 of ~75,2006,75,75,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3546,POINT (25.328611111111112 11.173055555555555),,111023,11.173056,0251943,25.328611,DESTROYED,~10 of ~10,2006,10,10,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3547,POINT (25.362222222222222 11.162222222222223),,110944,11.162222,0252144,25.362222,DESTROYED,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3548,POINT (25.389444444444443 11.2025),,111209,11.2025,0252322,25.389444,DESTROYED,~25 of ~25,2005/2006,25,25,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3549,POINT (25.394444444444446 11.20111111111111),,111204,11.201111,0252340,25.394444,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3550,POINT (25.56888888888889 12.028055555555556),,120141,12.028056,0253408,25.568889,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3551,POINT (25.573055555555555 12.016944444444444),BAGER,120101,12.016944,0253423,25.573056,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3552,POINT (25.569444444444443 12.067222222222222),,120402,12.067222,0253410,25.569444,DAMAGED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3553,POINT (25.425555555555555 11.259166666666667),WAD ARKABA,111533,11.259167,0252532,25.425556,DESTROYED,,2004/2005,0,0,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3554,POINT (25.494444444444444 11.283055555555556),,111659,11.283056,0252940,25.494444,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3555,POINT (25.451944444444443 11.223611111111111),UMM EL KHAIRAT,111325,11.223611,0252707,25.451944,DAMAGED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3556,POINT (24.616944444444446 14.541666666666666),,143230,14.541667,0243701,24.616944,DAMAGED,~10 of ~25,,10,25,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3557,POINT (24.538333333333334 14.554166666666667),,143315,14.554167,0243218,24.538333,DAMAGED,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3558,POINT (24.515833333333333 14.5225),ELDAH,143121,14.5225,0243057,24.515833,DAMAGED,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3559,POINT (24.5075 14.585277777777778),ZUMA,143507,14.585278,0243027,24.5075,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3560,POINT (24.53388888888889 14.569444444444445),LENGA,143410,14.569444,0243202,24.533889,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3561,POINT (22.753888888888888 13.512777777777778),,133046,13.512778,0224514,22.753889,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3562,POINT (22.699166666666667 13.505),,133018,13.505,0224157,22.699167,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3563,POINT (24.135833333333334 13.144722222222223),KULUFUGU,130841,13.144722,0240809,24.135833,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3564,POINT (24.175 13.134722222222223),,130805,13.134722,0241030,24.175,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3565,POINT (24.110833333333332 13.14638888888889),,130847,13.146389,0240639,24.110833,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3566,POINT (24.116666666666667 13.109166666666667),TEIA,130633,13.109167,0240700,24.116667,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3567,POINT (24.08888888888889 13.104722222222222),BASI,130617,13.104722,0240520,24.088889,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3568,POINT (24.094444444444445 12.948888888888888),,125656,12.948889,0240540,24.094444,DESTROYED,~200 of ~250,2004,200,250,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3569,POINT (25.023611111111112 11.214444444444444),,111252,11.214444,0250125,25.023611,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3570,POINT (25.045 11.232222222222223),,111356,11.232222,0250242,25.045,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3571,POINT (25.049722222222222 11.230555555555556),DAFFAQ,111350,11.230556,0250259,25.049722,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3572,POINT (25.05527777777778 11.22861111111111),,111343,11.228611,0250319,25.055278,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3573,POINT (25.040277777777778 11.203333333333333),,111212,11.203333,0250225,25.040278,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3574,POINT (25.041944444444443 11.194722222222222),,111141,11.194722,0250231,25.041944,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3575,POINT (24.677777777777777 12.589444444444444),,123522,12.589444,0244040,24.677778,DESTROYED,,2003,0,0,2003,2003,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3576,POINT (24.5625 14.110555555555555),,140638,14.110556,0243345,24.5625,DESTROYED,~100 of ~100,2007/2008,100,100,2007,2008,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3577,POINT (24.544166666666666 14.11),,140636,14.11,0243239,24.544167,DESTROYED,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3578,POINT (24.551666666666666 14.093333333333334),ABU SIKKIN,140536,14.093333,0243306,24.551667,DESTROYED,~200 of ~200,2003/2004,200,200,2003,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3579,POINT (22.485 13.702777777777778),BIR DAGIG,134210,13.702778,0222906,22.485,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3580,POINT (22.546666666666667 13.690277777777778),,134125,13.690278,0223248,22.546667,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3581,POINT (25.425555555555555 11.9725),,115821,11.9725,0252532,25.425556,DESTROYED,~50 of ~50,2009,50,50,2009,2009,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3582,POINT (25.411944444444444 11.954444444444444),,115716,11.954444,0252443,25.411944,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3583,POINT (25.463055555555556 11.953055555555556),,115711,11.953056,0252747,25.463056,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3584,POINT (25.40861111111111 11.988888888888889),,115920,11.988889,0252431,25.408611,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3585,POINT (25.377222222222223 12.034166666666666),EREIDA,120203,12.034167,0252238,25.377222,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3586,POINT (22.42111111111111 13.695555555555556),,134144,13.695556,0222516,22.421111,DESTROYED,~50 of ~75,2007,50,75,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3587,POINT (25.369444444444444 12.005833333333333),,120021,12.005833,0252210,25.369444,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3588,POINT (25.35972222222222 12.01388888888889),,120050,12.013889,0252135,25.359722,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3589,POINT (25.35861111111111 12.027777777777779),,120140,12.027778,0252131,25.358611,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3590,POINT (25.274166666666666 12.016388888888889),,120059,12.016389,0251627,25.274167,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3591,POINT (22.318333333333335 13.824166666666667),RIJIL MUR,134927,13.824167,0221906,22.318333,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3592,POINT (22.303333333333335 13.818888888888889),MURDET,134908,13.818889,0221812,22.303333,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3593,POINT (22.296944444444446 13.831388888888888),MORDOK,134953,13.831389,0221749,22.296944,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3594,POINT (22.323055555555555 13.791944444444445),,134731,13.791944,0221923,22.323056,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3595,POINT (25.316666666666666 11.966666666666667),SAHEIB,115800,11.966667,0251900,25.316667,DESTROYED,~75 of ~100,2005,75,100,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3596,POINT (25.324444444444445 11.965833333333334),,115757,11.965833,0251928,25.324444,DAMAGED,~25 of ~100,2005,25,100,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3597,POINT (25.32777777777778 11.953333333333333),,115712,11.953333,0251940,25.327778,DESTROYED,~25 of ~25,2005,25,25,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3598,POINT (25.3 11.94361111111111),,115637,11.943611,0251800,25.3,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3599,POINT (25.30527777777778 11.94111111111111),,115628,11.941111,0251819,25.305278,DESTROYED,~75 of ~75,2005,75,75,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3600,POINT (25.2875 11.928611111111111),,115543,11.928611,0251715,25.2875,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3601,POINT (25.289444444444445 11.925),,115530,11.925,0251722,25.289444,DESTROYED,~150 of ~150,2005,150,150,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3602,POINT (25.326944444444443 11.947222222222223),,115650,11.947222,0251937,25.326944,DESTROYED,~25 of ~25,2005,25,25,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3603,POINT (25.33277777777778 11.937222222222223),,115614,11.937222,0251958,25.332778,DESTROYED,~50 of ~50,2005,50,50,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3604,POINT (25.325 11.923055555555555),,115523,11.923056,0251930,25.325,DESTROYED,~25 of ~25,2005,25,25,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3605,POINT (25.27027777777778 11.851111111111111),MARLA,115104,11.851111,0251613,25.270278,DAMAGED,Secondary Town,2004,0,0,2004,2004,1
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3606,POINT (25.29 11.91611111111111),,115458,11.916111,0251724,25.29,DESTROYED,~100 of ~100,2005,100,100,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3607,POINT (25.33416666666667 11.901666666666667),,115406,11.901667,0252003,25.334167,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3608,POINT (25.31972222222222 11.8925),,115333,11.8925,0251911,25.319722,DESTROYED,~25 of ~25,2005,25,25,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3609,POINT (25.29388888888889 11.898055555555555),,115353,11.898056,0251738,25.293889,DESTROYED,~10 of ~10,2005,10,10,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3610,POINT (25.264166666666668 11.897777777777778),,115352,11.897778,0251551,25.264167,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3611,POINT (25.34861111111111 11.848888888888888),TORTAHAN,115056,11.848889,0252055,25.348611,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3612,POINT (25.397777777777776 11.842777777777778),TAHA TAHAN,115034,11.842778,0252352,25.397778,DAMAGED,,2004/2005,0,0,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3613,POINT (25.39472222222222 11.864444444444445),,115152,11.864444,0252341,25.394722,DESTROYED,,2004/2005,0,0,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3614,POINT (25.411666666666665 11.876944444444444),,115237,11.876944,0252442,25.411667,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3615,POINT (25.420555555555556 11.903333333333334),,115412,11.903333,0252514,25.420556,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3616,POINT (25.256666666666668 11.903611111111111),,115413,11.903611,0251524,25.256667,DESTROYED,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3617,POINT (25.266111111111112 11.785277777777777),,114707,11.785278,0251558,25.266111,DESTROYED,,2004/2005,0,0,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3618,POINT (25.278055555555557 11.793888888888889),,114738,11.793889,0251641,25.278056,DESTROYED,,2004/2005,0,0,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3619,POINT (25.275555555555556 11.79861111111111),,114755,11.798611,0251632,25.275556,DESTROYED,,2004/2005,0,0,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3620,POINT (25.288611111111113 11.796111111111111),,114746,11.796111,0251719,25.288611,DESTROYED,,2004/2005,0,0,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3621,POINT (25.3075 11.79888888888889),,114756,11.798889,0251827,25.3075,DAMAGED,,2004/2005,0,0,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3622,POINT (25.303333333333335 11.780555555555555),,114650,11.780556,0251812,25.303333,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3623,POINT (25.336111111111112 11.78138888888889),,114653,11.781389,0252010,25.336111,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3624,POINT (25.325555555555557 11.770555555555555),,114614,11.770556,0251932,25.325556,DESTROYED,~25 of ~25,2005,25,25,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3625,POINT (25.246944444444445 11.784722222222221),,114705,11.784722,0251449,25.246944,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3626,POINT (25.25111111111111 11.789444444444445),,114722,11.789444,0251504,25.251111,DESTROYED,,2004/2005,0,0,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3627,POINT (25.25027777777778 11.807222222222222),,114826,11.807222,0251501,25.250278,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3628,POINT (25.309444444444445 11.827777777777778),HILLET BUCH,114940,11.827778,0251834,25.309444,DESTROYED,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3629,POINT (25.234166666666667 11.799166666666666),,114757,11.799167,0251403,25.234167,DESTROYED,,2004/2005,0,0,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3630,POINT (25.229166666666668 11.81638888888889),,114859,11.816389,0251345,25.229167,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3631,POINT (25.217777777777776 11.817777777777778),,114904,11.817778,0251304,25.217778,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3632,POINT (25.20611111111111 11.805833333333334),,114821,11.805833,0251222,25.206111,DESTROYED,,2005,0,0,2005,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3633,POINT (25.191666666666666 11.797777777777778),,114752,11.797778,0251130,25.191667,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3634,POINT (25.177222222222223 11.813611111111111),,114849,11.813611,0251038,25.177222,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3635,POINT (25.165555555555557 11.786388888888888),MARMITON,114711,11.786389,0250956,25.165556,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3636,POINT (25.17222222222222 11.803611111111111),HIJAAR,114813,11.803611,0251020,25.172222,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3637,POINT (25.14361111111111 11.802777777777777),DUKKUR HILLAL,114810,11.802778,0250837,25.143611,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3638,POINT (25.16027777777778 11.824722222222222),,114929,11.824722,0250937,25.160278,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3639,POINT (25.170277777777777 11.81611111111111),,114858,11.816111,0251013,25.170278,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3640,POINT (25.183888888888887 11.810833333333333),,114839,11.810833,0251102,25.183889,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3641,POINT (25.20777777777778 11.797222222222222),,114750,11.797222,0251228,25.207778,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3642,POINT (25.208055555555557 11.777222222222223),,114638,11.777222,0251229,25.208056,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3643,POINT (25.259722222222223 11.761111111111111),,114540,11.761111,0251535,25.259722,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3644,POINT (25.12611111111111 11.82638888888889),,114935,11.826389,0250734,25.126111,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3645,POINT (25.091944444444444 11.870277777777778),,115213,11.870278,0250531,25.091944,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3646,POINT (25.11277777777778 11.809444444444445),MILE BIDA,114834,11.809444,0250646,25.112778,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3647,POINT (25.11916666666667 11.801944444444445),,114807,11.801944,0250709,25.119167,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3648,POINT (25.10527777777778 11.785),,114706,11.785,0250619,25.105278,DAMAGED,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3649,POINT (23.372222222222224 12.398055555555555),MARZA,122353,12.398056,0232220,23.372222,DESTROYED,~300 of ~300,2003,300,300,2003,2003,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3650,POINT (24.7575 13.536944444444444),HILLA QUE,133213,13.536944,0244527,24.7575,DESTROYED,,2005/2006,0,0,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3651,POINT (24.750833333333333 13.54111111111111),,133228,13.541111,0244503,24.750833,DESTROYED,,2005/2006,0,0,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3652,POINT (24.889722222222222 13.615555555555556),KASARLOI,133656,13.615556,0245323,24.889722,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3653,POINT (24.892777777777777 13.638055555555555),UM JALPAKH EAST,133817,13.638056,0245334,24.892778,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3654,POINT (24.881944444444443 13.60361111111111),UM JALPAKH,133613,13.603611,0245255,24.881944,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3655,POINT (24.29138888888889 12.410555555555556),,122438,12.410556,0241729,24.291389,DESTROYED,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3656,POINT (24.29 12.426944444444445),,122537,12.426944,0241724,24.29,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3657,POINT (24.279166666666665 12.445277777777777),KALMO,122643,12.445278,0241645,24.279167,NO DAMAGE,~50,,0,50,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3658,POINT (24.310833333333335 12.41638888888889),WASTANI,122459,12.416389,0241839,24.310833,NO DAMAGE,~200,,0,200,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3659,POINT (24.307222222222222 12.434444444444445),,122604,12.434444,0241826,24.307222,DAMAGED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3660,POINT (24.32 12.421666666666667),,122518,12.421667,0241912,24.32,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3661,POINT (24.314166666666665 12.400277777777777),EL DANGA,122401,12.400278,0241851,24.314167,NO DAMAGE,~150,,0,150,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3662,POINT (24.31388888888889 12.384444444444444),,122304,12.384444,0241850,24.313889,NO DAMAGE,~150,,0,150,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3663,POINT (24.335555555555555 12.429444444444444),,122546,12.429444,0242008,24.335556,DESTROYED,~50 of ~75,,50,75,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3664,POINT (24.32472222222222 12.468333333333334),SINGEIWA,122806,12.468333,0241929,24.324722,NO DAMAGE,~100,,0,100,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3665,POINT (24.319166666666668 12.457222222222223),UM MADACHA,122726,12.457222,0241909,24.319167,DAMAGED,~25 of ~75,2010,25,75,2010,2010,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3666,POINT (24.30527777777778 12.459166666666667),TARTURA,122733,12.459167,0241819,24.305278,NO DAMAGE,~200,,0,200,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3667,POINT (24.3025 12.464722222222223),GAUZA,122753,12.464722,0241809,24.3025,NO DAMAGE,~150,,0,150,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3668,POINT (24.29083333333333 12.45888888888889),,122732,12.458889,0241727,24.290833,NO DAMAGE,~50,,0,50,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3669,POINT (24.35 12.481388888888889),,122853,12.481389,0242100,24.35,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3670,POINT (24.33888888888889 12.47861111111111),,122843,12.478611,0242020,24.338889,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3671,POINT (24.390833333333333 12.426111111111112),,122534,12.426111,0242327,24.390833,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3672,POINT (24.39388888888889 12.410833333333333),,122439,12.410833,0242338,24.393889,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3673,POINT (24.160833333333333 12.429722222222223),KUNYUMADIL,122547,12.429722,0240939,24.160833,DESTROYED,~100 of ~100,2004,100,100,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3674,POINT (24.1675 12.407222222222222),,122426,12.407222,0241003,24.1675,DESTROYED,,2003,0,0,2003,2003,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3675,POINT (24.157222222222224 12.402777777777779),,122410,12.402778,0240926,24.157222,DESTROYED,~50 of ~50,2004,50,50,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3676,POINT (24.2325 12.433055555555555),,122559,12.433056,0241357,24.2325,DESTROYED,~75 of ~75,2004,75,75,2004,2004,
