FID,the_geom,NAME,LATITUDE,LAT_DD,LONGITUDE,LONG_DD,STATUS,STRUCTURES,YR_CONFIRM,APROX_STR1,APROX_STR2,YR_RANGE1,YR_RANGE2,SEC_TOWN
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.1,POINT (24.828333333333333 13.315833333333334),,131857,13.315833,0244942,24.828333,DAMAGED,~25 of ~50,,25,50,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.2,POINT (24.90111111111111 13.318055555555556),DOLA,131905,13.318056,0245404,24.901111,DESTROYED,~200 of ~200,2008/2009,200,200,2008,2009,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.3,POINT (24.80611111111111 13.270277777777778),LABABIS,131613,13.270278,0244822,24.806111,DESTROYED,~100 of ~100,,100,100,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.4,POINT (24.836944444444445 13.294444444444444),SURRI,131740,13.294444,0245013,24.836944,DESTROYED,~250 of ~300,2004,250,300,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.5,POINT (24.868333333333332 13.303611111111111),NANOREE,131813,13.303611,0245206,24.868333,DESTROYED,~75 of ~100,2003/2004,75,100,2003,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.6,POINT (24.8 13.342222222222222),NIJOU,132032,13.342222,0244800,24.8,DAMAGED,~50 of ~200,2004,50,200,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.7,POINT (24.82027777777778 13.329166666666667),HUJAJ,131945,13.329167,0244913,24.820278,DAMAGED,~200 of ~500,2004,200,500,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.8,POINT (24.860555555555557 13.321111111111112),TARNY,131916,13.321111,0245138,24.860556,DESTROYED,~200 of ~300,2004,200,300,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.9,POINT (24.85333333333333 13.327222222222222),TARNY NORTH,131938,13.327222,0245112,24.853333,DESTROYED,~250 of ~350,2004,250,350,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.10,POINT (24.852777777777778 13.354444444444445),DELMUJO,132116,13.354444,0245110,24.852778,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.11,POINT (24.889166666666668 13.331388888888888),,131953,13.331389,0245321,24.889167,DESTROYED,~100 of ~100,2004,100,100,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.12,POINT (24.885277777777777 13.3375),,132015,13.3375,0245307,24.885278,DESTROYED,~300 of ~300,2004,300,300,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.13,POINT (24.9 13.333055555555555),KHAZAN TUNGUR,131959,13.333056,0245400,24.9,DESTROYED,~600 of ~600,2004,600,600,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.14,POINT (22.524166666666666 12.69),KAJAN GESE,124124,12.69,0223127,22.524167,NO DAMAGE,~200,,0,200,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.15,POINT (22.6975 12.350833333333334),WEIGO,122103,12.350833,0224151,22.6975,DESTROYED,,2003,0,0,2003,2003,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.16,POINT (24.64638888888889 10.85361111111111),KHAYR WAJIH,105113,10.853611,0243847,24.646389,NO DAMAGE,~50,,0,50,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.17,POINT (24.710277777777776 10.765833333333333),,104557,10.765833,0244237,24.710278,DESTROYED,~50 of ~50,2007,50,50,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.18,POINT (24.69527777777778 10.796666666666667),TURMANA,104748,10.796667,0244143,24.695278,DESTROYED,~50 of ~50,2007,50,50,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.19,POINT (24.479166666666668 14.591666666666667),SOLE,143530,14.591667,0242845,24.479167,NO DAMAGE,~350,,0,350,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.20,POINT (24.404722222222222 14.627777777777778),,143740,14.627778,0242417,24.404722,DESTROYED,~50 of ~50,2005/2006,50,50,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.21,POINT (24.38138888888889 14.573888888888888),,143426,14.573889,0242253,24.381389,DAMAGED,~10 of ~25,,10,25,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.22,POINT (24.374166666666667 14.615833333333333),,143657,14.615833,0242227,24.374167,DESTROYED,~50 of ~50,2005/2006,50,50,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.23,POINT (24.383055555555554 14.614444444444445),,143652,14.614444,0242259,24.383056,DESTROYED,~100 of ~100,2005/2006,100,100,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.24,POINT (24.413333333333334 14.581944444444444),DOR,143455,14.581944,0242448,24.413333,DESTROYED,~200 of ~250,2003/2004,200,250,2003,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.25,POINT (22.41777777777778 12.469444444444445),UMDABOOK,122810,12.469444,0222504,22.417778,DESTROYED,~200 of ~200,2004,200,200,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.26,POINT (22.4375 12.473055555555556),TELEHAIA,122823,12.473056,0222615,22.4375,DESTROYED,~200 of ~200,2004,200,200,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.27,POINT (22.397222222222222 12.456388888888888),,122723,12.456389,0222350,22.397222,DESTROYED,~75 of ~75,2004,75,75,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.28,POINT (22.488888888888887 12.703055555555556),ABU DAHIA,124211,12.703056,0222920,22.488889,NO DAMAGE,~600,,0,600,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.29,POINT (22.375833333333333 13.735833333333334),,134409,13.735833,0222233,22.375833,NO DAMAGE,~100,,0,100,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.30,POINT (22.503333333333334 13.602222222222222),CELILA,133608,13.602222,0223012,22.503333,NO DAMAGE,~150,,0,150,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.31,POINT (22.74361111111111 12.345),KEYLIS,122042,12.345,0224437,22.743611,DESTROYED,~75 of ~75,2004,75,75,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.32,POINT (22.583055555555557 14.523333333333333),,143124,14.523333,0223459,22.583056,DESTROYED,~10 of ~10,2003/2004,10,10,2003,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.33,POINT (22.56972222222222 14.521666666666667),,143118,14.521667,0223411,22.569722,DESTROYED,~25 of ~50,2003/2004,25,50,2003,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.34,POINT (22.565833333333334 14.539444444444445),,143222,14.539444,0223357,22.565833,DAMAGED,~10 of ~25,2003/2004,10,25,2003,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.35,POINT (22.56 14.633055555555556),,143759,14.633056,0223336,22.56,DESTROYED,~100 of ~100,,100,100,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.36,POINT (22.592222222222222 14.6475),,143851,14.6475,0223532,22.592222,DESTROYED,~10 of ~25,2003/2004,10,25,2003,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.37,POINT (22.599166666666665 14.656666666666666),,143924,14.656667,0223557,22.599167,DAMAGED,~25 of ~50,2003/2004,25,50,2003,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.38,POINT (22.613888888888887 14.626111111111111),,143734,14.626111,0223650,22.613889,DESTROYED,~10 of ~25,2003/2004,10,25,2003,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.39,POINT (22.620833333333334 14.630277777777778),,143749,14.630278,0223715,22.620833,DESTROYED,~25 of ~50,2003/2004,25,50,2003,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.40,POINT (22.62472222222222 14.63),,143748,14.63,0223729,22.624722,DAMAGED,~25 of ~75,2003/2004,25,75,2003,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.41,POINT (22.625555555555554 14.623888888888889),,143726,14.623889,0223732,22.625556,DESTROYED,~25 of ~25,2003/2004,25,25,2003,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.42,POINT (22.630555555555556 14.630277777777778),,143749,14.630278,0223750,22.630556,DAMAGED,~10 of ~25,2003/2004,10,25,2003,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.43,POINT (22.636666666666667 14.638055555555555),,143817,14.638056,0223812,22.636667,DESTROYED,~25 of ~50,2004,25,50,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.44,POINT (22.63277777777778 14.618611111111111),,143707,14.618611,0223758,22.632778,NO DAMAGE,~75,,0,75,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.45,POINT (22.600277777777777 13.942222222222222),,135632,13.942222,0223601,22.600278,DESTROYED,~75 of ~75,2006,75,75,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.46,POINT (22.622222222222224 13.921388888888888),,135517,13.921389,0223720,22.622222,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.47,POINT (22.636666666666667 13.847777777777777),,135052,13.847778,0223812,22.636667,DESTROYED,~25 of ~25,2007,25,25,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.48,POINT (22.49361111111111 13.758888888888889),,134532,13.758889,0222937,22.493611,DAMAGED,~10 of ~75,2006,10,75,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.49,POINT (22.508055555555554 13.74388888888889),SHEEYO ED ATEEN,134438,13.743889,0223029,22.508056,DESTROYED,~75 of ~100,2006,75,100,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.50,POINT (22.470277777777778 13.891388888888889),,135329,13.891389,0222813,22.470278,DAMAGED,~25 of ~75,2006,25,75,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.51,POINT (22.496944444444445 13.77361111111111),RUNJU RUNJU,134625,13.773611,0222949,22.496944,DAMAGED,~75 of ~150,2006,75,150,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.52,POINT (22.503888888888888 13.808055555555555),SIRBA,134829,13.808056,0223014,22.503889,DAMAGED,Secondary Town; ~400 of ~1200,2006,400,1200,2006,2006,1
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.53,POINT (22.43722222222222 14.40611111111111),BIR TAWIL,142422,14.406111,0222614,22.437222,DESTROYED,~50 of ~50,2004,50,50,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.54,POINT (22.486666666666668 14.445277777777777),,142643,14.445278,0222912,22.486667,DESTROYED,~50 of ~50,,50,50,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.55,POINT (22.505 14.456111111111111),FALANKEI,142722,14.456111,0223018,22.505,DESTROYED,~75 of ~75,2003/2004,75,75,2003,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.56,POINT (22.539444444444445 14.439722222222223),,142623,14.439722,0223222,22.539444,DESTROYED,~25 of ~50,,25,50,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.57,POINT (22.453055555555554 14.444166666666666),,142639,14.444167,0222711,22.453056,DESTROYED,~10 of ~25,,10,25,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.58,POINT (22.449166666666667 14.438611111111111),,142619,14.438611,0222657,22.449167,DESTROYED,~25 of ~25,2004/2005,25,25,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.59,POINT (22.466944444444444 14.440555555555555),ESBARA,142626,14.440556,0222801,22.466944,DESTROYED,~100 of ~100,2003/2004,100,100,2003,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.60,POINT (22.817777777777778 13.694166666666666),,134139,13.694167,0224904,22.817778,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.61,POINT (22.805 13.699722222222222),,134159,13.699722,0224818,22.805,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.62,POINT (22.798055555555557 13.676111111111112),DOLEIBA,134034,13.676111,0224753,22.798056,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.63,POINT (22.85361111111111 13.590833333333334),IDD EL KHALA,133527,13.590833,0225113,22.853611,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.64,POINT (22.79861111111111 13.665),BIR QIRHAB,133954,13.665,0224755,22.798611,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.65,POINT (22.759166666666665 13.631666666666666),KAGOLEI,133754,13.631667,0224533,22.759167,NO DAMAGE,~100,,0,100,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.66,POINT (22.76361111111111 13.644722222222223),,133841,13.644722,0224549,22.763611,NO DAMAGE,~50,,0,50,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.67,POINT (22.828055555555554 13.764444444444445),JERUF,134552,13.764444,0224941,22.828056,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.68,POINT (22.818055555555556 13.765277777777778),,134555,13.765278,0224905,22.818056,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.69,POINT (22.809444444444445 13.761944444444444),,134543,13.761944,0224834,22.809444,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.70,POINT (22.794444444444444 13.779722222222222),KORNI,134647,13.779722,0224740,22.794444,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.71,POINT (25.698888888888888 11.944166666666666),KALAJU,115639,11.944167,0254156,25.698889,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.72,POINT (26.031944444444445 11.835),ANGABO,115006,11.835,0260155,26.031944,DESTROYED,~1000 of ~1000,2006,1000,1000,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.73,POINT (26.059444444444445 11.796666666666667),KAMIRAH,114748,11.796667,0260334,26.059444,DESTROYED,~50 of ~50,2007,50,50,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.74,POINT (26.044444444444444 11.803888888888888),ABUSHATTA,114814,11.803889,0260240,26.044444,DESTROYED,~10 of ~10,2007,10,10,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.75,POINT (26.058888888888887 11.8225),HILET ASIR,114921,11.8225,0260332,26.058889,DESTROYED,~10 of ~10,,10,10,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.76,POINT (25.98638888888889 11.784166666666666),HILET BERGO,114703,11.784167,0255911,25.986389,NO DAMAGE,~25,,0,25,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.77,POINT (25.971944444444446 11.796388888888888),,114747,11.796389,0255819,25.971944,DAMAGED,~5 of ~10,2006,5,10,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.78,POINT (26.101944444444445 11.8075),GARNAYA,114827,11.8075,0260607,26.101944,DESTROYED,~100 of ~100,2007,100,100,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.79,POINT (26.10611111111111 11.822222222222223),HILET DOUS,114920,11.822222,0260622,26.106111,DESTROYED,~50 of ~50,2007,50,50,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.80,POINT (26.093333333333334 11.818333333333333),EYAL KORIB,114906,11.818333,0260536,26.093333,DESTROYED,~25 of ~25,2007,25,25,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.81,POINT (26.079166666666666 11.807777777777778),HILET TING,114828,11.807778,0260445,26.079167,DESTROYED,~50 of ~50,2007,50,50,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.82,POINT (26.136666666666667 11.85),,115100,11.85,0260812,26.136667,DESTROYED,~25 of ~25,2007,25,25,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.83,POINT (26.09888888888889 11.776111111111112),HILET IBRA,114634,11.776111,0260556,26.098889,DESTROYED,~25 of ~25,2007,25,25,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.84,POINT (25.803055555555556 11.70111111111111),,114204,11.701111,0254811,25.803056,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.85,POINT (25.752777777777776 11.727777777777778),,114340,11.727778,0254510,25.752778,DESTROYED,~50 of ~75,2006,50,75,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.86,POINT (25.748055555555556 11.737222222222222),,114414,11.737222,0254453,25.748056,DESTROYED,~75 of ~100,2006,75,100,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.87,POINT (25.78611111111111 11.688333333333333),,114118,11.688333,0254710,25.786111,DESTROYED,~25 of ~25,2004,25,25,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.88,POINT (25.7975 11.720833333333333),,114315,11.720833,0254751,25.7975,DESTROYED,~50 of ~50,2004,50,50,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.89,POINT (26.208055555555557 11.518611111111111),EL MINGEB,113107,11.518611,0261229,26.208056,DAMAGED,,2007,0,0,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.90,POINT (26.238611111111112 11.545555555555556),,113244,11.545556,0261419,26.238611,DESTROYED,~75 of ~75,,75,75,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.91,POINT (26.22111111111111 11.554722222222223),,113317,11.554722,0261316,26.221111,DESTROYED,~100 of ~100,,100,100,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.92,POINT (26.191111111111113 11.543333333333333),,113236,11.543333,0261128,26.191111,NO DAMAGE,~100,,0,100,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.93,POINT (25.099722222222223 11.210277777777778),FOWAR,111237,11.210278,0250559,25.099722,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.94,POINT (25.170833333333334 11.187222222222223),,111114,11.187222,0251015,25.170833,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.95,POINT (25.154166666666665 11.209722222222222),SHANGA 1,111235,11.209722,0250915,25.154167,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.96,POINT (25.183888888888887 11.238888888888889),UMM BAZALAT,111420,11.238889,0251102,25.183889,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.97,POINT (25.1125 11.285833333333333),UMM GABASHA,111709,11.285833,0250645,25.1125,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.98,POINT (22.34611111111111 12.786944444444444),SARAFAYA,124713,12.786944,0222046,22.346111,NO DAMAGE,~300,,0,300,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.99,POINT (22.318055555555556 12.796666666666667),KOMA FORGI,124748,12.796667,0221905,22.318056,DESTROYED,,2004/2005,0,0,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.100,POINT (22.287222222222223 12.78),KUJUNUNG KASAY,124648,12.78,0221714,22.287222,DESTROYED,~450 of ~450,2004,450,450,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.101,POINT (22.34611111111111 12.756666666666666),DORTU,124524,12.756667,0222046,22.346111,DESTROYED,,2004/2005,0,0,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.102,POINT (22.375833333333333 12.965277777777779),KONTY,125755,12.965278,0222233,22.375833,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.103,POINT (22.350833333333334 12.947777777777778),CONY,125652,12.947778,0222103,22.350833,DESTROYED,~100 of ~100,2004,100,100,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.104,POINT (22.35861111111111 12.949722222222222),FRICKCICI,125659,12.949722,0222131,22.358611,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.105,POINT (22.343888888888888 12.932777777777778),KONLALLA DONGY,125558,12.932778,0222038,22.343889,DESTROYED,~150 of ~150,2004/2005,150,150,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.106,POINT (22.34888888888889 12.881666666666666),ULANG,125254,12.881667,0222056,22.348889,DESTROYED,~400 of ~400,2004/2005,400,400,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.107,POINT (22.3575 12.869444444444444),KABASKASHEFA,125210,12.869444,0222127,22.3575,DESTROYED,~100 of ~100,2004/2005,100,100,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.108,POINT (22.442777777777778 12.385833333333334),KARSHA,122309,12.385833,0222634,22.442778,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.109,POINT (22.46361111111111 12.303611111111111),TANDOSA A,121813,12.303611,0222749,22.463611,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.110,POINT (22.448333333333334 12.292777777777777),TANDOSA B,121734,12.292778,0222654,22.448333,DESTROYED,~50 of ~50,2003,50,50,2003,2003,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.111,POINT (22.49888888888889 12.298333333333334),REEDINA,121754,12.298333,0222956,22.498889,NO DAMAGE,~25,,0,25,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.112,POINT (22.474166666666665 12.256666666666666),HYMAIDA,121524,12.256667,0222827,22.474167,NO DAMAGE,~100,,0,100,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.113,POINT (22.49277777777778 12.268055555555556),,121605,12.268056,0222934,22.492778,NO DAMAGE,~50,,0,50,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.114,POINT (22.476666666666667 12.34388888888889),DENGER,122038,12.343889,0222836,22.476667,DESTROYED,~25 of ~25,2004,25,25,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.115,POINT (22.484444444444446 12.337777777777777),BENDATA,122016,12.337778,0222904,22.484444,DESTROYED,~75 of ~75,2003,75,75,2003,2003,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.116,POINT (22.440555555555555 12.432777777777778),DAMOUSSA,122558,12.432778,0222626,22.440556,NO DAMAGE,~450,,0,450,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.117,POINT (22.451944444444443 12.44361111111111),GOBE,122637,12.443611,0222707,22.451944,NO DAMAGE,Secondary Town; ~1500,,0,0,0,0,1
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.118,POINT (22.4725 12.442222222222222),DOLONGA,122632,12.442222,0222821,22.4725,NO DAMAGE,~100,,0,100,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.119,POINT (22.460833333333333 12.463055555555556),ESHBARRA,122747,12.463056,0222739,22.460833,NO DAMAGE,~25,,0,25,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.120,POINT (22.441111111111113 12.49611111111111),AMBLENG,122946,12.496111,0222628,22.441111,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.121,POINT (22.483333333333334 12.216111111111111),KAJA BAGOL,121258,12.216111,0222900,22.483333,NO DAMAGE,~100,,0,100,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.122,POINT (22.505277777777778 12.161666666666667),UMDIRBO HAJEER,120942,12.161667,0223019,22.505278,NO DAMAGE,~100,,0,100,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.123,POINT (22.503611111111113 12.806666666666667),REWANA,124824,12.806667,0223013,22.503611,DESTROYED,~25 of ~25,,25,25,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.124,POINT (22.516666666666666 12.775833333333333),MESSEMENGE,124633,12.775833,0223100,22.516667,NO DAMAGE,~200,,0,200,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.125,POINT (22.517222222222223 12.7475),DORTY,124451,12.7475,0223102,22.517222,NO DAMAGE,~75,,0,75,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.126,POINT (22.529444444444444 12.751666666666667),KHAROBA,124506,12.751667,0223146,22.529444,DESTROYED,~100 of ~100,2005/2006,100,100,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.127,POINT (22.5375 12.726666666666667),DULMANGA,124336,12.726667,0223215,22.5375,DESTROYED,~200 of ~200,2005/2006,200,200,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.128,POINT (22.51888888888889 12.714722222222223),DANAJOURA,124253,12.714722,0223108,22.518889,DESTROYED,,2005/2006,0,0,2005,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.129,POINT (22.518333333333334 12.694166666666666),LULAN,124139,12.694167,0223106,22.518333,NO DAMAGE,~25,,0,25,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.130,POINT (22.535833333333333 12.694722222222222),SHILO LOKI,124141,12.694722,0223209,22.535833,NO DAMAGE,~75,,0,75,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.131,POINT (22.54 12.686111111111112),NUR AL HUDA,124110,12.686111,0223224,22.54,NO DAMAGE,~250,,0,250,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.132,POINT (22.55472222222222 12.6725),DAR AL SALAM,124021,12.6725,0223317,22.554722,NO DAMAGE,~100,,0,100,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.133,POINT (22.56222222222222 12.68361111111111),HABILA,124101,12.683611,0223344,22.562222,NO DAMAGE,Secondary Town,,0,0,0,0,1
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.134,POINT (22.4975 12.945),KUCHUKUCHITA,125642,12.945,0222951,22.4975,DESTROYED,~100 of ~100,2004,100,100,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.135,POINT (22.54861111111111 12.953888888888889),LLILI,125714,12.953889,0223255,22.548611,DESTROYED,~25 of ~25,2004,25,25,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.136,POINT (22.49 12.741944444444444),SHAKAM SHAKAM,124431,12.741944,0222924,22.49,NO DAMAGE,~100,,0,100,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.137,POINT (22.5725 12.891388888888889),,125329,12.891389,0223421,22.5725,DESTROYED,,2004,0,0,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.138,POINT (22.44527777777778 12.944166666666666),,125639,12.944167,0222643,22.445278,DESTROYED,~300 of ~300,2004,300,300,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.139,POINT (22.38361111111111 12.905833333333334),ASMAL MOLOK,125421,12.905833,0222301,22.383611,DESTROYED,,2004/2005,0,0,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.140,POINT (22.394166666666667 12.883333333333333),SAWANY,125300,12.883333,0222339,22.394167,NO DAMAGE,~200,,0,200,0,0,
