x,y
42.326988,-71.110632
41.283665,-72.960451
42.502902,-71.272671
43.0123,-71.4408
41.833799,-71.434755
42.065109,-71.054714
42.329521,-71.11084
42.270702,-71.171977
42.347444,-72.686019
41.702491,-72.734967
41.284505,-72.957551
44.279805,-69.701815
43.648498,-72.342911
42.366399,-71.059
47.268218,-68.59227
46.134289,-67.843494
45.054001,-69.882826
46.879240,-68.010621
44.803131,-68.759952
42.881324,-73.197145
,
44.462762,-73.218405
45.189342,-67.280114
43.974999,-71.12951
41.408815,-73.436193
42.586386,-71.804478
42.282982,-71.417435
42.625979,-70.680109
42.577188,-72.624378
42.774145,-71.079996
41.651829,-70.294084
41.349514,-72.103072
42.9149521,-72.2587535
44.0705520,-70.1896730
45.354900,-68.525800
44.299165,-71.768633
42.621041,-71.314635
42.470253,-70.959968
41.529836,-71.296270
41.636098,-70.929401
44.932056,-72.181292
42.451500,-73.251736
41.923293,-70.65666
43.6606433,-70.2480035
43.087398,-70.816069
42.272606,-71.030809
44.551716,-70.557421
43.607158,-72.984773
43.514900,-70.429500
43.242624,-70.898509
42.109866,-72.600073
41.062238,-73.541770
43.4472,-71.6196
41.553692,-73.037668
41.71508,-72.228628
41.929995,-73.075855
42.297203,-71.767824
43.0110,-71.3891
44.8065858,-68.7762882
44.4731,-71.1752
42.348372,-71.098096
42.055294,-71.066743
46.844559,-68.047519
41.404983,-73.462863
41.664980,-72.640160
41.649848,-70.312653
42.915372,-72.249395
44.075025,-70.175285
42.6446393,-71.3039383
43.072469,-71.454268
41.6441916,-70.8993251
41.262240,-73.005625
41.524635,-72.073405
43.674841,-70.294884
41.721381,-71.403793
43.455480,-70.789797
44.460255,-73.180318
42.107384,-72.598522
43.642784,-72.333126
42.250524,-71.769832
42.951843,-78.812706
42.651635,-73.776228
42.343603,-77.347137
42.901053,-77.270460
43.039311,-76.138228
43.010471,-78.200228
42.951263,-78.813542
43.0492421,-76.1640215
42.940891,-76.564864
42.300600,-75.472100
42.109221,-75.867988
,
42.231603,-73.878184
42.860048,-73.765140
41.800645,-77.973865
42.4839638,-79.3288930
42.090925,-76.798892
42.961411,-74.386527
43.306542,-73.652602
42.094332,-79.254410
41.937811,-74.017363
42.830904,-78.804836
43.13707,-78.692923
44.848774,-74.293538
44.935639,-74.907423
43.0948420,-79.0352870
42.081600,-78.427500
43.402584,-76.429696
44.6795150,-73.4522130
43.114800,-77.609131
43.213164,-75.418221
44.330205,-74.133069
42.823434,-73.909843
42.503666,-78.683155
42.47239,-76.396791
42.732576,-73.690262
43.968497,-75.877822
41.741206,-77.270130
42.147334,-77.973700
44.209868,-73.514233
42.720441,-73.808686
42.100509,-75.910410
42.901703,-78.871748
43.106516,-77.576465
43.049316,-76.141649
43.976572,-75.912127
41.238024,-73.931274
40.752661,-74.236115
40.736317,-73.977115
40.608155,-74.031582
41.540074,-73.959883
40.753644,-74.234130
41.238024,-73.931274
40.868823,-73.903038
40.685200,-74.547500
40.736180,-73.976485
40.899448,-73.306281
40.692572,-73.767919
40.723691,-73.244607
41.4143830,-73.6703580
40.697340,-73.985422
40.726055,-73.552866
41.980639,-73.660120
40.658868,-74.198152
41.3953730,-74.3396950
40.895801,-74.052171
40.238932,-74.698326
40.807257,-73.943881
40.073220,-74.127817
40.719599,-74.043706
41.660307,-74.695264
40.831329,-74.507311
41.157550,-73.984770
40.7682600,-72.9970840
40.897590,-74.158982
40.552812,-74.476689
41.376689,-74.690921
41.679451,-73.855612
40.914447,-72.663748
40.6273260,-74.1946700
40.743780,-73.917733
40.3097,-74.0391
40.664497,-73.708467
41.032354,-73.762413
40.9329167,-73.8968983
40.695831,-73.325217
40.793702,-74.197826
40.862745,-73.899831
40.697399,-73.986502
40.802790,-73.936262
41.380946,-74.541534
40.706008,-74.012901
41.439747,-74.367190
40.745097,-73.499504
40.685840,-73.864946
40.787274,-74.074706
40.645778,-74.078127
40.255105,-74.792122
41.034185,-73.767799
40.446498,-79.960084
40.488617,-78.398365
39.999179,-75.799311
42.102947,-80.064313
40.317228,-76.397333
39.949615,-75.201460
40.873800,-79.945000
40.497056,-79.890947
40.446498,-79.960084
41.248057,-75.840151
39.738676,-75.607143
39.9413989,-75.1189349
39.954892,-75.146439
40.580550,-75.520375
40.814398,-79.545353
41.888349,-80.804704
39.368749,-74.560425
40.679734,-80.310608
40.076758,-80.917392
38.665500,-80.706600
40.240801,-76.934558
38.946865,-74.888395
41.132265,-79.402864
41.054044,-76.238091
40.683181,-80.111677
41.621174,-80.210371
39.446888,-75.048812
41.124889,-78.728041
39.925733,-79.727531
40.010516,-74.617998
40.391326,-77.913291
40.616429,-79.173399
40.305855,-78.826938
39.138750,-75.526604
40.052384,-76.251581
40.983681,-80.309088
41.956723,-78.647456
41.237267,-80.463300
39.627900,-79.985661
40.873904,-75.228463
40.695591,-76.185200
40.778410,-76.227053
40.338106,-75.925793
39.304835,-80.354589
41.987700,-76.546100
40.187680,-75.564407
39.922359,-75.348471
40.825437,-77.807292
38.6799101,-75.3960617
41.204350,-75.436966
39.097091,-79.683849
39.4882130,-74.9935850
41.400726,-79.811393
39.778578,-75.102551
40.202654,-75.176002
41.905867,-79.151140
40.157630,-80.276449
41.575349,-75.268256
40.297829,-79.508686
41.259839,-76.981577
39.281946,-81.550228
39.972438,-76.682805
40.094905,-74.859182
41.125600,-78.754600
42.124551,-80.082543
40.270554,-76.893152
40.050587,-76.247999
40.3374280,-79.8086884
40.1281372,-75.3223046
39.606190,-79.948560
39.9531759,-75.1531584
40.035163,-75.119259
40.4272250,-80.0570070
41.395827,-75.669096
38.696267,-75.399671
39.337096,-74.484755
40.042074,-80.685799
41.242898,-77.001051
39.754449,-75.623295
39.289405,-76.623864
39.289785,-76.624281
39.269200,-80.363100
39.336506,-76.597778
39.413700,-77.916135
39.551923,-76.066749
38.931022,-77.010443
38.551648,-76.056010
38.991591,-76.878622
38.829366,-76.993826
38.925937,-76.983623
39.653600,-78.758769
38.70971,-77.146988
39.439167,-77.420665
39.206000,-76.444900
39.096973,-76.726124
38.643400,-79.330717
39.131800,-76.638400
39.636186,-77.696546
38.432798,-78.900971
39.336506,-76.597778
38.994872,-79.118066
38.076136,-75.569479
38.474241,-76.775740
