LocationA,LocationB,Distance,Tags,StartLat,StartLon,EndLat,EndLon
1,19,0.0018596400000063795,,34.50567244,69.11754377,34.50630907,69.11876678
1,112,0.0020364665290983908,,34.50567244,69.11754377,34.5064858918611,69.118766784668
1,351,0.0024132195766028985,,34.50567244,69.11754377,34.5040103115904,69.116792678833
1,358,0.0032229952638118675,,34.50567244,69.11754377,34.5065566216456,69.1198825836182
2,30,0.003120982569299713,,34.513010461837,69.132285118103,34.5116490083814,69.1305255889893
2,147,0.004468949939997913,,34.513010461837,69.132285118103,34.51178162,69.12904501
2,148,0.004325699939990102,,34.513010461837,69.132285118103,34.51176394,69.12920594
2,149,0.003449559132704394,,34.513010461837,69.132285118103,34.5145663814052,69.1303914785385
2,151,0.0015859687047097282,,34.513010461837,69.132285118103,34.5141243617551,69.1327571868896
2,153,0.0013030748981108786,,34.513010461837,69.132285118103,34.5138414679485,69.1327571868896
2,154,0.001373798439807672,,34.513010461837,69.132285118103,34.5139121914902,69.1327571868896
2,155,9.57013733994927E-4,,34.513010461837,69.132285118103,34.51256843,69.1328001
2,156,0.0019546922394013677,,34.513010461837,69.132285118103,34.5144072546013,69.1328430175781
2,157,0.0018283533833027832,,34.513010461837,69.132285118103,34.5141950850567,69.1329288482666
2,158,0.0025663200599979064,,34.513010461837,69.132285118103,34.51455754,69.13330436
2,159,0.0026931700600059116,,34.513010461837,69.132285118103,34.51456638,69.13342237
2,382,0.001502720060003071,,34.513010461837,69.132285118103,34.51421277,69.13258553
3,4,0.0041006874377913505,,34.49587574,69.13516045,34.4988820899927,69.1362547874451
3,34,0.003061126129694003,,34.49587574,69.13516045,34.4955397343964,69.1378855705261
3,35,0.003646856320791869,,34.49587574,69.13516045,34.4962824916638,69.138400554657
3,39,0.004382549999995433,,34.49587574,69.13516045,34.49605259,69.13936615
3,169,0.004973920000004739,,34.49587574,69.13516045,34.49485003,69.13910866
3,390,0.004982297328396612,,34.49587574,69.13516045,34.4996778691949,69.1363406181335
3,391,0.0029422855951040106,,34.49587574,69.13516045,34.4941779955548,69.1364049911499
4,3,0.0041006874377913505,,34.4988820899927,69.1362547874451,34.49587574,69.13516045
4,32,0.0031993625622064314,,34.4988820899927,69.1362547874451,34.50188833,69.13644791
4,33,0.0013973382856988792,,34.4988820899927,69.1362547874451,34.4989705102792,69.1375637054443
4,34,0.004973138677293321,,34.4988820899927,69.1362547874451,34.4955397343964,69.1378855705261
4,35,0.004745365540799185,,34.4988820899927,69.1362547874451,34.4962824916638,69.138400554657
4,38,0.0045211160289042596,,34.4988820899927,69.1362547874451,34.5004205895971,69.1392374038696
4,171,0.004105481636401009,,34.4988820899927,69.1362547874451,34.4987140911901,69.1401922702789
4,390,8.816098906052616E-4,,34.4988820899927,69.1362547874451,34.4996778691949,69.1363406181335
4,391,0.004854298142703328,,34.4988820899927,69.1362547874451,34.4941779955548,69.1364049911499
4,394,0.004569710958399753,,34.4988820899927,69.1362547874451,34.5017512804357,69.1379553079605
4,395,0.004569710958399753,,34.4988820899927,69.1362547874451,34.5017512804357,69.1379553079605
4,396,0.0037432597671056556,,34.4988820899927,69.1362547874451,34.4978210392405,69.13893699646
5,32,0.0034727920748025554,,34.5012694048112,69.139301776886,34.50188833,69.13644791
5,33,0.004036965973703843,,34.5012694048112,69.139301776886,34.4989705102792,69.1375637054443
5,37,8.622920748138085E-4,,34.5012694048112,69.139301776886,34.50155234,69.13872242
