Event ID,Event Date,Event Type,Group,Country,State,City,Latitude,Longitude,Total Deaths,Total Injuries
3798384,23-Jul,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Shabeellaha Hoose,Afgoye,2.13889,45.124008,0,0
3799076,26-Jul,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3798250,23-Jul,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Hiiraan,Beled Weyne,5.161575,46.200829,0,0
3799387,19-Jul,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Shabeellaha Hoose,Jawhar (Giohar),1.838905,44.143755,0,0
3799839,24-Jul,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,1,0
3801337,21-Jul,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3801735,21-Jul,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,5
3801571,21-Jul,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Shabeellaha Dhexe,Balcad,2.35,45.383331,0,0
3802547,27-Jul,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Hiiraan,Beled Weyne,5.161575,46.200829,10,5
3801349,21-Jul,Arson,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3801895,21-Jul,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Galgudud,Dhusamareb,5.161575,46.200829,0,0
3805299,29-Jul,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3805273,29-Jul,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,2,4
3801624,17-Jul,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Beled Haawo,2.790175,42.089075,4,0
3806606,1-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Elwak,2.790175,42.089075,10,0
3805526,31-Jul,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,1,0
3805711,1-Aug,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,2,0
3805824,1-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,2,3
3807700,4-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,1,0
3811544,6-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,2,0
3811617,7-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,2,2
3811695,7-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3811358,6-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Hiiraan,Beled Weyne,5.161575,46.200829,0,0
3811669,7-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3811630,7-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3819405,7-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Luuq,3.79814,42.550751,0,0
3819577,8-Aug,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,1,0
3825566,9-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,3,5
3825592,9-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3828457,12-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Shabeellaha Hoose,Unknown,1.838905,44.143755,0,0
3828414,11-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Shabeellaha Hoose,Jawhar (Giohar),1.838905,44.143755,2,0
3828497,12-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Shabeellaha Hoose,Unknown,1.838905,44.143755,0,0
3830555,15-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Jubbada Hoose,Unknown,-0.17967,42.141064,2,0
3819560,8-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,1,0
3828427,11-Aug,Robbery,Al Shabaab (The Young Islamic Movement),Somalia,Shabeellaha Hoose,Jawhar (Giohar),1.838905,44.143755,0,0
3830409,14-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Hiiraan,Unknown,5.161575,46.200829,7,10
3830613,15-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3830472,15-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Hiiraan,Unknown,5.161575,46.200829,0,0
3830600,15-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,4,0
3843169,16-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,3,10
3842775,18-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Shabeellaha Hoose,Afgoye,2.13889,45.124008,0,0
3843185,16-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3842878,19-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,2,3
3845653,19-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3843219,16-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3843285,17-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,2,5
3845763,20-Aug,Hijacking,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3846765,24-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Bay,Baidoa,3.12022,43.64423,0,0
3845858,21-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,6
3846712,21-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Jubbada Hoose,Unknown,-0.17967,42.141064,0,0
3846812,23-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Shabeellaha Hoose,Barawe,1.11005,44.02549,0,0
3845615,20-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Jubbada Dexe,Bu'ale,5.161575,46.200829,0,0
3845633,19-Aug,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,3,5
3846108,22-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3846080,22-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,2,10
3847173,24-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,5,4
3849128,27-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Garbaharey,2.790175,42.089075,1,0
3846124,22-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3842728,17-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3845672,19-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Bay,Baidoa,3.12022,43.64423,0,0
3847195,24-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,2,0
3845832,21-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Hiiraan,Beled Weyne,5.161575,46.200829,7,10
3847213,26-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Shabeellaha Hoose,Afgoye,2.13889,45.124008,0,0
3846170,23-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,3,0
3849281,26-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3849253,26-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3849346,27-Aug,Arson,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Garbaharey,2.790175,42.089075,0,0
3849580,27-Aug,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3849856,27-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,10,15
3848674,26-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Hiiraan,Beled Weyne,5.161575,46.200829,0,0
3849107,26-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Garbaharey,2.790175,42.089075,1,0
3846619,21-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Gobolka Shabeellaha Dhexe,Jowhar,2.78451,45.504841,0,0
3846703,21-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3849236,26-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,6,7
3847087,24-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3849877,27-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3849960,27-Aug,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3849525,28-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Bay,Baidoa,3.12022,43.64423,0,0
3849631,28-Aug,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,1,1
3851921,29-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Hiiraan,Beled Weyne,5.161575,46.200829,0,0
3849512,28-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Bakol,Wajid,5.161575,46.200829,0,1
3849893,27-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3849055,25-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,1,0
3849924,27-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3849939,27-Aug,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3849908,27-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3852010,1-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Mudug,Haradhere,3.84877,47.1812,1,0
3852036,1-Sep,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Luuq,3.79814,42.550751,14,25
3854293,3-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,13,0
3854788,5-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,2,0
3855154,23-Aug,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,3,10
3854685,3-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Mudug,Galkayo,6.77274,47.424278,30,100
3857630,3-Sep,Robbery,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Beled Haawo,2.790175,42.089075,0,0
3855312,1-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Mudug,Galkayo,6.77274,47.424278,15,40
3859333,5-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3855379,2-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Mudug,Galkayo,6.77274,47.424278,28,0
3857607,3-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Hiiraan,Beled Weyne,5.161575,46.200829,4,2
3859300,5-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,3,5
3859411,5-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3861498,1-Sep,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3859384,5-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3861446,1-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,6,0
3861153,28-Aug,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Bakol,Wajid,5.161575,46.200829,0,0
3863984,7-Sep,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,2
3861479,1-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,4,0
3862299,6-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,6,3
3864787,10-Sep,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Shabeellaha Dhexe,Mahaday,2.909205,46.00939,0,0
3865033,12-Sep,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Mudug,Unknown,5.161575,46.200829,2,0
3864755,10-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Shabeellaha Dhexe,Mahaday,2.909205,46.00939,2,0
3863996,8-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Gobolka Shabeellaha Dhexe,Jowhar,2.78451,45.504841,0,2
3866852,13-Sep,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Jubbada Hoose,Dhobley,-0.17967,42.141064,0,0
3866789,15-Sep,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Jubbada Hoose,Afmadow,0.52063,42.076328,0,0
3868608,16-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,3,4
3869479,17-Sep,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Gobolka Shabeellaha Dhexe,Jowhar,2.78451,45.504841,0,0
3869777,20-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Shabeellaha Dhexe,Mahaday,2.909205,46.00939,0,0
3868632,16-Sep,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,2,0
3878480,21-Sep,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3879024,24-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3880581,29-Sep,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3880279,29-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,1
3882552,2-Oct,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,2,3
3887841,4-Oct,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,71,42
3888928,5-Oct,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Beled Haawo,2.790175,42.089075,1,1
3888893,4-Oct,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Luuq,3.79814,42.550751,0,0
3890191,9-Oct,Arson,Al Shabaab (The Young Islamic Movement),Somalia,Hiiraan,Beled Weyne,5.161575,46.200829,0,0
3890172,9-Oct,Robbery,Al Shabaab (The Young Islamic Movement),Somalia,Hiiraan,Beled Weyne,5.161575,46.200829,0,0
3887294,2-Oct,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Gobolka Shabeellaha Dhexe,Jowhar,2.78451,45.504841,0,1
3889883,7-Oct,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Bari,Bosaso,11.27748,49.181431,1,1
3902757,13-Oct,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Jubbada Hoose,Dhobley,-0.17967,42.141064,0,0
3902679,12-Oct,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,2,3
3904607,15-Oct,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Jubbada Hoose,Kismaayo,-0.34641,42.539059,0,0
3902930,16-Oct,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Galgudud,Unknown,5.161575,46.200829,0,0
3904791,18-Oct,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Jubbada Hoose,Afmadow,0.52063,42.076328,0,0
3907130,17-Oct,Arson,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Unknown,2.790175,42.089075,0,0
3907105,17-Oct,Arson,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Unknown,2.790175,42.089075,0,0
3907120,17-Oct,Arson,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Unknown,2.790175,42.089075,0,0
3907150,18-Oct,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,6,28
3902786,14-Oct,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,1,0
3907113,17-Oct,Arson,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Unknown,2.790175,42.089075,0,0
3911021,21-Oct,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Jubbada Hoose,Afmadow,0.52063,42.076328,2,0
3911262,18-Oct,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Jubbada Hoose,Afmadow,0.52063,42.076328,0,0
3914289,26-Oct,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Hiiraan,Beled Weyne,5.161575,46.200829,0,0
3914332,26-Oct,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Bay,Baidoa,3.12022,43.64423,0,0
3918279,30-Oct,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Shabeellaha Dhexe,Mahaday,2.909205,46.00939,5,0
3920006,1-Nov,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Hiiraan,Beled Weyne,5.161575,46.200829,0,0
3928041,3-Nov,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Jubbada Hoose,Kismaayo,-0.34641,42.539059,0,0
3928084,1-Nov,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3929045,6-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Bari,Bosaso,11.27748,49.181431,3,2
3928160,3-Nov,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,4,0
3929914,31-Aug,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Sanaag,Dhahar,5.161575,46.200829,0,0
3927959,3-Nov,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Bay,Baidoa,3.12022,43.64423,0,0
3933231,2-Nov,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Bardere,2.33928,42.283741,6,0
3933050,4-Nov,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Unknown,2.790175,42.089075,0,0
3933509,4-Nov,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Hiiraan,Unknown,5.161575,46.200829,5,0
3933132,4-Nov,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Elwak,2.790175,42.089075,0,5
3937188,7-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Luuq,3.79814,42.550751,2,4
3939100,11-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Elwak,2.790175,42.089075,26,50
3937273,4-Sep,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Jubbada Hoose,Dhobley,-0.17967,42.141064,0,0
3937240,8-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,30,0
3940471,11-Sep,Robbery,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3938132,5-Nov,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Jubbada Hoose,Kismaayo,-0.34641,42.539059,0,0
3939471,13-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Galgudud,Dhusamareb,5.161575,46.200829,3,6
3953303,15-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,23,60
3953432,15-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,24,39
3956405,17-Sep,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,2,1
3956353,16-Sep,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
