Event ID,Event Date,Event Type,Group,Country,State,City,Latitude,Longitude,Total Deaths,Total Injuries
3795316,14-Jul,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Gedo,Beled Haawo,2.790175,42.089075,3,0
3795594,16-Jul,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3796566,,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Jubbada Hoose,,-0.17967,42.141064,,
3797182,23-Jul,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Shabeellaha Hoose,Unknown,1.838905,44.143755,0,0
3796709,13-Jul,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Bay,Baidoa,3.12022,43.64423,0,0
3796876,5-Jul,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3798991,25-Jul,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,,
3798403,24-Jul,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Shabeellaha Hoose,Afgoye,2.13889,45.124008,2,0
3796782,14-Jul,Bombing,Al Shabaab (The Young Islamic Movement),Somalia,Bari,Galgala,10.17017,50.171175,2,3
3799020,25-Jul,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Bay,Bur Hakkaba,5.161575,46.200829,1,0
3799865,24-Jul,Hostage Taking/Kidnapping,Al Shabaab (The Young Islamic Movement),Somalia,Banaadir,Mogadishu,2.04117,45.344139,0,0
3798437,22-Jul,Armed Assault,Al Shabaab (The Young Islamic Movement),Somalia,Shabeellaha Hoose,Afgoye,2.13889,45.124008,1,4
