Latitude,Longitude,Material,Object_Id
34.5056724400000,69.1175437700000,Chalk,1
34.5130104618370,69.1322851181030,Chalk,1
34.4958757400000,69.1351604500000,Chalk,1
34.4988820899927,69.1362547874451,Chalk,1
34.5012694048112,69.1393017768860,Chalk,1
34.4987406173393,69.1419839859009,Chalk,1
34.5021005280004,69.1479706764221,Chalk,1
34.5515816200000,69.1623044000000,Chalk,1
34.5205952952970,69.1792345046997,Chalk,1
34.4995540800000,69.1472625700000,Engraving,2
34.5870700303534, 68.9587247371674,Engraving,2
34.5870876956911, 68.9587944746017,Engraving,2
34.5870744466882, 68.9587998390198,Engraving,2
34.5870346996668, 68.958842754364,Engraving,2
34.5870302833299, 68.9588695764542,Engraving,2
34.5041694600000,69.1036391300000,Marker,3
34.5282501495712,69.1170287132263,Marker,3
34.5289042268931,69.1174578666687,Marker,3
34.5063090700000,69.1187667800000,Marker,3
34.5121440849390,69.1207408905029,Marker,3
34.5117197337840,69.1236591339111,Marker,3
34.4765131668598,69.1260516643524,Marker,3
34.4760886343360,69.1269153356550,Marker,3
34.4761372787974,69.1270065307617,Marker,3
34.4754783650492,69.1271138191223,Marker,3
34.4760223009342,69.1274303197861,Marker,3
34.5114368318135,69.1274356842041,Marker,3
34.4761240121289,69.1275697946548,Marker,3
34.4763849228880,69.1277521848680,Marker,3
34.5116490083814,69.1305255889893,Marker,3
34.4868206800000,69.1364479100000,Marker,3
34.5018883300000,69.1364479100000,Marker,3
34.4989705102792,69.1375637054443,Marker,3
34.4955397343964,69.1378855705261,Marker,3
34.4962824916638,69.1384005546570,Marker,3
34.5059907800000,69.1386795000000,Marker,3
34.5015523400000,69.1387224200000,Marker,3
34.5004205895971,69.1392374038696,Marker,3
34.4960525900000,69.1393661500000,Marker,3
34.5085016671964,69.1411685943604,Marker,3
34.5019236939733,69.1412758827209,Marker,3
34.5007742636533,69.1417479515076,Marker,3
34.4708304431014,69.1439366340637,Marker,3
34.5510337609323,69.1441726684570,Marker,3
34.4978564100000,69.1457176200000,Marker,3
34.4704545294406,69.1459965705872,Marker,3
34.4702732057753,69.1465276479721,Marker,3
34.5064151600000,69.1481208800000,Marker,3
34.5035859190184,69.1484642028809,Marker,3
34.4702378255020,69.1490274667740,Marker,3
34.5073302247447,69.1499286890030,Marker,3
34.5082894800000,69.1509532900000,Marker,3
34.5043639700000,69.1541290300000,Marker,3
34.5064858900000,69.1543436100000,Marker,3
34.5498496617023,69.1629159450531,Marker,3
34.5302654000000,69.1646218300000,Marker,3
34.5429568100000,69.1650402500000,Marker,3
34.5309548100000,69.1656088800000,Marker,3
34.5325634300000,69.1663169900000,Marker,3
34.5649412471023,69.1675615310668,Marker,3
34.5660014429030,69.1676473617554,Marker,3
34.5651709573394,69.1683554649353,Marker,3
34.5654360068246,69.1686987876892,Marker,3
34.5637750161107,69.1687631607056,Marker,3
34.5280556931604,69.1700935363770,Marker,3
34.5660544523382,69.1704583168030,Marker,3
34.5322982753630,69.1711235046387,Marker,3
34.5321215054201,69.1713380813599,Marker,3
34.5187654511253,69.1722714900970,Marker,3
34.5664785266037,69.1723895072937,Marker,3
34.5334295900000,69.1727757500000,Marker,3
34.5169002062800,69.1728401184082,Marker,3
34.5315558400000,69.1728401200000,Marker,3
34.5323336293065,69.1738271713257,Marker,3
34.5200859043082,69.1756886243820,Marker,3
34.5197820361829,69.1762733459473,Marker,3
34.5321568594387,69.1787624359131,Marker,3
34.5197113176238,69.1794276237488,Marker,3
34.5191278872210,69.1819918155670,Marker,3
34.5395455200000,69.1974306100000,Marker,3
34.5446712387478,69.2048549652100,Marker,3
34.5423028423694,69.2050695419312,Marker,3
34.5360103600000,69.2069149000000,Marker,3
34.5375658500000,69.2089319200000,Marker,3
34.5074761033815,69.2236089706421,Marker,3
34.5094211274734,69.2249822616577,Marker,3
34.5290456483413,69.1024589538574,Paint,4
34.5310255233984,69.1106128692626,Paint,4
34.5334295941106,69.1250324249268,Paint,4
34.5215278815737,69.1003400087357,Paint,4
34.5217444522484,69.1007637977600,Paint,4
34.5211610360850,69.1009140014648,Paint,4
34.5217488720522,69.1010642051697,Paint,4
34.5214615843159,69.1010642051697,Paint,4
34.5219919609014,69.1010856628417,Paint,4
34.5238659311239,69.1011500358582,Paint,4
34.5230173460577,69.1012358665466,Paint,4
34.5261818172058,69.1014719009399,Paint,4
34.5269419795155,69.1016435623168,Paint,4
34.5308133961796,69.1024589538574,Paint,4
34.5270303700000,69.1124582300000,Paint,4
34.5285506722219,69.1136598587036,Paint,4
34.5100930343375,69.1141748428345,Paint,4
34.5285506722219,69.1142606735229,Paint,4
34.5331202506674,69.1142928600311,Paint,4
34.5284799611075,69.1147327423096,Paint,4
34.5343134261866,69.1154408454895,Paint,4
34.5275960671119,69.1155052185059,Paint,4
34.5106234800000,69.1158485400000,Paint,4
34.5349144266392,69.1164064407349,Paint,4
34.5129662591521,69.1179621219635,Paint,4
34.5064858918611,69.1187667846680,Paint,4
34.5102344900000,69.1207408900000,Paint,4
34.4687076143296,69.1218566894531,Paint,4
34.5282678274042,69.1225326061249,Paint,4
34.4767033213523,69.1232514381409,Paint,4
34.4710073430617,69.1237664222717,Paint,4
34.4728117012391,69.1240882873535,Paint,4
34.4718387678528,69.1243457794189,Paint,4
34.4718210780498,69.1245174407958,Paint,4
34.5726891998369,69.1254830360413,Paint,4
34.5143718930481,69.1261053085327,Paint,4
34.5146282639690,69.1261053085327,Paint,4
34.5157509825039,69.1261482238770,Paint,4
34.5157509825039,69.1261482238770,Paint,4
34.5157509825039,69.1261482238770,Paint,4
34.5157509825039,69.1261482238770,Paint,4
34.5157509825039,69.1261482238770,Paint,4
34.5157509825039,69.1261482238770,Paint,4
34.5157509825039,69.1261482238770,Paint,4
34.5158305446607,69.1262555122375,Paint,4
34.5156448995100,69.1263413429260,Paint,4
34.5158172843065,69.1264271736145,Paint,4
34.5157730831106,69.1264647245407,Paint,4
34.5157244617681,69.1265451908112,Paint,4
34.5155211358464,69.1265773773193,Paint,4
34.5156581598916,69.1266256570816,Paint,4
34.5157421422596,69.1266524791718,Paint,4
34.5157509825039,69.1267061233521,Paint,4
34.5159631480865,69.1267061233521,Paint,4
34.5158924262856,69.1269207000732,Paint,4
34.4755004763331,69.1271084547043,Paint,4
"34.5169886074523,",69.1275215148926,Paint,4
34.4762964786541,69.1277253627777,Paint,4
34.4765883442691,69.1278594732285,Paint,4
34.4766281440466,69.1279399394989,Paint,4
34.5117816200000,69.1290450100000,Paint,4
34.5117639400000,69.1292059400000,Paint,4
34.5145663814052,69.1303914785385,Paint,4
34.4827172863442,69.1323709487920,Paint,4
34.5141243617551,69.1327571868896,Paint,4
34.4832832842576,69.1327571868896,Paint,4
34.5138414679485,69.1327571868896,Paint,4
34.5139121914902,69.1327571868896,Paint,4
34.5125684300000,69.1328001000000,Paint,4
34.5144072546013,69.1328430175781,Paint,4
34.5141950850567,69.1329288482666,Paint,4
34.5145575400000,69.1333043600000,Paint,4
34.5145663800000,69.1334223700000,Paint,4
"34.5169178865219,",69.1336584091187,Paint,4
34.4859717219016,69.1346883773800,Paint,4
"34.517023967895,",69.1347742080688,Paint,4
"34.5171654095156,",69.1364908218384,Paint,4
34.4912997000000,69.1368341400000,Paint,4
34.4891022275895,69.1370916366577,Paint,4
34.4891729721231,69.1371130943298,Paint,4
34.4924802100000,69.1376709900000,Paint,4
34.4926393807543,69.1380143165588,Paint,4
34.4948500300000,69.1391086600000,Paint,4
34.4927631783976,69.1400098800659,Paint,4
34.4987140911901,69.1401922702789,Paint,4
34.4937535500000,69.1404819500000,Paint,4
34.4984930400000,69.1411685900000,Paint,4
34.5008892073985,69.1420000791550,Paint,4
34.5008892073985,69.1420000791550,Paint,4
34.5014064522906,69.1421931982040,Paint,4
34.5014064522906,69.1421931982040,Paint,4
34.5000846000000,69.1425418900000,Paint,4
34.5510337609323,69.1426277160645,Paint,4
34.4968660800000,69.1427779200000,Paint,4
34.4972197711534,69.1433572769165,Paint,4
34.5005134300000,69.1435664900000,Paint,4
34.5510337609323,69.1436576843262,Paint,4
34.5508923768355,69.1439151763916,Paint,4
34.5102698500000,69.1449451400000,Paint,4
34.4703218536266,69.1460824012756,Paint,4
34.5008980500000,69.1482496300000,Paint,4
34.5052481109167,69.1491937637329,Paint,4
34.5061676070882,69.1504812240601,Paint,4
34.5074274771976,69.1506421566010,Paint,4
34.5090674900000,69.1508674600000,Paint,4
34.5066140895513,69.1512107849121,Paint,4
34.5093150400000,69.1515111900000,Paint,4
34.5068749000000,69.1529703100000,Paint,4
34.5064858900000,69.1533994700000,Paint,4
34.5058493200000,69.1540002800000,Paint,4
34.5097747633404,69.1552770137800,Paint,4
34.5457670411323,69.1595792770386,Paint,4
34.5513872200000,69.1615963000000,Paint,4
34.5498584983262,69.1629159450531,Paint,4
34.5498761715710,69.1629266738892,Paint,4
34.5498496617023,69.1629266738892,Paint,4
34.5536846700000,69.1636991500000,Paint,4
34.5315204848074,69.1663599014282,Paint,4
34.5662134804412,69.1670465469360,Paint,4
34.5661339664277,69.1687095165253,Paint,4
34.5663636733703,69.1710269451141,Paint,4
34.5198969537133,69.1741490364075,Paint,4
34.5195168412769,69.1741490364100,Paint,4
34.5193665637888,69.1742455959300,Paint,4
34.5193312043404,69.1742885112762,Paint,4
34.5191809265174,69.1743957996400,Paint,4
34.5201135286282,69.1747552156448,Paint,4
34.5185444527321,69.1748678684235,Paint,4
34.5196494388354,69.1751146316500,Paint,4
34.5195610404865,69.1752111911800,Paint,4
34.5194903217399,69.1752648353600,Paint,4
34.5322275674309,69.1753292083740,Paint,4
34.5192604853986,69.1753560304642,Paint,4
34.5192870050088,69.1753935813900,Paint,4
34.5191190473350,69.1753935813904,Paint,4
34.5192162860295,69.1755330562600,Paint,4
34.5188803700581,69.1756832599640,Paint,4
34.5190748478908,69.1757476329800,Paint,4
34.5197820361829,69.1757798194885,Paint,4
34.5185974923999,69.1758441925049,Paint,4
34.5188361704873,69.1759192943600,Paint,4
34.5197643565488,69.1759514808655,Paint,4
34.5187831309714,69.1760051250500,Paint,4
34.5186195922515,69.1760104894638,Paint,4
34.5188008108138,69.1760265827178,Paint,4
34.5186858917713,69.1760480403900,Paint,4
34.5187035700000,69.1761016800000,Paint,4
34.5196273392570,69.1762626171112,Paint,4
34.5187566112008,69.1763806343079,Paint,4
34.5194196000000,69.1764450100000,Paint,4
34.5191146273916,69.1765683889389,Paint,4
34.5191588268146,69.1765737533569,Paint,4
34.5188184906524,69.1766595840500,Paint,4
34.5195345209636,69.1766756772994,Paint,4
34.5184560532106,69.1769278049468,Paint,4
34.5196140795071,69.1769707202911,Paint,4
34.5196494388354,69.1773033142090,Paint,4
34.5206836925484,69.1781187057495,Paint,4
34.5193754033648,69.1781723499298,Paint,4
34.5205422569012,69.1783761978149,Paint,4
34.5209046852665,69.1785693168640,Paint,4
34.5204892184716,69.1786980628967,Paint,4
34.5207809294166,69.1787731647491,Paint,4
34.5207367308543,69.1789662837982,Paint,4
34.5193312043404,69.1790521144866,Paint,4
