LocationA,LocationB,DistanceStartLat,StartLon,EndLat,EndLon
3cf65afa-e55f-491a-9a02-05047e164e62.jpg,bc6389b8-daa8-48e0-8687-d644de2fd273.jpg,0.001133888888845913,2.03591277777778,45.326515,2.03623833333333,45.3273233333333
3cf65afa-e55f-491a-9a02-05047e164e62.jpg,63fcd629-0625-4df2-851d-dc80cef82f99.jpg,0.004162222222260592,2.03591277777778,45.326515,2.03721194444444,45.3293780555556
3fc1b0c7-5ec7-445d-acba-8f577ec64a82.jpg,1b37121a-c58d-4be4-898f-84aa38dc1409.jpg,0.0029558333333921105,2.05178972222222,45.3255655555556,2.04938333333333,45.3250161111111
3fc1b0c7-5ec7-445d-acba-8f577ec64a82.jpg,1ef4716d-0bf0-45bc-97ca-51d358d3868d.jpg,0.0017836111111213526,2.05178972222222,45.3255655555556,2.0510275,45.3245441666667
3fc1b0c7-5ec7-445d-acba-8f577ec64a82.jpg,553523b0-c495-4b4e-a999-10fd5d1b3779.jpg,0.002248611111140164,2.05178972222222,45.3255655555556,2.05031027777778,45.3247963888889
3fc1b0c7-5ec7-445d-acba-8f577ec64a82.jpg,e1ac8759-edb6-49ff-9914-d6292492bf3f.jpg,0.0032755555555774585,2.05178972222222,45.3255655555556,2.04892944444444,45.3251502777778
5e4ec48a-05c7-425c-b44d-6c71402a122e.jpg,8f69f0b2-2425-4161-8f6e-faafea7a0d24.jpg,0.0015283333332622995,2.03703111111111,45.3375691666667,2.03853416666667,45.3375944444444
5e4ec48a-05c7-425c-b44d-6c71402a122e.jpg,b8d1f6d7-e37f-4a26-ba09-c022fbc548a3.jpg,9.552777777162014E-4,2.03703111111111,45.3375691666667,2.03722222222222,45.3383333333333
5e4ec48a-05c7-425c-b44d-6c71402a122e.jpg,d6fe3349-7425-4682-9c01-9816b902d4e4.jpg,7.113888889342945E-4,2.03703111111111,45.3375691666667,2.03666666666667,45.3372222222222
5f41e44e-68bf-4e97-85c2-354e383a8767.jpg,16cea046-56e7-471f-a4cc-dc838f928291.jpg,0.003045277777737887,2.03308277777778,45.3208555555556,2.03341222222222,45.3235713888889
8f69f0b2-2425-4161-8f6e-faafea7a0d24.jpg,5e4ec48a-05c7-425c-b44d-6c71402a122e.jpg,0.0015283333332622995,2.03853416666667,45.3375944444444,2.03703111111111,45.3375691666667
8f69f0b2-2425-4161-8f6e-faafea7a0d24.jpg,b8d1f6d7-e37f-4a26-ba09-c022fbc548a3.jpg,0.002050833333353985,2.03853416666667,45.3375944444444,2.03722222222222,45.3383333333333
8f69f0b2-2425-4161-8f6e-faafea7a0d24.jpg,d6fe3349-7425-4682-9c01-9816b902d4e4.jpg,0.002239722222196594,2.03853416666667,45.3375944444444,2.03666666666667,45.3372222222222
16cea046-56e7-471f-a4cc-dc838f928291.jpg,5f41e44e-68bf-4e97-85c2-354e383a8767.jpg,0.003045277777737887,2.03341222222222,45.3235713888889,2.03308277777778,45.3208555555556
024b79b8-9832-4381-b06f-c2fbe11f2efa.jpg,26bbcc72-a861-4a77-aded-f1a0a0266592.jpg,0.004649166666590876,2.03367527777778,45.3132405555556,2.02960638888889,45.3138208333333
024b79b8-9832-4381-b06f-c2fbe11f2efa.jpg,28552e64-168b-48b1-a60a-27234cc24938.jpg,0.004051666666698761,2.03367527777778,45.3132405555556,2.03676027777778,45.3122738888889
26bbcc72-a861-4a77-aded-f1a0a0266592.jpg,024b79b8-9832-4381-b06f-c2fbe11f2efa.jpg,0.004649166666590876,2.02960638888889,45.3138208333333,2.03367527777778,45.3132405555556
72a85373-427f-4744-8136-df8bdfef4a33.jpg,37823a44-dda1-4d01-ad99-545670b1839a.jpg,0.001284166666667641,2.03222222222222,45.3338888888889,2.03328888888889,45.3341063888889
72a85373-427f-4744-8136-df8bdfef4a33.jpg,b124e0f8-a73c-4898-b88b-5f00829d2969.jpg,0.004166666666641561,2.03222222222222,45.3338888888889,2.03305555555556,45.3305555555556
28552e64-168b-48b1-a60a-27234cc24938.jpg,024b79b8-9832-4381-b06f-c2fbe11f2efa.jpg,0.004051666666698761,2.03676027777778,45.3122738888889,2.03367527777778,45.3132405555556
28552e64-168b-48b1-a60a-27234cc24938.jpg,749508b1-0866-4c9c-820d-0d5c3c451250.jpg,0.004542777777833962,2.03676027777778,45.3122738888889,2.03707611111111,45.3080469444444
28552e64-168b-48b1-a60a-27234cc24938.jpg,ab033b58-5bde-4ade-9990-7a48112c5f06.jpg,0.004174166666701229,2.03676027777778,45.3122738888889,2.03544027777778,45.3094197222222
37823a44-dda1-4d01-ad99-545670b1839a.jpg,72a85373-427f-4744-8136-df8bdfef4a33.jpg,0.001284166666667641,2.03328888888889,45.3341063888889,2.03222222222222,45.3338888888889
37823a44-dda1-4d01-ad99-545670b1839a.jpg,b124e0f8-a73c-4898-b88b-5f00829d2969.jpg,0.00378416666662984,2.03328888888889,45.3341063888889,2.03305555555556,45.3305555555556
41368ae5-9e62-4096-bfdf-15219837d8b2.jpg,c1a756e0-c0aa-4e5d-b712-04b76079030a.jpg,8.750000000015135E-4,2.05412444444444,45.3440752777778,2.05356694444444,45.3443927777778
41368ae5-9e62-4096-bfdf-15219837d8b2.jpg,ea5a462c-093b-4944-a038-aae36834e936.jpg,0.0015566666666941842,2.05412444444444,45.3440752777778,2.05266944444444,45.3439736111111
41368ae5-9e62-4096-bfdf-15219837d8b2.jpg,5768de2f-71a6-41f7-9a1c-4dd32ed0067e.jpg,0.004477777777818659,2.05412444444444,45.3440752777778,2.05770305555556,45.3431761111111
41368ae5-9e62-4096-bfdf-15219837d8b2.jpg,a6c0106d-68e8-4b12-b202-7fd38e60bb68.jpg,0.004552222222199642,2.05412444444444,45.3440752777778,2.05498194444444,45.34777
41368ae5-9e62-4096-bfdf-15219837d8b2.jpg,abf285a3-55c4-4996-a86d-2439630ad380.jpg,0.004587500000065248,2.05412444444444,45.3440752777778,2.05850861111111,45.3438719444444
41368ae5-9e62-4096-bfdf-15219837d8b2.jpg,d5743fea-795f-4536-b2af-ab6974e9084b.jpg,0.0027347222222386947,2.05412444444444,45.3440752777778,2.05248,45.342985
749508b1-0866-4c9c-820d-0d5c3c451250.jpg,28552e64-168b-48b1-a60a-27234cc24938.jpg,0.004542777777833962,2.03707611111111,45.3080469444444,2.03676027777778,45.3122738888889
749508b1-0866-4c9c-820d-0d5c3c451250.jpg,ab033b58-5bde-4ade-9990-7a48112c5f06.jpg,0.0030086111111331526,2.03707611111111,45.3080469444444,2.03544027777778,45.3094197222222
a33a6598-75ab-4612-b8c9-546376dc5505.jpg,2f6d2f54-cd40-4a85-b048-68d8a36fac12.jpg,0.001225555555536495,2.06135777777778,45.3382405555556,2.06197722222222,45.3388466666667
a33a6598-75ab-4612-b8c9-546376dc5505.jpg,81755ea3-4972-402c-9982-de227e5363d0.jpg,0.0021127777777203427,2.06135777777778,45.3382405555556,2.06067305555556,45.3396686111111
ab033b58-5bde-4ade-9990-7a48112c5f06.jpg,28552e64-168b-48b1-a60a-27234cc24938.jpg,0.004174166666701229,2.03544027777778,45.3094197222222,2.03676027777778,45.3122738888889
ab033b58-5bde-4ade-9990-7a48112c5f06.jpg,749508b1-0866-4c9c-820d-0d5c3c451250.jpg,0.0030086111111331526,2.03544027777778,45.3094197222222,2.03707611111111,45.3080469444444
b8d1f6d7-e37f-4a26-ba09-c022fbc548a3.jpg,5e4ec48a-05c7-425c-b44d-6c71402a122e.jpg,9.552777777162014E-4,2.03722222222222,45.3383333333333,2.03703111111111,45.3375691666667
b8d1f6d7-e37f-4a26-ba09-c022fbc548a3.jpg,8f69f0b2-2425-4161-8f6e-faafea7a0d24.jpg,0.002050833333353985,2.03722222222222,45.3383333333333,2.03853416666667,45.3375944444444
b8d1f6d7-e37f-4a26-ba09-c022fbc548a3.jpg,d6fe3349-7425-4682-9c01-9816b902d4e4.jpg,0.001666666666650496,2.03722222222222,45.3383333333333,2.03666666666667,45.3372222222222
b124e0f8-a73c-4898-b88b-5f00829d2969.jpg,72a85373-427f-4744-8136-df8bdfef4a33.jpg,0.004166666666641561,2.03305555555556,45.3305555555556,2.03222222222222,45.3338888888889
b124e0f8-a73c-4898-b88b-5f00829d2969.jpg,37823a44-dda1-4d01-ad99-545670b1839a.jpg,0.00378416666662984,2.03305555555556,45.3305555555556,2.03328888888889,45.3341063888889
bc6389b8-daa8-48e0-8687-d644de2fd273.jpg,3cf65afa-e55f-491a-9a02-05047e164e62.jpg,0.001133888888845913,2.03623833333333,45.3273233333333,2.03591277777778,45.326515
bc6389b8-daa8-48e0-8687-d644de2fd273.jpg,63fcd629-0625-4df2-851d-dc80cef82f99.jpg,0.003028333333414679,2.03623833333333,45.3273233333333,2.03721194444444,45.3293780555556
c1a756e0-c0aa-4e5d-b712-04b76079030a.jpg,41368ae5-9e62-4096-bfdf-15219837d8b2.jpg,8.750000000015135E-4,2.05356694444444,45.3443927777778,2.05412444444444,45.3440752777778
c1a756e0-c0aa-4e5d-b712-04b76079030a.jpg,ea5a462c-093b-4944-a038-aae36834e936.jpg,0.0013166666666952764,2.05356694444444,45.3443927777778,2.05266944444444,45.3439736111111
c1a756e0-c0aa-4e5d-b712-04b76079030a.jpg,a6c0106d-68e8-4b12-b202-7fd38e60bb68.jpg,0.00479222222219855,2.05356694444444,45.3443927777778,2.05498194444444,45.34777
