LocationA,LocationB,Distance,StartLat,StartLon,EndLat,EndLon
IMG_5746.JPG,IMG_5743.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
IMG_5746.JPG,IMG_5744.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
IMG_5743.JPG,IMG_5746.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
IMG_5743.JPG,IMG_5746.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
IMG_5743.JPG,IMG_5744.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
IMG_5744.JPG,IMG_5746.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
IMG_5744.JPG,IMG_5746.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
IMG_5744.JPG,IMG_5743.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
france_sampledata 5.jpg,france_sampledata 4.jpg,3.250000000543096E-4,46.4925083333333,-1.77652777777778,46.4927638888889,-1.77645833333333
france_sampledata 4.jpg,france_sampledata 5.jpg,3.250000000543096E-4,46.4927638888889,-1.77645833333333,46.4925083333333,-1.77652777777778
