x,y
39.01146389,35.944
39.0061,35.9534
39.01263889,35.94711111
39.00127222,35.94759444
39.00938333,35.95461389
39.01223611,35.956125
39.01069167,35.96446111
39.00944722,35.95053056
39.0125,35.95002778
39.00938333,35.95461389
39.01275278,35.945475
38.98905556,35.95919444
39.01325,35.94913889
39.01211111,35.95616667
39.00436111,35.95535833
39.00938333,35.95461389
39.01325,35.94913889
39.01325,35.94913889
39.00436111,35.95535833
39.01527778,35.95025
39.00938333,35.95461389
39.00963889,35.94980556
38.99947222,35.95580556
38.9858,35.93656389
39.04777778,35.94555556
38.98905556,35.95919444
38.99152778,35.93125
38.99152778,35.93125
38.99055556,35.93436111
39.00188889,35.961
39.00188889,35.961
39.00127222,35.94759444
39.00233333,35.95008333
39.02975,35.94252778
39.00588889,35.95691667
39.03233333,35.94561111
38.90775,35.91452778
39.00588889,35.95691667
39.00588889,35.95691667
39.00588889,35.95691667
39.01777778,35.95038889
39.61419444,35.75163889
39.02305556,35.94291667
38.97619444,35.96
38.99519444,35.919
38.99519444,35.919
39.00713889,35.94713889
38.95936111,35.97661111
39.01697222,35.94747222
38.97619444,35.96
39.01927778,35.95008333
39.01263889,35.947
39.01927778,35.95008333
39.00436111,35.95535833
39.00938333,35.95461389
39.00655556,35.95055556
39.01686111,35.94686111
39.00511111,35.95027778
39.01269444,35.94666667
39.01416667,35.94613889
38.99841667,35.95944444
39.01052778,35.95688889
39.01258333,35.94786111
39.01325,35.94861111
39.01116667,35.94355556
39.00872222,35.95525
39.00522222,35.94913889
39.011,35.94925
39.01052778,35.95688889
39.00961111,35.94841667
38.98069444,35.96463889
39,35.93333333
39.01269444,35.94666667
39.01216667,35.94936111
39.01269444,35.94666667
39.01102778,35.94875
39.01125,35.95345
39.00530556,35.96147222
39.01486111,35.95975
38.55480556,35.85169444
39.61522222,35.75119444
38.55480556,35.85169444
38.55480556,35.85169444
38.55480556,35.85169444
38.97666667,35.96791667
38.55480556,35.85169444
39.01697222,35.94744444
39.02694444,35.94277778
39.01922222,35.95025
39.01261111,35.94861111
39.01261111,35.94861111
39.01261111,35.94861111
39.0105,35.95205556
39.00719444,35.94572222
39.01308333,35.93819444
39.00597222,35.95344444
39.01372222,35.94855556
38.55975,35.85897222
38.55975,35.85897222
39.01330556,35.94630556
38.55480556,35.85169444
39.01002778,35.95255556
38.98455556,35.95372222
38.55480556,35.85169444
38.99333333,35.96425
39.61716667,35.75233333
39.01777778,35.95847222
39.01261111,35.94861111
39.02694444,35.95027778
39.01722222,35.94844444
39.01176389,35.94583333
39.01391111,35.96255
39.01072222,35.95091667
39.01261111,35.94861111
39.01176389,35.94583333
39.01325,35.94913889
39.00436111,35.95535833
39.01322222,35.94761111
39.01413889,35.95013889
39.00938333,35.95461389
39.00772222,35.94711111
39.00772222,35.94711111
39.01302778,35.94647222
39.01922222,35.95025
38.98905556,35.95919444
39.00233333,35.95008333
39.00436111,35.95535833
39.00355556,35.95691667
38.99077778,35.93477778
39.13283333,35.929
39.03213889,35.942
39.02694444,35.94277778
39.01083333,35.9335
39.00938333,35.95461389
39.02166667,35.956
39.01922222,35.95025
39.01263889,35.947
39.02477778,35.96691667
38.9975,35.95888889
39.00436111,35.95535833
39.00938333,35.95461389
39.01116667,35.95336111
39.01697222,35.94747222
39.01263889,35.947
39.01325,35.94913889
39.01263889,35.947
39.01263889,35.94711111
39.00436111,35.95535833
38.99972222,35.956
39.01136111,35.94975
39.00938333,35.95461389
39.00477778,35.94847222
39.01125,35.94813889
39.01122222,35.94994444
39.01038889,35.94961111
39.01223611,35.956125
39.01263889,35.94711111
39.00605556,35.95063889
39.01233333,35.95025
39.00436111,35.95535833
39.00938333,35.95461389
39.01116667,35.95336111
39.00408333,35.95616667
39.01233333,35.95025
39.01233333,35.95025
39.01116667,35.95336111
39.01263889,35.947
39.01475,35.94602778
39.00938333,35.95461389
39.01777778,35.95038889
39.00436111,35.95535833
39.01697222,35.94747222
39.02975,35.94252778
39.01116667,35.95336111
39.01777778,35.95038889
39.01777778,35.95038889
