x,y
29.94644,30.91687
29.94644,30.91687
29.94644,30.91687
5.10658,7.36667
5.10658,7.36667
5.10658,7.36667
5.10658,7.36667
5.10658,7.36667
5.10658,7.36667
5.10658,7.36667
13.62649,13.25159
8.46667,6.95
8.46667,6.95
6.31625,8.11691
4.76492,6.84138
4.1209,44.03645
8.57286,36.12075
-0.49056,42.19694
-0.49056,42.19694
14.43805,24.53052
2.04045,45.36
13.8167,20.8167
7.15,3.35
7.15,3.35
6.8362,7.2349
5.34111,-4.02809
5.34111,-4.02809
5.34111,-4.02809
1.72452,44.65065
1.72452,44.65065
9.8667,38.45
9.8667,38.45
11.67952,30.4519
11.67952,30.4519
31.45162,15.24744
30.53766,31.67875
30.53766,31.67875
30.72508,31.67148
12.148154,30.794822
12.14815,30.79482
12.14815,30.79482
7.71667,27.85
22.3457,31.61624
4.85678,6.64417
7.0613,9.02815
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.08333,7.53333
9.59525,28.43493
9.59525,28.43493
5.55602,-0.1969
5.55602,-0.1969
5.55602,-0.1969
32.41423,14.79335
14.00063,32.31757
7,39.4
7.8731,8.046
6.5,13.5
3.5484,46.54585
9.03333,38.7
9.03333,38.7
9.03333,38.7
9.03333,38.7
9.03333,38.7
9.03333,38.7
9.03333,38.7
9.03333,38.7
9.03333,38.7
9.03333,38.7
9.03333,38.7
9.03333,38.7
9.03333,38.7
9.03333,38.7
7.621,5.2215
7.621,5.2215
7.621,5.2215
7.621,5.2215
7.621,5.2215
7.621,5.2215
8.19,30.32
6.49698,48.78326
6.49698,48.78326
6.49698,48.78326
2.15,45.116
2.15,45.116
2.15,45.116
2.15,45.116
2.15,45.116
2.15,45.116
2.15,45.116
2.15,45.116
2.15,45.116
2.15,45.116
2.15,45.116
2.15,45.116
2.15,45.116
2.15,45.116
6.11982,1.19012
0.5172,42.071
0.5172,42.071
0.5172,42.071
11.1467,30.1492
11.1467,30.1492
11.1467,30.1492
30.42013,-9.59802
7.28333,39.81667
6.50525,3.10306
6.61426,3.32437
7.106,6.6966
