LocationA,LocationB,Distance,Tags,StartLat,StartLon,EndLat,EndLon
1,2,0.0,Battle-NoTerritoryChange,29.94644,30.91687,29.94644,30.91687
1,3,0.0,Battle-NoTerritoryChange,29.94644,30.91687,29.94644,30.91687
2,1,0.0,RiotsOrProtests,29.94644,30.91687,29.94644,30.91687
2,3,0.0,RiotsOrProtests,29.94644,30.91687,29.94644,30.91687
3,1,0.0,ViolenceAgainstCivilians,29.94644,30.91687,29.94644,30.91687
3,2,0.0,ViolenceAgainstCivilians,29.94644,30.91687,29.94644,30.91687
4,5,0.0,ViolenceAgainstCivilians,5.10658,7.36667,5.10658,7.36667
4,6,0.0,ViolenceAgainstCivilians,5.10658,7.36667,5.10658,7.36667
4,7,0.0,ViolenceAgainstCivilians,5.10658,7.36667,5.10658,7.36667
4,8,0.0,ViolenceAgainstCivilians,5.10658,7.36667,5.10658,7.36667
4,9,0.0,ViolenceAgainstCivilians,5.10658,7.36667,5.10658,7.36667
4,10,0.0,ViolenceAgainstCivilians,5.10658,7.36667,5.10658,7.36667
5,4,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
5,6,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
5,7,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
5,8,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
5,9,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
5,10,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
6,4,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
6,5,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
6,7,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
6,8,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
6,9,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
6,10,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
7,4,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
7,5,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
7,6,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
7,8,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
7,9,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
7,10,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
8,4,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
8,5,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
8,6,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
8,7,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
8,9,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
8,10,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
9,4,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
9,5,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
9,6,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
9,7,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
9,8,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
9,10,0.0,RiotsOrProtests,5.10658,7.36667,5.10658,7.36667
10,4,0.0,ViolenceAgainstCivilians,5.10658,7.36667,5.10658,7.36667
10,5,0.0,ViolenceAgainstCivilians,5.10658,7.36667,5.10658,7.36667
10,6,0.0,ViolenceAgainstCivilians,5.10658,7.36667,5.10658,7.36667
10,7,0.0,ViolenceAgainstCivilians,5.10658,7.36667,5.10658,7.36667
10,8,0.0,ViolenceAgainstCivilians,5.10658,7.36667,5.10658,7.36667
10,9,0.0,ViolenceAgainstCivilians,5.10658,7.36667,5.10658,7.36667
12,13,0.0,Battle-NoTerritoryChange,8.46667,6.95,8.46667,6.95
13,12,0.0,ViolenceAgainstCivilians,8.46667,6.95,8.46667,6.95
18,19,0.0,Battle-NoTerritoryChange,-0.49056,42.19694,-0.49056,42.19694
19,18,0.0,Battle-NoTerritoryChange,-0.49056,42.19694,-0.49056,42.19694
23,24,0.0,RiotsOrProtests,7.15,3.35,7.15,3.35
24,23,0.0,RiotsOrProtests,7.15,3.35,7.15,3.35
26,27,0.0,StrategicDevelopment,5.34111,-4.02809,5.34111,-4.02809
26,28,0.0,StrategicDevelopment,5.34111,-4.02809,5.34111,-4.02809
27,26,0.0,RiotsOrProtests,5.34111,-4.02809,5.34111,-4.02809
27,28,0.0,RiotsOrProtests,5.34111,-4.02809,5.34111,-4.02809
28,26,0.0,RiotsOrProtests,5.34111,-4.02809,5.34111,-4.02809
28,27,0.0,RiotsOrProtests,5.34111,-4.02809,5.34111,-4.02809
29,30,0.0,RemoteViolence,1.72452,44.65065,1.72452,44.65065
30,29,0.0,Battle-NoTerritoryChange,1.72452,44.65065,1.72452,44.65065
31,32,0.0,RiotsOrProtests,9.8667,38.45,9.8667,38.45
32,31,0.0,RiotsOrProtests,9.8667,38.45,9.8667,38.45
33,34,0.0,Battle-NoTerritoryChange,11.67952,30.4519,11.67952,30.4519
34,33,0.0,RemoteViolence,11.67952,30.4519,11.67952,30.4519
36,37,0.0,ViolenceAgainstCivilians,30.53766,31.67875,30.53766,31.67875
37,36,0.0,ViolenceAgainstCivilians,30.53766,31.67875,30.53766,31.67875
39,40,5.999999999062311E-6,RemoteViolence,12.148154,30.794822,12.14815,30.79482
39,41,5.999999999062311E-6,RemoteViolence,12.148154,30.794822,12.14815,30.79482
40,39,5.999999999062311E-6,Battle-NoTerritoryChange,12.14815,30.79482,12.148154,30.794822
40,41,0.0,Battle-NoTerritoryChange,12.14815,30.79482,12.14815,30.79482
41,39,5.999999999062311E-6,Battle-NoTerritoryChange,12.14815,30.79482,12.148154,30.794822
41,40,0.0,Battle-NoTerritoryChange,12.14815,30.79482,12.14815,30.79482
46,47,0.0,RiotsOrProtests,9.08333,7.53333,9.08333,7.53333
